#      |i-j|
             -11   -5.076442E-11
             -10    1.420305E-17
              -9    3.171879E-10
              -8    6.071532E-18
              -7   -1.101255E-08
              -6   -1.366095E-17
              -5    5.076957E-07
              -4   -2.146720E-17
              -3   -3.080964E-05
              -2    4.770490E-18
              -1    4.145834E-03
               0    4.166667E-02
               1    4.145834E-03
               2    4.770490E-18
               3   -3.080964E-05
               4   -2.146720E-17
               5    5.076957E-07
               6   -1.366095E-17
               7   -1.101255E-08
               8    6.071532E-18
               9    3.171879E-10
              10    1.420305E-17
              11   -5.076442E-11
              12   -3.077948E-17
