#      |i-j|
             -11   -6.347846E-04
             -10    1.181780E-17
              -9    7.272866E-04
              -8   -4.076600E-17
              -7   -9.760286E-04
              -6    4.597017E-17
              -5    1.626609E-03
              -4   -4.033232E-17
              -3   -3.904482E-03
              -2   -5.117434E-17
              -1    2.366668E-02
               0    4.166667E-02
               1    2.366668E-02
               2   -5.117434E-17
               3   -3.904482E-03
               4   -4.033232E-17
               5    1.626609E-03
               6    4.597017E-17
               7   -9.760286E-04
               8   -4.076600E-17
               9    7.272866E-04
              10    1.181780E-17
              11   -6.347846E-04
              12   -2.747779E-18
