# M=102, N=51, Vp=0.0, t=1.0, n=1, Vstart=-10.0, Vstop=10.0, Vnum=201, PBC
# start time 2022-02-13 07:09:35
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.000000000000E+01      6.924222712328E-01      6.916987976629E-01      6.909777453581E-01      6.902600829660E-01      6.895467552636E-01      6.888386765554E-01      6.881367245888E-01      6.874417350744E-01      6.867544968854E-01      6.860757479879E-01      6.927846084813E-01
     -9.900000000000E+00      6.924231277673E-01      6.917005082465E-01      6.909803038319E-01      6.902634795765E-01      6.895509767796E-01      6.888437064219E-01      6.881425431122E-01      6.874483196369E-01      6.867618221826E-01      6.860837862853E-01      6.927850368277E-01
     -9.800000000000E+00      6.924240088632E-01      6.917022678909E-01      6.909829356939E-01      6.902669736219E-01      6.895553193919E-01      6.888488805597E-01      6.881485285005E-01      6.874550929868E-01      6.867693574361E-01      6.860920548788E-01      6.927854774556E-01
     -9.700000000000E+00      6.924249154396E-01      6.917040784327E-01      6.909856436915E-01      6.902705687501E-01      6.895597876339E-01      6.888542043691E-01      6.881546869977E-01      6.874620621855E-01      6.867771104946E-01      6.861005623716E-01      6.927859308244E-01
     -9.600000000000E+00      6.924258484571E-01      6.917059417911E-01      6.909884306961E-01      6.902742687736E-01      6.895643862436E-01      6.888596834936E-01      6.881610251291E-01      6.874692346122E-01      6.867850895599E-01      6.861093177532E-01      6.927863974144E-01
     -9.500000000000E+00      6.924268089196E-01      6.917078599723E-01      6.909912997094E-01      6.902780776779E-01      6.895691201739E-01      6.888653238329E-01      6.881675497159E-01      6.874766179803E-01      6.867933032049E-01      6.861183304193E-01      6.927868777276E-01
     -9.400000000000E+00      6.924277978770E-01      6.917098350739E-01      6.909942538699E-01      6.902819996299E-01      6.895739946033E-01      6.888711315550E-01      6.881742678895E-01      6.874842203542E-01      6.868017603917E-01      6.861276101918E-01      6.927873722887E-01
     -9.300000000000E+00      6.924288164273E-01      6.917118692898E-01      6.909972964597E-01      6.902860389876E-01      6.895790149476E-01      6.888771131108E-01      6.881811871078E-01      6.874920501665E-01      6.868104704918E-01      6.861371673404E-01      6.927878816467E-01
     -9.200000000000E+00      6.924298657187E-01      6.917139649146E-01      6.910004309121E-01      6.902902003096E-01      6.895841868718E-01      6.888832752473E-01      6.881883151714E-01      6.875001162372E-01      6.868194433062E-01      6.861470126050E-01      6.927884063755E-01
     -9.100000000000E+00      6.924309469526E-01      6.917161243490E-01      6.910036608190E-01      6.902944883648E-01      6.895895163023E-01      6.888896250235E-01      6.881956602405E-01      6.875084277928E-01      6.868286890872E-01      6.861571572192E-01      6.927889470758E-01
     -9.000000000000E+00      6.924320613861E-01      6.917183501049E-01      6.910069899387E-01      6.902989081436E-01      6.895950094405E-01      6.888961698252E-01      6.882032308537E-01      6.875169944867E-01      6.868382185608E-01      6.861676129344E-01      6.927895043759E-01
     -8.900000000000E+00      6.924332103347E-01      6.917206448112E-01      6.910104222048E-01      6.903034648686E-01      6.896006727766E-01      6.889029173821E-01      6.882110359461E-01      6.875258264203E-01      6.868480429502E-01      6.861783920461E-01      6.927900789334E-01
     -8.800000000000E+00      6.924343951752E-01      6.917230112197E-01      6.910139617345E-01      6.903081640063E-01      6.896065131036E-01      6.889098757843E-01      6.882190848694E-01      6.875349341655E-01      6.868581740002E-01      6.861895074203E-01      6.927906714367E-01
     -8.700000000000E+00      6.924356173490E-01      6.917254522105E-01      6.910176128375E-01      6.903130112792E-01      6.896125375325E-01      6.889170535004E-01      6.882273874125E-01      6.875443287875E-01      6.868686240031E-01      6.862009725210E-01      6.927912826062E-01
     -8.600000000000E+00      6.924368783650E-01      6.917279707994E-01      6.910213800261E-01      6.903180126783E-01      6.896187535078E-01      6.889244593961E-01      6.882359538226E-01      6.875540218690E-01      6.868794058247E-01      6.862128014397E-01      6.927919131961E-01
     -8.500000000000E+00      6.924381798029E-01      6.917305701435E-01      6.910252680244E-01      6.903231744761E-01      6.896251688238E-01      6.889321027530E-01      6.882447948271E-01      6.875640255349E-01      6.868905329323E-01      6.862250089245E-01      6.927925639961E-01
     -8.400000000000E+00      6.924395233166E-01      6.917332535484E-01      6.910292817787E-01      6.903285032400E-01      6.896317916410E-01      6.889399932888E-01      6.882539216571E-01      6.875743524782E-01      6.869020194225E-01      6.862376104114E-01      6.927932358328E-01
     -8.300000000000E+00      6.924409106377E-01      6.917360244752E-01      6.910334264681E-01      6.903340058464E-01      6.896386305038E-01      6.889481411778E-01      6.882633460702E-01      6.875850159860E-01      6.869138800508E-01      6.862506220556E-01      6.927939295717E-01
     -8.200000000000E+00      6.924423435792E-01      6.917388865475E-01      6.910377075148E-01      6.903396894947E-01      6.896456943577E-01      6.889565570713E-01      6.882730803752E-01      6.875960299670E-01      6.869261302610E-01      6.862640607641E-01      6.927946461189E-01
     -8.100000000000E+00      6.924438240389E-01      6.917418435588E-01      6.910421305955E-01      6.903455617220E-01      6.896529925674E-01      6.889652521196E-01      6.882831374559E-01      6.876074089789E-01      6.869387862155E-01      6.862779442280E-01      6.927953864231E-01
     -8.000000000000E+00      6.924453540032E-01      6.917448994797E-01      6.910467016522E-01      6.903516304175E-01      6.896605349351E-01      6.889742379931E-01      6.882935307969E-01      6.876191682559E-01      6.869518648263E-01      6.862922909557E-01      6.927961514770E-01
     -7.900000000000E+00      6.924469355509E-01      6.917480584659E-01      6.910514269034E-01      6.903579038378E-01      6.896683317191E-01      6.889835269045E-01      6.883042745075E-01      6.876313237370E-01      6.869653837847E-01      6.863071203061E-01      6.927969423194E-01
     -7.800000000000E+00      6.924485708583E-01      6.917513248681E-01      6.910563128601E-01      6.903643906277E-01      6.896763936595E-01      6.889931316397E-01      6.883153833585E-01      6.876438921064E-01      6.869793616074E-01      6.863224525372E-01      6.927977600381E-01
     -7.700000000000E+00      6.924502621920E-01      6.917547032176E-01      6.910613663036E-01      6.903710997906E-01      6.896847319418E-01      6.890030655132E-01      6.883268727294E-01      6.876568907329E-01      6.869938175661E-01      6.863383087279E-01      6.927986057656E-01
     -7.600000000000E+00      6.924520119349E-01      6.917581982788E-01      6.910665943639E-01      6.903780407930E-01      6.896933583258E-01      6.890133425231E-01      6.883387587878E-01      6.876703378736E-01      6.870087719161E-01      6.863547110297E-01      6.927994806929E-01
     -7.500000000000E+00      6.924538227368E-01      6.917618153487E-01      6.910720049682E-01      6.903852241595E-01      6.897022858871E-01      6.890239782340E-01      6.883510595128E-01      6.876842538340E-01      6.870242471890E-01      6.863716840885E-01      6.928003861440E-01
     -7.400000000000E+00      6.924556968780E-01      6.917655589885E-01      6.910776049435E-01      6.903926589541E-01      6.897115258823E-01      6.890349860381E-01      6.883637903607E-01      6.876986560507E-01      6.870402627055E-01      6.863892490014E-01      6.928013232582E-01
     -7.300000000000E+00      6.924576372986E-01      6.917694350763E-01      6.910834030870E-01      6.904003568563E-01      6.897210928203E-01      6.890463832036E-01      6.883769712742E-01      6.877135670404E-01      6.870568434418E-01      6.864074330765E-01      6.928022935048E-01
     -7.200000000000E+00      6.924596465506E-01      6.917734487169E-01      6.910894070395E-01      6.904083280098E-01      6.897309992980E-01      6.890581847152E-01      6.883906195443E-01      6.877290063046E-01      6.870740110001E-01      6.864262598934E-01      6.928032981585E-01
     -7.100000000000E+00      6.924617278319E-01      6.917776063046E-01      6.910956263711E-01      6.904165851199E-01      6.897412610963E-01      6.890704093509E-01      6.884047568501E-01      6.877449983102E-01      6.870917925056E-01      6.864457590910E-01      6.928043388171E-01
     -7.000000000000E+00      6.924638841251E-01      6.917819138061E-01      6.911020700131E-01      6.904251400438E-01      6.897518929401E-01      6.890830746268E-01      6.884194034038E-01      6.877615658532E-01      6.871102132089E-01      6.864659582299E-01      6.928054169708E-01
     -6.900000000000E+00      6.924661188128E-01      6.917863779860E-01      6.911087480905E-01      6.904340062227E-01      6.897629115207E-01      6.890962003970E-01      6.884345821151E-01      6.877787347717E-01      6.871293017315E-01      6.864868885522E-01      6.928065343091E-01
     -6.800000000000E+00      6.924684347029E-01      6.917910044642E-01      6.911156690166E-01      6.904431948234E-01      6.897743306980E-01      6.891098031333E-01      6.884503119665E-01      6.877965264391E-01      6.871490816989E-01      6.865085757800E-01      6.928076922344E-01
     -6.700000000000E+00      6.924708354023E-01      6.917958004563E-01      6.911228435924E-01      6.904527201838E-01      6.897861682738E-01      6.891239040043E-01      6.884666173732E-01      6.878149683746E-01      6.871695835712E-01      6.865310531305E-01      6.928088925483E-01
     -6.600000000000E+00      6.924733243875E-01      6.918007729191E-01      6.911302822321E-01      6.904625961272E-01      6.897984414057E-01      6.891385234028E-01      6.884835218394E-01      6.878340870472E-01      6.871908366125E-01      6.865543524731E-01      6.928101369868E-01
     -6.500000000000E+00      6.924759052215E-01      6.918059289837E-01      6.911379956121E-01      6.904728368234E-01      6.898111676784E-01      6.891536822227E-01      6.885010494368E-01      6.878539095494E-01      6.872128707563E-01      6.865785063789E-01      6.928114273291E-01
     -6.400000000000E+00      6.924785815386E-01      6.918112759251E-01      6.911459946239E-01      6.904834567271E-01      6.898243650263E-01      6.891694017658E-01      6.885192246947E-01      6.878744634713E-01      6.872357164602E-01      6.866035479564E-01      6.928127653896E-01
     -6.300000000000E+00      6.924813570232E-01      6.918168211205E-01      6.911542903132E-01      6.904944704955E-01      6.898380516302E-01      6.891857036174E-01      6.885380724537E-01      6.878957767305E-01      6.872594045135E-01      6.866295106338E-01      6.928141530074E-01
     -6.200000000000E+00      6.924842353824E-01      6.918225719942E-01      6.911628937969E-01      6.905058928792E-01      6.898522457807E-01      6.892026094817E-01      6.885576176724E-01      6.879178773501E-01      6.872839657836E-01      6.866564278747E-01      6.928155920325E-01
     -6.100000000000E+00      6.924872203101E-01      6.918285359467E-01      6.911718161573E-01      6.905177385797E-01      6.898669657000E-01      6.892201409670E-01      6.885778851761E-01      6.879407931693E-01      6.873094308882E-01      6.866843328092E-01      6.928170843081E-01
     -6.000000000000E+00      6.924903154409E-01      6.918347202629E-01      6.911810683041E-01      6.905300220670E-01      6.898822293140E-01      6.892383193119E-01      6.885988993356E-01      6.879645514744E-01      6.873358297772E-01      6.867132577656E-01      6.928186316468E-01
     -5.900000000000E+00      6.924935242893E-01      6.918411319903E-01      6.911906607937E-01      6.905427573382E-01      6.898980539499E-01      6.892571650221E-01      6.886206836425E-01      6.879891785108E-01      6.873631911806E-01      6.867432336529E-01      6.928202358010E-01
     -5.800000000000E+00      6.924968501763E-01      6.918477777940E-01      6.912006036108E-01      6.905559576272E-01      6.899144559747E-01      6.892766974361E-01      6.886432602016E-01      6.880146989022E-01      6.873915419522E-01      6.867742892268E-01      6.928218984251E-01
     -5.700000000000E+00      6.925002961124E-01      6.918546637219E-01      6.912109058173E-01      6.905696349358E-01      6.899314502069E-01      6.892969340173E-01      6.886666489022E-01      6.880411346987E-01      6.874209059933E-01      6.868064498879E-01      6.928236210181E-01
     -5.600000000000E+00      6.925038647493E-01      6.918617951103E-01      6.912215754120E-01      6.905837998495E-01      6.899490496886E-01      6.893178900821E-01      6.886908671010E-01      6.880685050131E-01      6.874513038406E-01      6.868397372183E-01      6.928254048981E-01
     -5.500000000000E+00      6.925075581047E-01      6.918691760349E-01      6.912326185096E-01      6.905984604441E-01      6.899672643210E-01      6.893395771647E-01      6.887159277171E-01      6.880968238474E-01      6.874827502242E-01      6.868741662707E-01      6.928272510653E-01
     -5.400000000000E+00      6.925113774939E-01      6.918768091699E-01      6.912440391230E-01      6.906136219871E-01      6.899861004796E-01      6.893620025398E-01      6.887418386553E-01      6.881260994085E-01      6.875152532681E-01      6.869097446460E-01      6.928291601678E-01
     -5.300000000000E+00      6.925153231574E-01      6.918846950606E-01      6.912558380965E-01      6.906292855474E-01      6.900055593155E-01      6.893851672311E-01      6.887686005365E-01      6.881563315746E-01      6.875488117056E-01      6.869464694705E-01      6.928311323135E-01
     -5.200000000000E+00      6.925193940921E-01      6.918928317603E-01      6.912680125244E-01      6.906454471696E-01      6.900256356586E-01      6.894090646161E-01      6.887962049765E-01      6.881875098211E-01      6.875834124248E-01      6.869843245321E-01      6.928331669887E-01
     -5.100000000000E+00      6.925235875267E-01      6.919012138094E-01      6.912805542593E-01      6.906620959379E-01      6.900463156636E-01      6.894336776794E-01      6.888246314715E-01      6.882196097605E-01      6.876190266854E-01      6.870232761965E-01      6.928352627921E-01
     -5.000000000000E+00      6.925278984923E-01      6.919098313666E-01      6.912934485942E-01      6.906792121978E-01      6.900675745584E-01      6.894589762750E-01      6.888538441599E-01      6.882525893911E-01      6.876556058393E-01      6.870632685846E-01      6.928374172217E-01
     -4.900000000000E+00      6.925323191722E-01      6.919186689132E-01      6.913066723263E-01      6.906967649828E-01      6.900893734381E-01      6.894849132901E-01      6.888837873584E-01      6.882863840050E-01      6.876930756115E-01      6.871042172243E-01      6.928396263487E-01
     -4.800000000000E+00      6.925368379709E-01      6.919277033973E-01      6.913201909792E-01      6.907147083186E-01      6.901116546526E-01      6.895114191175E-01      6.889143791199E-01      6.883208988331E-01      6.877313278304E-01      6.871459998671E-01      6.928418843512E-01
     -4.700000000000E+00      6.925414389202E-01      6.919369030474E-01      6.913339570268E-01      6.907329788568E-01      6.901343388485E-01      6.895383981024E-01      6.889455070804E-01      6.883560042840E-01      6.877702150521E-01      6.871884504862E-01      6.928441832171E-01
     -4.600000000000E+00      6.925460996105E-01      6.919462232459E-01      6.913479037157E-01      6.907514876544E-01      6.901573147126E-01      6.895657162573E-01      6.889770141505E-01      6.883915196189E-01      6.878095322228E-01      6.872313389324E-01      6.928465117085E-01
