# M=10, N=5, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 01:37:28
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      2.997795845550E-01      2.032495336117E-01      1.614046930720E-01      1.381997740781E-01      1.230312895840E-01      1.119603608135E-01      1.032795550460E-01      9.615579365551E-02      9.013687225391E-02      8.495206788565E-02      4.041232243565E-01
     -1.990000000000E+00      2.967570258163E-01      2.003760558527E-01      1.589782885619E-01      1.361594846959E-01      1.212916311896E-01      1.104534194051E-01      1.019554364548E-01      9.497761200586E-02      8.907671166464E-02      8.398836457283E-02      4.021149473119E-01
     -1.980000000000E+00      2.937610993681E-01      1.975368039171E-01      1.565854860731E-01      1.341483877849E-01      1.195764260806E-01      1.089670427492E-01      1.006490092909E-01      9.381510289691E-02      8.803084106113E-02      8.303801143541E-02      4.001064907949E-01
     -1.970000000000E+00      2.907907582313E-01      1.947314557835E-01      1.542258152160E-01      1.321659365420E-01      1.178851074945E-01      1.075006611895E-01      9.935969988441E-02      9.266768551290E-02      8.699867310320E-02      8.210041928208E-02      3.980981598908E-01
     -1.960000000000E+00      2.878453103817E-01      1.919596808029E-01      1.518988049426E-01      1.302115939041E-01      1.162171264636E-01      1.060537277964E-01      9.808695971350E-02      9.153480468981E-02      8.597964511177E-02      8.117502144336E-02      3.960902304557E-01
     -1.950000000000E+00      2.849241939564E-01      1.892211410171E-01      1.496039845174E-01      1.282848329766E-01      1.145719517550E-01      1.046257180541E-01      9.683026507435E-02      9.041593074104E-02      8.497321915137E-02      8.026127415470E-02      3.940829508094E-01
     -1.940000000000E+00      2.820269189263E-01      1.865154923750E-01      1.473408843959E-01      1.263851373719E-01      1.129490697261E-01      1.032161294595E-01      9.558911665035E-02      8.931055916253E-02      8.397888197207E-02      7.935865678248E-02      3.920765433828E-01
     -1.930000000000E+00      2.791530415593E-01      1.838423858548E-01      1.451090370156E-01      1.245120014673E-01      1.113479841086E-01      1.018244810484E-01      9.436303899568E-02      8.821821023354E-02      8.299614482722E-02      7.846667190876E-02      3.900712063158E-01
     -1.920000000000E+00      2.763021508149E-01      1.812014684949E-01      1.429079775061E-01      1.226649305920E-01      1.097682157309E-01      1.004503128609E-01      9.315157994747E-02      8.713842852822E-02      8.202454318259E-02      7.758484529020E-02      3.880671150020E-01
     -1.910000000000E+00      2.734738602486E-01      1.785923843396E-01      1.407372443234E-01      1.208434411485E-01      1.082093021887E-01      9.909318535723E-02      9.195430997956E-02      8.607078235201E-02      8.106363633121E-02      7.671272570534E-02      3.860644235758E-01
