# M=26, N=13, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 01:52:39
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      3.584527021588E-01      2.601674427704E-01      2.105048500446E-01      1.796238795029E-01      1.581498350349E-01      1.421453653795E-01      1.296438699627E-01      1.195426988256E-01      1.111702317797E-01      1.040911332360E-01      4.588480584962E-01
     -1.990000000000E+00      3.516359017580E-01      2.534978770360E-01      2.046446388857E-01      1.745214824122E-01      1.536720577973E-01      1.381724280991E-01      1.260810129102E-01      1.163168946133E-01      1.082251433724E-01      1.013828610761E-01      4.537308064659E-01
     -1.980000000000E+00      3.455361793164E-01      2.475583728275E-01      1.994506202629E-01      1.700159404078E-01      1.497296059541E-01      1.346825262153E-01      1.229570778410E-01      1.134926670850E-01      1.056497955436E-01      9.901697399972E-02      4.491234803745E-01
     -1.970000000000E+00      3.399813224356E-01      2.421739008144E-01      1.947617999757E-01      1.659620160604E-01      1.461914674274E-01      1.315568696866E-01      1.201636640507E-01      1.109704619703E-01      1.033522121633E-01      9.690803583532E-02      4.449060674406E-01
     -1.960000000000E+00      3.348516968063E-01      2.372228878127E-01      1.904668567385E-01      1.622596084780E-01      1.429675623815E-01      1.287139344498E-01      1.176264903135E-01      1.086821471326E-01      1.012695167700E-01      9.499769757538E-02      4.409939409647E-01
     -1.950000000000E+00      3.300615097443E-01      2.326183211426E-01      1.864863967615E-01      1.588375111977E-01      1.399939379467E-01      1.260959320646E-01      1.152929713073E-01      1.065795454193E-01      9.935729364448E-02      9.324477908264E-02      4.373258559602E-01
     -1.940000000000E+00      3.255475712637E-01      2.282962410355E-01      1.827622248277E-01      1.556436364451E-01      1.372238836744E-01      1.236607068703E-01      1.131247886030E-01      1.046275852647E-01      9.758323878914E-02      9.161935454773E-02      4.338564044359E-01
     -1.930000000000E+00      3.212622370513E-01      2.242085161493E-01      1.792506464593E-01      1.526389352466E-01      1.346224204203E-01      1.213767193583E-01      1.110932978200E-01      1.028000709061E-01      9.592324269201E-02      9.009910611220E-02      4.305511721980E-01
     -1.920000000000E+00      3.171688372547E-01      2.203181729595E-01      1.759181572211E-01      1.497934970920E-01      1.321627733594E-01      1.192198414730E-01      1.091765987348E-01      1.010769870547E-01      9.435889638168E-02      8.866700411314E-02      4.273835567778E-01
     -1.910000000000E+00      3.132386330182E-01      2.165962921898E-01      1.727385888441E-01      1.470839751384E-01      1.298240488795E-01      1.171712494743E-01      1.073576114574E-01      9.944273098455E-02      9.287585702232E-02      8.730978793308E-02      4.243326276879E-01
