# M=20, N=10, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 01:41:04
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      3.494091980146E-01      2.510118845398E-01      2.024678583072E-01      1.726599207862E-01      1.520754947274E-01      1.367882822137E-01      1.248656477138E-01      1.152364641277E-01      1.072539404980E-01      1.005013814508E-01      4.552989933511E-01
     -1.990000000000E+00      3.439525215721E-01      2.457192908133E-01      1.978470332494E-01      1.686605655203E-01      1.485839000178E-01      1.337035053224E-01      1.221085069580E-01      1.127465122836E-01      1.049850329547E-01      9.841793918885E-02      4.508814796558E-01
     -1.980000000000E+00      3.388294446915E-01      2.407703920403E-01      1.935426846309E-01      1.649462803022E-01      1.453488289651E-01      1.308506335915E-01      1.195622880673E-01      1.104495932677E-01      1.028938429043E-01      9.649902799939E-02      4.467361281522E-01
     -1.970000000000E+00      3.339899141788E-01      2.361131249816E-01      1.895062889364E-01      1.614729478028E-01      1.423302965691E-01      1.281933084787E-01      1.171937573785E-01      1.083151567686E-01      1.009521285163E-01      9.471840037145E-02      4.428221255738E-01
     -1.960000000000E+00      3.293930850905E-01      2.317053317557E-01      1.856987376293E-01      1.582050958871E-01      1.394961939118E-01      1.257023575468E-01      1.149762693646E-01      1.063187270426E-01      9.913728086842E-02      9.305505976020E-02      4.391059934591E-01
     -1.950000000000E+00      3.250054384122E-01      2.275126464141E-01      1.820882749413E-01      1.551139737759E-01      1.368205178254E-01      1.233541683379E-01      1.128882686582E-01      1.044405167457E-01      9.743103503202E-02      9.149205653676E-02      4.355601417823E-01
     -1.940000000000E+00      3.207992994582E-01      2.235068631438E-01      1.786489225277E-01      1.521760916822E-01      1.342820323481E-01      1.211294618829E-01      1.109121618918E-01      1.026643838606E-01      9.581850060838E-02      9.001558254514E-02      4.321617082992E-01
     -1.930000000000E+00      3.167516760879E-01      2.196646753169E-01      1.753592727255E-01      1.493721082385E-01      1.318632525873E-01      1.190123637996E-01      1.090334645504E-01      1.009770436353E-01      9.428742969595E-02      8.861428763351E-02      4.288916360519E-01
     -1.920000000000E+00      3.128433476632E-01      2.159666978768E-01      1.722015597813E-01      1.466859782935E-01      1.295496689101E-01      1.169896966602E-01      1.072401520316E-01      9.936746975981E-02      9.282766101310E-02      8.727876087719E-02      4.257339430155E-01
     -1.910000000000E+00      3.090581488798E-01      2.123967057242E-01      1.691609407783E-01      1.441042959235E-01      1.273291506255E-01      1.150504372212E-01      1.055221626419E-01      9.782643624081E-02      9.143069495114E-02      8.600113420004E-02      4.226751440586E-01
     -1.900000000000E+00      3.053824045565E-01      2.089410369630E-01      1.662249352464E-01      1.416157843691E-01      1.251914842815E-01      1.131852970127E-01      1.038710141221E-01      9.634616431962E-02      9.008936633823E-02      8.477477732249E-02      4.197037925533E-01
     -1.890000000000E+00      3.018044813773E-01      2.055881224011E-01      1.633829854152E-01      1.392108971434E-01      1.231280134841E-01      1.113863957562E-01      1.022795054779E-01      9.492004825240E-02      8.879759052238E-02      8.359406122034E-02      4.168101156182E-01
     -1.880000000000E+00      2.983144304492E-01      2.023281121891E-01      1.606261087156E-01      1.368815037825E-01      1.211313557728E-01      1.096470050874E-01      1.007414833266E-01      9.354244067521E-02      8.755016481990E-02      8.245417330058E-02      4.139857225958E-01
     -1.870000000000E+00      2.949037006400E-01      1.991525776112E-01      1.579466212679E-01      1.346206404701E-01      1.191951783876E-01      1.079613458991E-01      9.925165737406E-02      9.220848330113E-02      8.634261205820E-02      8.135097188221E-02      4.112233709065E-01
     -1.860000000000E+00      2.915649073320E-01      1.960542713638E-01      1.553379163535E-01      1.324223107334E-01      1.173140193640E-01      1.063244268714E-01      9.780545357838E-02      9.091397235242E-02      8.517105635054E-02      8.028087075955E-02      4.085167769903E-01
     -1.850000000000E+00      2.882916447866E-01      1.930269336384E-01      1.527942857663E-01      1.302813250565E-01      1.154831437690E-01      1.047319148708E-01      9.639889642864E-02      8.965525080137E-02      8.403212372861E-02      7.924074695400E-02      4.058604628213E-01
     -1.840000000000E+00      2.850783330144E-01      1.900651342981E-01      1.503107748264E-01      1.281931709529E-01      1.136984273739E-01      1.031800301863E-01      9.502851388327E-02      8.842912145142E-02      8.292286208362E-02      7.822786646761E-02      4.032496306172E-01
     -1.830000000000E+00      2.819200920991E-01      1.871641436788E-01      1.478830639984E-01      1.261539070413E-01      1.119562619011E-01      1.016654612579E-01      9.369126006780E-02      8.723277633437E-02      8.184067621152E-02      7.723982411006E-02      4.006800600049E-01
     -1.820000000000E+00      2.788126384893E-01      1.843198262275E-01      1.455073716697E-01      1.241600761631E-01      1.102534773486E-01      1.001852948126E-01      9.238445198962E-02      8.606373897091E-02      8.078327475536E-02      7.627449440390E-02      3.981480231639E-01
     -1.810000000000E+00      2.757521989627E-01      1.815285524725E-01      1.431803738658E-01      1.222086337049E-01      1.085872779257E-01      9.873695825911E-02      9.110571739082E-02      8.491981684086E-02      7.974862658213E-02      7.532999126851E-02      3.956502144368E-01
     -1.800000000000E+00      2.727354388906E-01      1.787871257938E-01      1.408991376038E-01      1.202968881363E-01      1.069551889049E-01      9.731817189982E-02      8.985295151017E-02      8.379906201078E-02      7.873492468993E-02      7.440463470595E-02      3.931836916439E-01
     -1.790000000000E+00      2.697594021307E-01      1.760927212102E-01      1.386610652907E-01      1.184224514220E-01      1.053550122824E-01      9.592690905651E-02      8.862428101680E-02      8.269973832033E-02      7.774055616391E-02      7.349692310647E-02      3.907458269127E-01
     -1.780000000000E+00      2.668214604292E-01      1.734428339751E-01      1.364638481192E-01      1.165831974599E-01      1.037847895928E-01      9.456136261219E-02      8.741803375243E-02      8.162029387490E-02      7.676407702065E-02      7.260551009183E-02      3.883342652856E-01
     -1.770000000000E+00      2.639192706352E-01      1.708352362210E-01      1.343054268274E-01      1.147772270821E-01      1.022427705613E-01      9.321991678689E-02      8.623271320642E-02      8.055933785656E-02      7.580419102643E-02      7.172918504411E-02      3.859468897136E-01
     -1.760000000000E+00      2.610507383683E-01      1.682679402413E-01      1.321839585212E-01      1.130028384467E-01      1.007273865522E-01      9.190112320666E-02      8.506697686897E-02      7.951562086961E-02      7.485973176450E-02      7.086685664459E-02      3.835817913224E-01
     -1.750000000000E+00      2.582139870369E-01      1.657391672713E-01      1.300977885088E-01      1.112585018840E-01      9.923722797339E-02      9.060368051350E-02      8.391961778009E-02      7.848801819520E-02      7.392964737318E-02      7.001753888473E-02      3.812372440483E-01
     -1.740000000000E+00      2.554073313187E-01      1.632473208460E-01      1.280454262997E-01      1.095428384388E-01      9.777102496432E-02      8.932641691124E-02      8.278954872580E-02      7.747551545315E-02      7.301298749120E-02      6.918033911754E-02      3.789116829150E-01
     -1.730000000000E+00      2.526292543744E-01      1.607909639843E-01      1.260255250788E-01      1.078546014945E-01      9.632763081972E-02      8.806827515789E-02      8.167578863870E-02      7.647719626580E-02      7.210889203641E-02      6.835444780184E-02      3.766036853553E-01
     -1.720000000000E+00      2.498783881992E-01      1.583687995839E-01      1.240368640925E-01      1.061926609781E-01      9.490600770559E-02      8.682829960672E-02      8.057745084318E-02      7.549223159534E-02      7.121658151495E-02      6.753912965777E-02      3.743119550920E-01
     -1.710000000000E+00      2.471534966231E-01      1.559796535239E-01      1.220783334848E-01      1.045559897365E-01      9.350521430289E-02      8.560562497077E-02      7.949373285172E-02      7.451987048671E-02      7.033534861386E-02      6.673371600421E-02      3.720353081760E-01
     -1.700000000000E+00      2.444534605546E-01      1.536224600555E-01      1.201489212026E-01      1.029436517451E-01      9.212439508034E-02      8.439946654419E-02      7.842390747145E-02      7.355943199646E-02      6.946455087533E-02      6.593759809065E-02      3.697726608534E-01
     -1.690000000000E+00      2.417772651322E-01      1.512962491367E-01      1.182477016547E-01      1.013547918714E-01      9.076277094911E-02      8.320911165982E-02      7.736731502243E-02      7.261029812699E-02      6.860360428614E-02      6.515022126920E-02      3.675230189854E-01
     -1.680000000000E+00      2.391239885038E-01      1.490001354222E-01      1.163738258632E-01      9.978862695918E-02      8.941963109474E-02      8.203391220075E-02      7.632335650356E-02      7.167190761656E-02      6.775197764518E-02      6.437107987963E-02      3.652854687943E-01
     -1.670000000000E+00      2.364927919990E-01      1.467333086678E-01      1.145265128878E-01      9.824443804340E-02      8.809432581558E-02      8.087327801379E-02      7.529148756925E-02      7.074375046102E-02      6.690918759500E-02      6.359971274181E-02      3.630591687448E-01
     -1.660000000000E+00      2.338829115004E-01      1.444950253484E-01      1.127050423397E-01      9.672156353101E-02      8.678626022494E-02      7.972667109788E-02      7.427121320279E-02      6.982536306369E-02      6.607479422251E-02      6.283569916776E-02      3.608433423996E-01
     -1.650000000000E+00      2.312936498449E-01      1.422846013181E-01      1.109087478319E-01      9.521939321383E-02      8.549488869721E-02      7.859360046079E-02      7.326208299084E-02      6.891632392651E-02      6.524839714936E-02      6.207865541986E-02      3.586372721168E-01
     -1.640000000000E+00      2.287243701182E-01      1.401014053693E-01      1.091370112356E-01      9.373736299797E-02      8.421970995671E-02      7.747361755431E-02      7.226368691823E-02      6.801624980963E-02      6.442963204533E-02      6.132823155359E-02      3.564402934727E-01
