# M=6, N=3, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 01:36:25
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      2.167219822610E-01      1.278333715099E-01      9.922546936192E-02      8.677544748064E-02      7.970720036215E-02      7.490145699058E-02      7.123451369594E-02      6.821907714291E-02      6.561268231080E-02      6.328222486223E-02      3.252703847543E-01
     -1.990000000000E+00      2.149661850215E-01      1.263830025262E-01      9.805861484540E-02      8.577116860384E-02      7.880738970158E-02      7.407907361139E-02      7.047550151537E-02      6.751518355379E-02      6.495850443174E-02      6.267387022126E-02      3.240870881457E-01
     -1.980000000000E+00      2.132140298441E-01      1.249410239069E-01      9.689953073384E-02      8.477322586358E-02      7.791265926228E-02      7.326069856190E-02      6.971954759004E-02      6.681348474309E-02      6.430572857100E-02      6.206618930140E-02      3.228972426860E-01
     -1.970000000000E+00      2.114653834651E-01      1.235074902361E-01      9.574823987313E-02      8.378164462892E-02      7.702304528382E-02      7.244637959373E-02      6.896671015017E-02      6.611404791925E-02      6.365442916349E-02      6.145926183233E-02      3.217008920491E-01
     -1.960000000000E+00      2.097202141058E-01      1.220824540449E-01      9.460476354135E-02      8.279644896361E-02      7.613858275432E-02      7.163616322051E-02      6.821704623000E-02      6.541693918900E-02      6.300467969770E-02      6.085316681507E-02      3.204980799429E-01
     -1.950000000000E+00      2.079785255491E-01      1.206659658298E-01      9.346912147091E-02      8.181766164114E-02      7.525930541882E-02      7.083009471996E-02      6.747061166252E-02      6.472222354338E-02      6.235655269166E-02      6.024798248703E-02      3.192888500968E-01
     -1.940000000000E+00      2.062403405819E-01      1.192580740706E-01      9.234133187099E-02      8.084530415991E-02      7.438524578804E-02      7.002821813663E-02      6.672746107514E-02      6.402996484490E-02      6.171011967021E-02      5.964378628854E-02      3.180732462482E-01
     -1.930000000000E+00      2.045056938571E-01      1.178588252496E-01      9.122141145024E-02      7.987939675876E-02      7.351643514773E-02      6.923057628533E-02      6.598764788630E-02      6.334022581583E-02      6.106545114363E-02      5.904065483070E-02      3.168513121311E-01
     -1.920000000000E+00      2.027746281035E-01      1.164682638717E-01      9.010937543957E-02      7.891995843267E-02      7.265290356834E-02      6.843721075518E-02      6.525122430288E-02      6.265306802754E-02      6.042261658750E-02      5.843866386481E-02      3.156230914626E-01
     -1.910000000000E+00      2.010471918515E-01      1.150864324836E-01      8.900523761522E-02      7.796700694878E-02      7.179467991517E-02      6.764816191430E-02      6.451824131850E-02      6.196855189097E-02      5.978168442391E-02      5.783788825313E-02      3.143886279315E-01
     -1.900000000000E+00      1.993234379521E-01      1.137133716954E-01      8.790901032190E-02      7.702055886256E-02      7.094179185893E-02      6.686346891510E-02      6.378874871260E-02      6.128673664809E-02      5.914272200384E-02      5.723840194114E-02      3.131479651862E-01
     -1.890000000000E+00      1.976034225529E-01      1.123491202014E-01      8.682070449614E-02      7.608062953424E-02      7.009426588663E-02      6.608316970018E-02      6.306279505040E-02      6.060768036443E-02      5.850579559093E-02      5.664027793126E-02      3.119011468225E-01
     -1.880000000000E+00      1.958872043577E-01      1.109937148015E-01      8.574032968972E-02      7.514723314539E-02      6.925212731291E-02      6.530730100881E-02      6.234042768358E-02      5.993143992263E-02      5.787097034634E-02      5.604358825786E-02      3.106482163721E-01
     -1.870000000000E+00      1.941748440728E-01      1.096471904239E-01      8.466789409322E-02      7.422038271570E-02      6.841540029168E-02      6.453589838386E-02      6.162169275175E-02      5.925807101698E-02      5.723831031496E-02      5.544840396388E-02      3.093892172914E-01
     -1.860000000000E+00      1.924664039788E-01      1.083095801470E-01      8.360340455965E-02      7.330009011993E-02      6.758410782813E-02      6.376899617943E-02      6.090663518466E-02      5.858762814890E-02      5.660787841271E-02      5.485479507867E-02      3.081241929498E-01
     -1.850000000000E+00      1.907619475942E-01      1.069809152226E-01      8.254686662818E-02      7.238636610499E-02      6.675827179104E-02      6.300662756884E-02      6.019529870513E-02      5.792016462341E-02      5.597973641508E-02      5.426283059736E-02      3.068531866187E-01
     -1.840000000000E+00      1.890615394035E-01      1.056612250993E-01      8.149828454789E-02      7.147922030718E-02      6.593791292539E-02      6.224882455320E-02      5.948772583268E-02      5.725573254647E-02      5.535394494686E-02      5.367257846152E-02      3.055762414609E-01
     -1.830000000000E+00      1.873652446354E-01      1.043505374459E-01      8.045766130159E-02      7.057866126953E-02      6.512305086534E-02      6.149561797042E-02      5.878395788783E-02      5.659438282331E-02      5.473056347288E-02      5.308410554119E-02      3.042934005192E-01
     -1.820000000000E+00      1.856731290784E-01      1.030488781755E-01      7.942499862964E-02      6.968469645927E-02      6.431370414733E-02      6.074703750467E-02      5.808403499708E-02      5.593616515754E-02      5.410965029001E-02      5.249747761831E-02      3.030047067068E-01
     -1.810000000000E+00      1.839852589263E-01      1.017562714698E-01      7.840029705382E-02      6.879733228541E-02      6.350989022364E-02      6.000311169630E-02      5.738799609845E-02      5.528112805117E-02      5.349126252015E-02      5.191275937136E-02      3.017102027958E-01
     -1.800000000000E+00      1.823017006464E-01      1.004727398034E-01      7.738355590118E-02      6.791657411636E-02      6.271162547601E-02      5.926386795219E-02      5.669587894775E-02      5.462931880542E-02      5.287545610433E-02      5.133001436142E-02      3.004099314082E-01
     -1.790000000000E+00      1.806225208672E-01      9.919830396890E-02      7.637477332783E-02      6.704242629770E-02      6.191892522962E-02      5.852933255640E-02      5.600772012529E-02      5.398078352241E-02      5.226228579781E-02      5.074930501937E-02      2.991039350052E-01
     -1.780000000000E+00      1.789477862813E-01      9.793298310189E-02      7.537394634279E-02      6.617489216990E-02      6.113180376722E-02      5.779953068135E-02      5.532355504329E-02      5.333556710752E-02      5.165180516620E-02      5.017069263448E-02      2.977922558776E-01
     -1.770000000000E+00      1.772775635607E-01      9.667679470612E-02      7.438107083173E-02      6.531397408625E-02      6.035027434350E-02      5.707448639923E-02      5.464341795377E-02      5.269371327257E-02      5.104406658266E-02      4.959423734409E-02      2.964749361365E-01
     -1.760000000000E+00      1.756119192831E-01      9.542975467902E-02      7.339614158066E-02      6.445967343065E-02      5.957434919962E-02      5.635422269383E-02      5.396734195692E-02      5.205526453974E-02      5.043912122585E-02      4.901999812463E-02      2.951520177037E-01
     -1.750000000000E+00      1.739509198669E-01      9.419187733735E-02      7.241915229960E-02      6.361199063558E-02      5.880403957792E-02      5.563876147265E-02      5.329535901006E-02      5.142026224614E-02      4.983701907905E-02      4.844803278363E-02      2.938235423027E-01
     -1.740000000000E+00      1.722946315142E-01      9.296317544300E-02      7.145009564611E-02      6.277092520000E-02      5.803935573678E-02      5.492812357935E-02      5.262749993703E-02      5.078874654911E-02      4.923780893001E-02      4.787839795307E-02      2.924895514497E-01
     -1.730000000000E+00      1.706431201598E-01      9.174366022892E-02      7.048896324877E-02      6.193647570730E-02      5.728030696567E-02      5.422232880649E-02      5.196379443800E-02      5.016075643212E-02      4.864153837173E-02      4.731114908370E-02      2.911500864448E-01
     -1.720000000000E+00      1.689964514264E-01      9.053334142518E-02      6.953574573058E-02      6.110863984321E-02      5.652690160029E-02      5.352139590847E-02      5.130427109980E-02      4.953632971135E-02      4.804825380413E-02      4.674634044050E-02      2.898051883638E-01
     -1.710000000000E+00      1.673546905843E-01      8.933222728511E-02      6.859043273215E-02      6.028741441372E-02      5.577914703783E-02      5.282534261488E-02      5.064895740659E-02      4.891550304284E-02      4.745800043649E-02      4.618402509919E-02      2.884548980493E-01
     -1.700000000000E+00      1.657179025159E-01      8.814032461158E-02      6.765301293492E-02      5.947279536303E-02      5.503704975235E-02      5.213418564389E-02      4.999787975095E-02      4.829831193022E-02      4.687082229066E-02      4.562425494380E-02      2.870992561032E-01
     -1.690000000000E+00      1.640861516838E-01      8.695763878326E-02      6.672347408408E-02      5.866477779133E-02      5.430061531025E-02      5.144794071605E-02      4.935106344536E-02      4.768479073301E-02      4.628676220510E-02      4.506708066515E-02      2.857383028785E-01
