# M=4, N=2, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 01:36:03
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      1.298254955208E-01      5.715841383995E-02      4.350568849481E-02      3.868280994806E-02      3.626536346001E-02      3.481475409662E-02      3.384767771727E-02      3.315690878731E-02      3.263883208759E-02      3.223588354330E-02      2.876820724518E-01
     -1.990000000000E+00      1.289025067268E-01      5.663640277068E-02      4.310237371079E-02      3.832400017170E-02      3.592897084130E-02      3.449181694488E-02      3.353371103520E-02      3.284934958835E-02      3.233607850111E-02      3.193686765541E-02      2.865694173318E-01
     -1.980000000000E+00      1.279801480925E-01      5.611612852214E-02      4.270051498095E-02      3.796649153617E-02      3.559379830882E-02      3.417005108561E-02      3.322088311002E-02      3.254290590636E-02      3.203442300164E-02      3.163893629792E-02      2.854536710077E-01
     -1.970000000000E+00      1.270584413975E-01      5.559760207805E-02      4.230011952094E-02      3.761029034241E-02      3.525985176282E-02      3.384946218268E-02      3.290919944828E-02      3.223758313551E-02      3.173387089908E-02      3.134209471514E-02      2.843348287217E-01
     -1.960000000000E+00      1.261374085743E-01      5.508083441617E-02      4.190119453872E-02      3.725540288563E-02      3.492713709827E-02      3.353005589495E-02      3.259866555163E-02      3.193338666515E-02      3.143442749857E-02      3.104634814674E-02      2.832128857450E-01
     -1.950000000000E+00      1.252170717088E-01      5.456583650777E-02      4.150374723428E-02      3.690183545503E-02      3.459566020465E-02      3.321183787601E-02      3.228928691658E-02      3.163032187965E-02      3.113609810034E-02      3.075170182749E-02      2.820878373785E-01
     -1.940000000000E+00      1.242974530410E-01      5.405261931719E-02      4.110778479932E-02      3.654959433350E-02      3.426542696570E-02      3.289481377391E-02      3.198106903432E-02      3.132839415810E-02      3.083888799943E-02      3.045816098710E-02      2.809596789529E-01
     -1.930000000000E+00      1.233785749653E-01      5.354119380125E-02      4.071331441696E-02      3.619868579742E-02      3.393644325914E-02      3.257898923098E-02      3.167401739039E-02      3.102760887412E-02      3.054280248551E-02      3.016573084989E-02      2.798284058287E-01
     -1.920000000000E+00      1.224604600318E-01      5.303157090884E-02      4.032034326145E-02      3.584911611633E-02      3.360871495643E-02      3.226436988352E-02      3.136813746454E-02      3.072797139561E-02      3.024784684260E-02      2.987441663467E-02      2.786940133971E-01
     -1.910000000000E+00      1.215431309462E-01      5.252376158031E-02      3.992887849784E-02      3.550089155271E-02      3.328224792251E-02      3.195096136160E-02      3.106343473043E-02      3.042948708453E-02      2.995402634887E-02      2.958422355444E-02      2.775564970799E-01
     -1.900000000000E+00      1.206266105707E-01      5.201777674704E-02      3.953892728167E-02      3.515401836166E-02      3.295704801556E-02      3.163876928879E-02      3.075991465541E-02      3.013216129664E-02      2.966134627642E-02      2.929515681622E-02      2.764158523299E-01
     -1.890000000000E+00      1.197109219246E-01      5.151362733090E-02      3.915049675871E-02      3.480850279067E-02      3.263312108674E-02      3.132779928193E-02      3.045758270028E-02      2.983599938131E-02      2.936981189101E-02      2.900722162075E-02      2.752720746312E-01
     -1.880000000000E+00      1.187960881851E-01      5.101132424371E-02      3.876359406461E-02      3.446435107931E-02      3.231047297991E-02      3.101805695087E-02      3.015644431907E-02      2.954100668125E-02      2.907942845188E-02      2.872042316236E-02      2.741251594995E-01
     -1.870000000000E+00      1.178821326878E-01      5.051087838676E-02      3.837822632459E-02      3.412156945900E-02      3.198910953139E-02      3.070954789824E-02      2.985650495874E-02      2.924718853227E-02      2.879020121148E-02      2.843476662862E-02      2.729751024824E-01
     -1.860000000000E+00      1.169690789270E-01      5.001230065028E-02      3.799440065316E-02      3.378016415268E-02      3.166903656970E-02      3.040227771916E-02      2.955777005901E-02      2.895455026305E-02      2.850213541522E-02      2.815025720022E-02      2.718218991599E-01
     -1.850000000000E+00      1.160569505572E-01      4.951560191289E-02      3.761212415379E-02      3.344014137459E-02      3.135025991529E-02      3.009625200104E-02      2.926024505205E-02      2.866309719494E-02      2.821523630129E-02      2.786690005066E-02      2.706655451442E-01
     -1.840000000000E+00      1.151457713927E-01      4.902079304112E-02      3.723140391861E-02      3.310150732995E-02      3.103278538030E-02      2.979147632329E-02      2.896393536231E-02      2.837283464164E-02      2.792950910039E-02      2.758470034606E-02      2.695060360806E-01
     -1.830000000000E+00      1.142355654091E-01      4.852788488886E-02      3.685224702807E-02      3.276426821470E-02      3.071661876826E-02      2.948795625710E-02      2.866884640618E-02      2.808376790904E-02      2.764495903548E-02      2.730366324492E-02      2.683433676475E-01
     -1.820000000000E+00      1.133263567436E-01      4.803688829685E-02      3.647466055066E-02      3.242843021523E-02      3.040176587388E-02      2.918569736516E-02      2.837498359185E-02      2.779590229493E-02      2.736159132159E-02      2.702379389787E-02      2.671775355566E-01
     -1.810000000000E+00      1.124181696958E-01      4.754781409213E-02      3.609865154260E-02      3.209399950808E-02      3.008823248272E-02      2.888470520142E-02      2.808235231897E-02      2.750924308878E-02      2.707941116554E-02      2.674509744744E-02      2.660085355535E-01
     -1.800000000000E+00      1.115110287281E-01      4.706067308751E-02      3.572422704748E-02      3.176098225966E-02      2.977602437098E-02      2.858498531082E-02      2.779095797845E-02      2.722379557148E-02      2.679842376570E-02      2.646757902785E-02      2.648363634176E-01
     -1.790000000000E+00      1.106049584668E-01      4.657547608106E-02      3.535139409600E-02      3.142938462600E-02      2.946514730523E-02      2.828654322907E-02      2.750080595223E-02      2.693956501513E-02      2.651863431178E-02      2.619124376472E-02      2.636610149630E-01
     -1.780000000000E+00      1.096999837026E-01      4.609223385555E-02      3.498015970560E-02      3.109921275242E-02      2.915560704209E-02      2.798938448235E-02      2.721190161297E-02      2.665655668274E-02      2.624004798459E-02      2.591609677490E-02      2.624824860382E-01
     -1.770000000000E+00      1.087961293911E-01      4.561095717795E-02      3.461053088020E-02      3.077047277329E-02      2.884740932803E-02      2.769351458709E-02      2.692425032386E-02      2.637477582806E-02      2.596266995576E-02      2.564214316618E-02      2.613007725268E-01
     -1.760000000000E+00      1.078934206540E-01      4.513165679885E-02      3.424251460983E-02      3.044317081171E-02      2.854055989907E-02      2.739893904968E-02      2.663785743834E-02      2.609422769526E-02      2.568650538753E-02      2.536938803707E-02      2.601158703474E-01
     -1.750000000000E+00      1.069918827794E-01      4.465434345194E-02      3.387611787033E-02      3.011731297926E-02      2.823506448050E-02      2.710566336625E-02      2.635272829985E-02      2.581491751874E-02      2.541155943252E-02      2.509783647656E-02      2.589277754545E-01
     -1.740000000000E+00      1.060915412227E-01      4.417902785348E-02      3.351134762306E-02      2.979290537566E-02      2.793092878664E-02      2.681369302238E-02      2.606886824158E-02      2.553685052285E-02      2.513783723344E-02      2.482749356389E-02      2.577364838382E-01
     -1.730000000000E+00      1.051924216072E-01      4.370572070173E-02      3.314821081454E-02      2.946995408857E-02      2.762815852055E-02      2.652303349283E-02      2.578628258623E-02      2.526003192166E-02      2.486534392289E-02      2.455836436828E-02      2.565419915251E-01
     -1.720000000000E+00      1.042945497253E-01      4.323443267644E-02      3.278671437613E-02      2.914846519321E-02      2.732675937375E-02      2.623369024133E-02      2.550497664575E-02      2.498446691870E-02      2.459408462310E-02      2.429045394875E-02      2.553442945778E-01
     -1.710000000000E+00      1.033979515385E-01      4.276517443828E-02      3.242686522373E-02      2.882844475214E-02      2.702673702598E-02      2.594566872028E-02      2.522495572107E-02      2.471016070674E-02      2.432406444570E-02      2.402376735378E-02      2.541433890960E-01
     -1.700000000000E+00      1.025026531791E-01      4.229795662831E-02      3.206867025747E-02      2.850989881492E-02      2.672809714490E-02      2.565897437049E-02      2.494622510187E-02      2.443711846749E-02      2.405528849144E-02      2.375830962118E-02      2.529392712164E-01
     -1.690000000000E+00      1.016086809501E-01      4.183278986741E-02      3.171213636135E-02      2.819283341786E-02      2.643084538583E-02      2.537361262093E-02      2.466879006631E-02      2.416534537140E-02      2.378776184998E-02      2.349408577776E-02      2.517319371131E-01
     -1.680000000000E+00      1.007160613267E-01      4.136968475576E-02      3.135727040292E-02      2.787725458373E-02      2.613498739148E-02      2.508958888847E-02      2.439265588077E-02      2.389484657739E-02      2.352148959962E-02      2.323110083913E-02      2.505213829978E-01
     -1.670000000000E+00      9.982482095652E-02      4.090865187226E-02      3.100407923300E-02      2.756316832142E-02      2.584052879165E-02      2.480690857760E-02      2.411782779964E-02      2.362562723258E-02      2.325647680707E-02      2.296935980945E-02      2.493076051203E-01
     -1.660000000000E+00      9.893498666101E-02      4.044970177400E-02      3.065256968530E-02      2.725058062573E-02      2.554747520300E-02      2.452557708018E-02      2.384431106498E-02      2.335769247207E-02      2.299272852720E-02      2.270886768118E-02      2.480905997684E-01
     -1.650000000000E+00      9.804658543583E-02      3.999284499569E-02      3.030274857616E-02      2.693949747698E-02      2.525583222873E-02      2.424559977517E-02      2.357211090634E-02      2.309104741869E-02      2.273024980278E-02      2.244962943484E-02      2.468703632688E-01
     -1.640000000000E+00      9.715964445193E-02      3.953809204914E-02      2.995462270413E-02      2.662992484081E-02      2.496560545834E-02      2.396698202837E-02      2.330123254046E-02      2.282569718271E-02      2.246904566424E-02      2.219165003875E-02      2.456468919869E-01
     -1.630000000000E+00      9.627419105633E-02      3.908545342265E-02      2.960819884975E-02      2.632186866783E-02      2.467680046732E-02      2.368972919216E-02      2.303168117105E-02      2.256164686164E-02      2.220912112943E-02      2.193493444882E-02      2.444201823273E-01
     -1.620000000000E+00      9.539025277305E-02      3.863493958051E-02      2.926348377515E-02      2.601533489334E-02      2.438942281692E-02      2.341384660521E-02      2.276346198847E-02      2.229890153991E-02      2.195048120335E-02      2.167948760825E-02      2.431902307341E-01
     -1.610000000000E+00      9.450785730397E-02      3.818656096240E-02      2.892048422376E-02      2.571032943706E-02      2.410347805382E-02      2.313933959224E-02      2.249658016954E-02      2.203746628870E-02      2.169313087794E-02      2.142531444735E-02      2.419570336910E-01
     -1.600000000000E+00      9.362703252977E-02      3.774032798285E-02      2.857920691997E-02      2.540685820280E-02      2.381897170988E-02      2.286621346376E-02      2.223104087723E-02      2.177734616561E-02      2.143707513178E-02      2.117241988324E-02      2.407205877220E-01
     -1.590000000000E+00      9.274780651086E-02      3.729625103068E-02      2.823965856880E-02      2.510492707818E-02      2.353590930188E-02      2.259447351575E-02      2.196684926044E-02      2.151854621445E-02      2.118231892985E-02      2.092080881961E-02      2.394808893912E-01
     -1.580000000000E+00      9.187020748830E-02      3.685434046847E-02      2.790184585558E-02      2.480454193433E-02      2.325429633120E-02      2.232412502946E-02      2.170401045370E-02      2.126107146498E-02      2.092886722334E-02      2.067048614651E-02      2.382379353036E-01
     -1.570000000000E+00      9.099426388478E-02      3.641460663192E-02      2.756577544562E-02      2.450570862562E-02      2.297413828357E-02      2.205517327112E-02      2.144252957694E-02      2.100492693264E-02      2.067672494931E-02      2.042145674006E-02      2.369917221051E-01
     -1.560000000000E+00      9.012000430564E-02      3.597705982937E-02      2.723145398387E-02      2.420843298933E-02      2.269544062880E-02      2.178762349164E-02      2.118241173523E-02      2.075011761829E-02      2.042589703051E-02      2.017372546223E-02      2.357422464825E-01
