# M=32, N=16, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 21:58:59
#                       V#               S₀₋₅(n=1)#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)
      1.300000000000E-01      2.579525628045E-03      5.920338595580E-04      4.440911401349E-04      3.946932487229E-04      3.699738502165E-04      3.551258800782E-04      3.452136289508E-04      3.381217928093E-04      3.327927196408E-04      3.286388249935E-04      3.021081409999E-02
      1.400000000000E-01      2.935891785530E-03      6.852232044405E-04      5.140054805985E-04      4.568210071025E-04      4.282014243109E-04      4.110078460768E-04      3.995272775894E-04      3.913112924741E-04      3.851356775408E-04      3.803203143526E-04      3.247094981846E-02
      1.500000000000E-01      3.310568945602E-03      7.850133274410E-04      5.888756021943E-04      5.233497060826E-04      4.905509350728E-04      4.708430865308E-04      4.576807104266E-04      4.482586138432E-04      4.411742003203E-04      4.356482496020E-04      3.472234165503E-02
      1.600000000000E-01      3.703000980189E-03      8.913645798811E-04      6.686724980196E-04      5.942529919563E-04      5.569971388892E-04      5.346068528165E-04      5.196493666082E-04      5.089392085593E-04      5.008836428142E-04      4.945978161195E-04      3.696505948110E-02
      1.700000000000E-01      4.112667421481E-03      1.004237697838E-03      7.533674925657E-04      6.695047762122E-04      6.275150126478E-04      6.022745811518E-04      5.854088390476E-04      5.733286536329E-04      5.642394585528E-04      5.571442724976E-04      3.919917235777E-02
      1.800000000000E-01      4.539079326072E-03      1.123593799450E-03      8.429322388541E-04      7.490792341267E-04      7.020797534145E-04      6.738218932627E-04      6.549348760396E-04      6.414026539909E-04      6.312172032352E-04      6.232629549450E-04      4.142474854952E-02
      1.900000000000E-01      4.981775836350E-03      1.249394382379E-03      9.373387157150E-04      8.329508034564E-04      7.806667781804E-04      7.492245970897E-04      7.282033828933E-04      7.131370450186E-04      7.017925381745E-04      6.929292816382E-04      4.364185553762E-02
      2.000000000000E-01      5.440321289314E-03      1.381601321203E-03      1.036559225034E-03      9.210941830773E-04      8.632517235374E-04      8.284586874088E-04      8.051904234518E-04      7.885077949679E-04      7.759412335981E-04      7.661187569137E-04      4.585056003333E-02
      2.100000000000E-01      5.914302761135E-03      1.520176864886E-03      1.140566389072E-03      1.013484331673E-03      9.498104453662E-04      9.115003464344E-04      8.858722215868E-04      8.674910073223E-04      8.536391718765E-04      8.428069753692E-04      4.805092799068E-02
      2.200000000000E-01      6.403327963176E-03      1.665083634231E-03      1.249333147799E-03      1.110096466402E-03      1.040319018494E-03      9.983259443760E-04      9.702251626109E-04      9.500629230614E-04      9.348623506393E-04      9.229696258348E-04      5.024302461916E-02
      2.300000000000E-01      6.907023424606E-03      1.816284619373E-03      1.362832756273E-03      1.210906061591E-03      1.134753736344E-03      1.088912039963E-03      1.058225794650E-03      1.036199922865E-03      1.019586885811E-03      1.006582495242E-03      5.242691439606E-02
      2.400000000000E-01      7.425032911151E-03      1.973743177307E-03      1.481038782065E-03      1.315888847440E-03      1.233091110578E-03      1.183235380942E-03      1.149850829964E-03      1.125878529248E-03      1.107789014557E-03      1.093621472394E-03      5.460266107858E-02
      2.500000000000E-01      7.957016040279E-03      2.137423029392E-03      1.603925102690E-03      1.425020808715E-03      1.335307870703E-03      1.281272904522E-03      1.245077146193E-03      1.219075408601E-03      1.199445098127E-03      1.184062551607E-03      5.677032771574E-02
      2.600000000000E-01      8.502647061052E-03      2.307288258939E-03      1.731465903105E-03      1.538278183480E-03      1.441380963697E-03      1.383001737808E-03      1.343881787588E-03      1.315767373194E-03      1.294531624630E-03      1.277881836276E-03      5.892997665999E-02
      2.700000000000E-01      9.061613773239E-03      2.483303308764E-03      1.863635673223E-03      1.655637461816E-03      1.551287553600E-03      1.488399198193E-03      1.446241966154E-03      1.415931383095E-03      1.393025211715E-03      1.375055542317E-03      6.108166957870E-02
      2.800000000000E-01      9.633616564863E-03      2.665432978808E-03      2.000409205465E-03      1.777075384562E-03      1.665005021101E-03      1.597442793720E-03      1.552135062779E-03      1.519544548021E-03      1.494902609176E-03      1.475560001533E-03      6.322546746524E-02
      2.900000000000E-01      1.021836755131E-02      2.853642423756E-03      2.141761592355E-03      1.902568942067E-03      1.782510963123E-03      1.710110223424E-03      1.661538628296E-03      1.626584129142E-03      1.600140701472E-03      1.579371664865E-03      6.536143065009E-02
      3.000000000000E-01      1.081558980190E-02      3.047897150683E-03      2.287668224138E-03      2.032095372939E-03      1.903783192384E-03      1.826379377634E-03      1.774430384506E-03      1.737027540805E-03      1.708716510175E-03      1.686467105558E-03      6.748961881153E-02
      3.100000000000E-01      1.142501664229E-02      3.248163016735E-03      2.438104786443E-03      2.165632162832E-03      2.028799736968E-03      1.946228338259E-03      1.890788225165E-03      1.850852352213E-03      1.820607196337E-03      1.796823022242E-03      6.961009098621E-02
      3.200000000000E-01      1.204639102299E-02      3.454406226810E-03      2.593047257966E-03      2.303157043212E-03      2.157538839864E-03      2.069635379041E-03      2.010590216908E-03      1.968036289037E-03      1.935790062785E-03      1.910416241908E-03      7.172290557956E-02
      3.300000000000E-01      1.267946494559E-02      3.666593331298E-03      2.752471908213E-03      2.444647990160E-03      2.289978958527E-03      2.196578965796E-03      2.133814600166E-03      2.088557234980E-03      2.054242556354E-03      2.027223722819E-03      7.382812037592E-02
      3.400000000000E-01      1.332399894001E-02      3.884691223819E-03      2.916355295247E-03      2.590083223182E-03      2.426098764412E-03      2.327037756617E-03      2.260439790014E-03      2.212393233279E-03      2.175942270036E-03      2.147222557320E-03      7.592579254850E-02
      3.500000000000E-01      1.397976158651E-02      4.108667138988E-03      3.084674263492E-03      2.739441204016E-03      2.565877142506E-03      2.460990602063E-03      2.390444376993E-03      2.339522488154E-03      2.300866945066E-03      2.270389974568E-03      7.801597866922E-02
      3.600000000000E-01      1.464652907762E-02      4.338488650224E-03      3.257405941560E-03      2.892700635476E-03      2.709293190863E-03      2.598416545328E-03      2.523807127901E-03      2.469923366220E-03      2.428994472953E-03      2.396703343188E-03      8.009873471828E-02
      3.700000000000E-01      1.532408481541E-02      4.574123667576E-03      3.434527740125E-03      3.049840460296E-03      2.856326220138E-03      2.739294822396E-03      2.660506986545E-03      2.603574397833E-03      2.560302897439E-03      2.526140173858E-03      8.217411609359E-02
      3.800000000000E-01      1.601221904053E-02      4.815540435512E-03      3.616017349780E-03      3.210839859956E-03      3.006955753067E-03      2.883604862133E-03      2.800523074430E-03      2.740454278372E-03      2.694770416364E-03      2.658678121771E-03      8.424217762005E-02
      3.900000000000E-01      1.671072848946E-02      5.062707530901E-03      3.801852739042E-03      3.375678253610E-03      3.161161524055E-03      3.031326286455E-03      2.943834691495E-03      2.880541869547E-03      2.832375383558E-03      2.794294989117E-03      8.630297355860E-02
      4.000000000000E-01      1.741941607735E-02      5.315593860799E-03      3.992012152239E-03      3.544335296915E-03      3.318923478625E-03      3.182438910364E-03      3.090421316710E-03      3.023816200550E-03      2.973096310563E-03      2.932968727378E-03      8.835655761517E-02
      4.100000000000E-01      1.813809060374E-02      5.574168660433E-03      4.186474107550E-03      3.716790880953E-03      3.480221772969E-03      3.336922742049E-03      3.240262608727E-03      3.170256469260E-03      3.116911868378E-03      3.074677439641E-03      9.040298294943E-02
      4.200000000000E-01      1.886656647911E-02      5.838401491158E-03      4.385217395041E-03      3.893025131148E-03      3.645036773458E-03      3.494757982951E-03      3.393338406474E-03      3.319842043365E-03      3.263800889131E-03      3.219399382809E-03      9.244230218337E-02
      4.300000000000E-01      1.960466347025E-02      6.108262238399E-03      4.588221074707E-03      4.073018406180E-03      3.813349056143E-03      3.655925027796E-03      3.549628729710E-03      3.472552461431E-03      3.413742367670E-03      3.367112969737E-03      9.447456740980E-02
      4.400000000000E-01      2.035220646264E-02      6.383721109667E-03      4.795464474577E-03      4.256751296917E-03      3.985139406264E-03      3.820404464622E-03      3.709113779554E-03      3.628367433951E-03      3.566715463121E-03      3.517796771316E-03      9.649983020058E-02
      4.500000000000E-01      2.110902523853E-02      6.664748632601E-03      5.006927188852E-03      4.444204625392E-03      4.160388817780E-03      3.988177074809E-03      3.871773939015E-03      3.787266844360E-03      3.722699500412E-03      3.671429518497E-03      9.851814161481E-02
      4.600000000000E-01      2.187495426914E-02      6.951315653009E-03      5.222589076060E-03      4.635359443750E-03      4.339078492860E-03      4.159223833074E-03      4.037589773466E-03      3.949230749991E-03      3.881673971712E-03      3.827990104237E-03      1.005295522068E-01
      4.700000000000E-01      2.264983251990E-02      7.243393332975E-03      5.442430257268E-03      4.830197033255E-03      4.521189841419E-03      4.333525907482E-03      4.206542031119E-03      4.114239383022E-03      4.043618537859E-03      3.987457585415E-03      1.025341120341E-01
      4.800000000000E-01      2.343350326767E-02      7.540953148910E-03      5.666431114270E-03      5.028698903248E-03      4.706704480599E-03      4.511064659390E-03      4.378611643430E-03      4.282273151343E-03      4.208513029693E-03      4.149811184634E-03      1.045318706649E-01
      4.900000000000E-01      2.422581392880E-02      7.843966889790E-03      5.894572287917E-03      5.230846790224E-03      4.895604234339E-03      4.691821643477E-03      4.553779725577E-03      4.453312639473E-03      4.376337449421E-03      4.315030292056E-03      1.065228771859E-01
      5.000000000000E-01      2.502661589738E-02      8.152406655215E-03      6.126834676337E-03      5.436622656797E-03      5.087871132837E-03      4.875778607651E-03      4.732027576792E-03      4.627338609335E-03      4.547071971840E-03      4.483094467076E-03      1.085071802098E-01
      5.100000000000E-01      2.583576439275E-02      8.466244853675E-03      6.363199433316E-03      5.646008690791E-03      5.283487412117E-03      5.062917493041E-03      4.913336680787E-03      4.804332001099E-03      4.720696945609E-03      4.653983440032E-03      1.104848278823E-01
      5.200000000000E-01      2.665311831558E-02      8.785454200730E-03      6.603647966627E-03      5.858987304278E-03      5.482435513534E-03      5.253220433925E-03      5.097688706078E-03      4.984273933927E-03      4.897192894417E-03      4.827677113810E-03      1.124558678898E-01
      5.300000000000E-01      2.747854011193E-02      9.110007717277E-03      6.848161936428E-03      6.075541132662E-03      5.684698083311E-03      5.446669757676E-03      5.285065506345E-03      5.167145706729E-03      5.076540518147E-03      5.004155565415E-03      1.144203474660E-01
      5.400000000000E-01      2.831189564468E-02      9.439878727812E-03      7.096723253687E-03      6.295653033774E-03      5.890257972074E-03      5.643247984692E-03      5.475449120744E-03      5.352928798871E-03      5.258720693983E-03      5.183399047504E-03      1.163783133994E-01
      5.500000000000E-01      2.915305407170E-02      9.775040858755E-03      7.349314078647E-03      6.519306086988E-03      6.099098234399E-03      5.842937828333E-03      5.668821774224E-03      5.541604870873E-03      5.443714477496E-03      5.365387989855E-03      1.183298120395E-01
      5.600000000000E-01      3.000188773054E-02      1.011546803674E-02      7.605916819281E-03      6.746483592326E-03      6.311202128340E-03      6.045722194820E-03      5.865165877798E-03      5.733155765049E-03      5.631503103668E-03      5.550103000788E-03      1.202748893043E-01
      5.700000000000E-01      3.085827202890E-02      1.046113448702E-02      7.866514129842E-03      6.977169069627E-03      6.526553114999E-03      6.251584183171E-03      6.064464028832E-03      5.927563506164E-03      5.822067987912E-03      5.737524868563E-03      1.222135906862E-01
      5.800000000000E-01      3.172208534063E-02      1.081201473183E-02      8.131088909403E-03      7.211346257695E-03      6.745134858078E-03      6.460507085114E-03      6.266699011309E-03      6.124810302044E-03      6.015390727047E-03      5.927634562712E-03      1.241459612590E-01
      5.900000000000E-01      3.259320890697E-02      1.116808358879E-02      8.399624300435E-03      7.448999113479E-03      6.966931223440E-03      6.672474384982E-03      6.471853796070E-03      6.324878544161E-03      6.211453100226E-03      6.120413235342E-03      1.260720456842E-01
      6.000000000000E-01      3.347152674246E-02      1.152931616937E-02      8.672103687421E-03      7.690111811263E-03      7.191926278681E-03      6.887469759631E-03      6.679911541048E-03      6.527750808205E-03      6.410237069852E-03      6.315842222388E-03      1.279918882174E-01
      6.100000000000E-01      3.435692554547E-02      1.189568787736E-02      8.948510695495E-03      7.934668741882E-03      7.420104292704E-03      7.105477078332E-03      6.890855591497E-03      6.733409854626E-03      6.611724782452E-03      6.513903044830E-03      1.299055327141E-01
      6.200000000000E-01      3.524929461288E-02      1.226717440737E-02      9.228829189148E-03      8.182654511965E-03      7.651449735327E-03      7.326480402698E-03      7.104669480211E-03      6.941838629183E-03      6.815898569546E-03      6.714577409892E-03      1.318130226365E-01
      6.300000000000E-01      3.614852575874E-02      1.264375174333E-02      9.513043270879E-03      8.434053943145E-03      7.885947276837E-03      7.550463986544E-03      7.321336927705E-03      7.153020263418E-03      7.022740948433E-03      6.917847212148E-03      1.337144010588E-01
      6.400000000000E-01      3.705451323662E-02      1.302539615708E-02      9.801137279998E-03      8.688852071379E-03      8.123581787640E-03      7.777412275835E-03      7.540841842446E-03      7.366938075188E-03      7.232234623031E-03      7.123694534672E-03      1.356097106736E-01
      6.500000000000E-01      3.796715366549E-02      1.341208420695E-02      1.009309579135E-02      8.947034146181E-03      8.364338337830E-03      8.007309908546E-03      7.763168320997E-03      7.583575569104E-03      7.444362484605E-03      7.332101650074E-03      1.374989937977E-01
      6.600000000000E-01      3.888634595883E-02      1.380379273637E-02      1.038890361413E-02      9.208585629955E-03      8.608202196840E-03      8.240141714585E-03      7.988300648223E-03      7.802916437011E-03      7.659107612541E-03      7.543051021563E-03      1.393822923775E-01
      6.700000000000E-01      3.981199125689E-02      1.420049887250E-02      1.068854579072E-02      9.473492197305E-03      8.855158833054E-03      8.475892715687E-03      8.216223297449E-03      8.024944558418E-03      7.876453275049E-03      7.756525303942E-03      1.412596479950E-01
      6.800000000000E-01      4.074399286182E-02      1.460218002493E-02      1.099200759556E-02      9.741739734378E-03      9.105193913458E-03      8.714548125321E-03      8.446920930628E-03      8.249644000934E-03      8.096382929872E-03      7.972507344586E-03      1.431311018733E-01
      6.900000000000E-01      4.168225617557E-02      1.500881388435E-02      1.129927453401E-02      1.001331433822E-02      9.358293303284E-03      8.956093348590E-03      8.680378398492E-03      8.476999020674E-03      8.318880224958E-03      8.190980184386E-03      1.449966948819E-01
      7.000000000000E-01      4.262668864042E-02      1.542037842131E-02      1.161033234131E-02      1.028820231614E-02      9.614443065666E-03      9.200513982138E-03      8.916580740705E-03      8.706994062658E-03      8.543928999106E-03      8.411927058662E-03      1.468564675423E-01
      7.100000000000E-01      4.357719968190E-02      1.583685188496E-02      1.192516698152E-02      1.056639018514E-02      9.873629461329E-03      9.447795814070E-03      9.155513186020E-03      8.939613761213E-03      8.771513282619E-03      8.635331398062E-03      1.487104600331E-01
      7.200000000000E-01      4.453370065409E-02      1.625821280184E-02      1.224376464651E-02      1.084786467130E-02      1.013583894825E-02      9.697924823855E-03      9.397161152409E-03      9.174842940333E-03      9.001617297904E-03      8.861176829405E-03      1.505587121956E-01
      7.300000000000E-01      4.549610478711E-02      1.668443997469E-02      1.256611175497E-02      1.113261270921E-02      1.040105818137E-02      9.950887182240E-03      9.641510247199E-03      9.412666614044E-03      9.234225460067E-03      9.089447176522E-03      1.524012635385E-01
      7.400000000000E-01      4.646432713668E-02      1.711551248132E-02      1.289219495149E-02      1.142062144147E-02      1.066927401229E-02      1.020666925119E-02      9.888546267232E-03      9.653069986780E-03      9.469322377513E-03      9.320126461076E-03      1.542381532432E-01
      7.500000000000E-01      4.743828453569E-02      1.755140967347E-02      1.322200110558E-02      1.171187821808E-02      1.094047348897E-02      1.046525758381E-02      1.013825519897E-02      9.896038453700E-03      9.706892852482E-03      9.553198903328E-03      1.560694201690E-01
      7.600000000000E-01      4.841789554762E-02      1.799211117569E-02      1.355551731084E-02      1.200637059603E-02      1.121464385552E-02      1.072663892423E-02      1.039062321864E-02      1.014155760104E-02      9.946921881611E-03      9.788648922906E-03      1.578951028578E-01
      7.700000000000E-01      4.940308042175E-02      1.843759688434E-02      1.389273088407E-02      1.230408633875E-02      1.149177255188E-02      1.099080020764E-02      1.064563669238E-02      1.038961320646E-02      1.018939465647E-02      1.002646113955E-02      1.597152395388E-01
      7.800000000000E-01      5.039376105008E-02      1.888784696648E-02      1.423362936444E-02      1.260501341567E-02      1.177184721358E-02      1.125772856013E-02      1.090328217634E-02      1.064019123931E-02      1.043429656406E-02      1.026662037383E-02      1.615298681338E-01
      7.900000000000E-01      5.138986092587E-02      1.934284185892E-02      1.457820051272E-02      1.290914000175E-02      1.205485567158E-02      1.152741129872E-02      1.116354641682E-02      1.089327786101E-02      1.068161318734E-02      1.050911164781E-02      1.633390262615E-01
      8.000000000000E-01      5.239130510369E-02      1.980256226720E-02      1.492643231047E-02      1.321645447709E-02      1.234078595194E-02      1.179983593124E-02      1.142641635043E-02      1.114885942532E-02      1.093133030570E-02      1.075392018579E-02      1.651427512422E-01
      8.100000000000E-01      5.339802016094E-02      2.026698916468E-02      1.527831295932E-02      1.352694542651E-02      1.262962627572E-02      1.207499015639E-02      1.169187910418E-02      1.140692247864E-02      1.118343389545E-02      1.100103141489E-02      1.669410801026E-01
      8.200000000000E-01      5.440993416079E-02      2.073610379157E-02      1.563383088031E-02      1.384060163915E-02      1.292136505874E-02      1.235286186362E-02      1.195992199563E-02      1.166745376035E-02      1.143791013028E-02      1.125043096575E-02      1.687340495802E-01
      8.300000000000E-01      5.542697661645E-02      2.120988765411E-02      1.599297471313E-02      1.415741210813E-02      1.321599091139E-02      1.263343913316E-02      1.223053253303E-02      1.193044020303E-02      1.169474538173E-02      1.150210467311E-02      1.705216961278E-01
      8.400000000000E-01      5.644907845663E-02      2.168832252364E-02      1.635573331553E-02      1.447736603021E-02      1.351349263853E-02      1.291671023598E-02      1.250369841545E-02      1.219586893283E-02      1.195392621961E-02      1.175603857644E-02      1.723040559178E-01
      8.500000000000E-01      5.747617199234E-02      2.217139043582E-02      1.672209576270E-02      1.480045280543E-02      1.381385923927E-02      1.320266363385E-02      1.277940753293E-02      1.246372726970E-02      1.221543941247E-02      1.201221892055E-02      1.740811648467E-01
      8.600000000000E-01      5.850819088477E-02      2.265907368982E-02      1.709205134668E-02      1.512666203690E-02      1.411707990692E-02      1.349128797925E-02      1.305764796661E-02      1.273400272771E-02      1.247927192803E-02      1.227063215610E-02      1.758530585393E-01
      8.700000000000E-01      5.954507011428E-02      2.315135484752E-02      1.746558957580E-02      1.545598353039E-02      1.442314402878E-02      1.378257211547E-02      1.333840798888E-02      1.300668301532E-02      1.274541093356E-02      1.253126494024E-02      1.776197723529E-01
      8.800000000000E-01      6.058674595047E-02      2.364821673281E-02      1.784270017415E-02      1.578840729422E-02      1.473204118613E-02      1.407650507657E-02      1.362167606354E-02      1.328175603564E-02      1.301384379634E-02      1.279410413709E-02      1.793813413816E-01
      8.900000000000E-01      6.163315592324E-02      2.414964243084E-02      1.822337308112E-02      1.612392353890E-02      1.504376115411E-02      1.437307608748E-02      1.390744084596E-02      1.355920988675E-02      1.328455808405E-02      1.305913681834E-02      1.811378004602E-01
      9.000000000000E-01      6.268423879486E-02      2.465561528738E-02      1.860759845091E-02      1.646252267701E-02      1.535829390164E-02      1.467227456399E-02      1.419569118320E-02      1.383903286195E-02      1.355754156517E-02      1.332635026371E-02      1.828891841686E-01
      9.100000000000E-01      6.373993453296E-02      2.516611890812E-02      1.899536665210E-02      1.680419532295E-02      1.567562959138E-02      1.497409011286E-02      1.448641611424E-02      1.412121345007E-02      1.383278220936E-02      1.359573196152E-02      1.846355268353E-01
      9.200000000000E-01      6.480018428437E-02      2.568113715808E-02      1.938666826724E-02      1.714893229282E-02      1.599575857971E-02      1.527851253184E-02      1.477960487012E-02      1.440574033570E-02      1.411026818791E-02      1.386726960915E-02      1.863768625418E-01
      9.300000000000E-01      6.586493034981E-02      2.620065416103E-02      1.978149409250E-02      1.749672460424E-02      1.631867141670E-02      1.558553180978E-02      1.507524687412E-02      1.469260239955E-02      1.438998787407E-02      1.414095111358E-02      1.881132251263E-01
      9.400000000000E-01      6.693411615953E-02      2.672465429887E-02      2.017983513734E-02      1.784756347622E-02      1.664435884611E-02      1.589513812672E-02      1.537333174195E-02      1.498178871868E-02      1.467192984345E-02      1.441676459180E-02      1.898446481876E-01
      9.500000000000E-01      6.800768624957E-02      2.725312221116E-02      2.058168262413E-02      1.820144032912E-02      1.697281180540E-02      1.620732185397E-02      1.567384928193E-02      1.527328856676E-02      1.495608287442E-02      1.469469837136E-02      1.915711650890E-01
      9.600000000000E-01      6.908558623887E-02      2.778604279455E-02      2.098702798796E-02      1.855834678448E-02      1.730402142580E-02      1.652207355429E-02      1.597678949522E-02      1.556709141446E-02      1.524243594847E-02      1.497474099081E-02      1.932928089618E-01
      9.700000000000E-01      7.016776280705E-02      2.832340120239E-02      2.139586287632E-02      1.891827466507E-02      1.763797903231E-02      1.683938398194E-02      1.628214257603E-02      1.586318692964E-02      1.553097825059E-02      1.525688120014E-02      1.950096127091E-01
      9.800000000000E-01      7.125416367297E-02      2.886518284419E-02      2.180817914892E-02      1.928121599477E-02      1.797467614381E-02      1.715924408289E-02      1.658989891180E-02      1.616156497771E-02      1.582169916966E-02      1.554110796126E-02      1.967216090095E-01
      9.900000000000E-01      7.234473757390E-02      2.941137338526E-02      2.222396887748E-02      1.964716299860E-02      1.831410447314E-02      1.748164499493E-02      1.690004908347E-02      1.646221562190E-02      1.611458829883E-02      1.582741044844E-02      1.984288303209E-01
      1.000000000000E+00      7.343943424531E-02      2.996195874633E-02      2.264322434557E-02      2.001610810275E-02      1.865625592721E-02      1.780657804789E-02      1.721258386569E-02      1.676512912360E-02      1.640963543585E-02      1.611577804876E-02      2.001313088835E-01
      1.010000000000E+00      7.453820440137E-02      3.051692510315E-02      2.306593804848E-02      2.038804393457E-02      1.900112260711E-02      1.813403476376E-02      1.752749422708E-02      1.707029594262E-02      1.670683058352E-02      1.640620036254E-02      2.018290767241E-01
      1.020000000000E+00      7.564099971595E-02      3.107625888619E-02      2.349210269314E-02      2.076296332270E-02      1.934869680826E-02      1.846400685697E-02      1.784477133047E-02      1.737770673755E-02      1.700616395000E-02      1.669866720377E-02      2.035221656586E-01
      1.030000000000E+00      7.674777280425E-02      3.163994678032E-02      2.392171119802E-02      2.114085929708E-02      1.969897102061E-02      1.879648623453E-02      1.816440653320E-02      1.768735236606E-02      1.730762594922E-02      1.699316860055E-02      2.052106072964E-01
      1.040000000000E+00      7.785847720500E-02      3.220797572456E-02      2.435475669312E-02      2.152172508911E-02      2.005193792876E-02      1.913146499631E-02      1.848639138737E-02      1.799922388527E-02      1.761120720129E-02      1.728969479553E-02      2.068944330432E-01
      1.050000000000E+00      7.897306736314E-02      3.278033291184E-02      2.479123251990E-02      2.190555413177E-02      2.040759041222E-02      1.946893543525E-02      1.881071764013E-02      1.831331255202E-02      1.791689853282E-02      1.758823624630E-02      2.085736741043E-01
      1.060000000000E+00      8.009149861304E-02      3.335700578873E-02      2.523113223139E-02      2.229234005976E-02      2.076592154559E-02      1.980889003766E-02      1.913737723399E-02      1.862960982326E-02      1.822469097734E-02      1.788878362586E-02      2.102483614882E-01
      1.070000000000E+00      8.121372716222E-02      3.393798205534E-02      2.567444959216E-02      2.268207670970E-02      2.112692459882E-02      2.015132148345E-02      1.946636230712E-02      1.894810735639E-02      1.853457577570E-02      1.819132782300E-02      2.119185260097E-01
      1.080000000000E+00      8.233971007555E-02      3.452324966508E-02      2.612117857844E-02      2.307475812031E-02      2.149059303748E-02      2.049622264646E-02      1.979766519370E-02      1.926879700961E-02      1.884654437646E-02      1.849585994276E-02      2.135841982931E-01
      1.090000000000E+00      8.346940525993E-02      3.511279682459E-02      2.657131337819E-02      2.347037853267E-02      2.185692052303E-02      2.084358659473E-02      2.013127842421E-02      1.959167084232E-02      1.916058843625E-02      1.880237130681E-02      2.152454087754E-01
      1.100000000000E+00      8.460277144930E-02      3.570661199359E-02      2.702484839129E-02      2.386893239045E-02      2.222590091312E-02      2.119340659086E-02      2.046719472582E-02      1.991672111544E-02      1.947669982022E-02      1.911085345394E-02      2.169021877092E-01
      1.110000000000E+00      8.573976819028E-02      3.630468388485E-02      2.748177822965E-02      2.427041434016E-02      2.259752826190E-02      2.154567609234E-02      2.080540702274E-02      2.024394029184E-02      1.979487060245E-02      1.942129814039E-02      2.185545651662E-01
      1.120000000000E+00      8.688035582802E-02      3.690700146409E-02      2.794209771745E-02      2.467481923150E-02      2.297179682038E-02      2.190038875189E-02      2.114590843658E-02      2.057332103674E-02      2.011509306630E-02      1.973369734036E-02      2.202025710398E-01
      1.130000000000E+00      8.802449549259E-02      3.751355395000E-02      2.840580189133E-02      2.508214211765E-02      2.334870103682E-02      2.225753841786E-02      2.148869228676E-02      2.090485621808E-02      2.043735970492E-02      2.004804324641E-02      2.218462350486E-01
      1.140000000000E+00      8.917214908569E-02      3.812433081423E-02      2.887288600064E-02      2.549237825562E-02      2.372823555703E-02      2.261711913458E-02      2.183375209090E-02      2.123853890694E-02      2.076166322160E-02      2.036432826986E-02      2.234855867388E-01
      1.150000000000E+00      9.032327926775E-02      3.873932178142E-02      2.934334550777E-02      2.590552310664E-02      2.411039522484E-02      2.297912514283E-02      2.218108156521E-02      2.157436237799E-02      2.108799653022E-02      2.068254504124E-02      2.251206554875E-01
      1.160000000000E+00      9.147784944538E-02      3.935851682925E-02      2.981717608839E-02      2.632157233650E-02      2.449517508252E-02      2.334355088021E-02      2.253067462498E-02      2.191232010992E-02      2.141635275574E-02      2.100268641077E-02      2.267514705053E-01
      1.170000000000E+00      9.263582375915E-02      3.998190618854E-02      3.029437363183E-02      2.674052181605E-02      2.488257037120E-02      2.371039098161E-02      2.288252538498E-02      2.225240578586E-02      2.174672523459E-02      2.132474544871E-02      2.283780608394E-01
      1.180000000000E+00      9.379716707179E-02      4.060948034332E-02      3.077493424143E-02      2.716236762156E-02      2.527257653133E-02      2.407964027966E-02      2.323662815990E-02      2.259461329389E-02      2.207910751511E-02      2.164871544590E-02      2.300004553763E-01
      1.190000000000E+00      9.496184495658E-02      4.124123003101E-02      3.125885423492E-02      2.758710603523E-02      2.566518920319E-02      2.445129380521E-02      2.359297746488E-02      2.293893672742E-02      2.241349335811E-02      2.197458991411E-02      2.316186828445E-01
      1.200000000000E+00      9.612982368616E-02      4.187714624255E-02      3.174613014487E-02      2.801473354569E-02      2.606040422739E-02      2.482534678785E-02      2.395156801595E-02      2.328537038579E-02      2.274987673722E-02      2.230236258658E-02      2.332327718172E-01
      1.210000000000E+00      9.730107022160E-02      4.251722022257E-02      3.223675871911E-02      2.844524684846E-02      2.645821764539E-02      2.520179465639E-02      2.431239473056E-02      2.363390877466E-02      2.308825183947E-02      2.263202741844E-02      2.348427507150E-01
      1.220000000000E+00      9.847555220173E-02      4.316144346960E-02      3.273073692119E-02      2.887864284652E-02      2.685862570003E-02      2.558063303939E-02      2.467545272808E-02      2.398454660658E-02      2.342861306571E-02      2.296357858714E-02      2.364486478085E-01
      1.230000000000E+00      9.965323793285E-02      4.380980773630E-02      3.322806193092E-02      2.931491865089E-02      2.726162483614E-02      2.596185776576E-02      2.504073733035E-02      2.433727880147E-02      2.377095503115E-02      2.329701049300E-02      2.380504912211E-01
      1.240000000000E+00      1.008340963786E-01      4.446230502970E-02      3.372873114483E-02      2.975407158115E-02      2.766721170108E-02      2.634546486526E-02      2.540824406221E-02      2.469210048717E-02      2.411527256585E-02      2.363231775959E-02      2.396483089311E-01
      1.250000000000E+00      1.020180971500E-01      4.511892761148E-02      3.423274217678E-02      3.019609916608E-02      2.807538314541E-02      2.673145056913E-02      2.577796865207E-02      2.504900699999E-02      2.446156071525E-02      2.396949523431E-02      2.412421287746E-01
      1.260000000000E+00      1.032052104963E-01      4.577966799821E-02      3.474009285851E-02      3.064099914431E-02      2.848613622343E-02      2.711981131070E-02      2.614990703250E-02      2.540799388523E-02      2.480981474069E-02      2.430853798879E-02      2.428319784479E-01
