# M=32, N=16, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 21:58:59
#                       V#               S₀₋₅(n=1)#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)
     -1.000000000000E+00      9.857787803647E-02      4.557341057290E-02      3.458169844615E-02      3.035176469389E-02      2.806987143757E-02      2.658446609678E-02      2.550151789632E-02      2.465146527940E-02      2.394942474973E-02      2.334817904809E-02      2.251679926250E-01
     -9.900000000000E-01      9.686631969723E-02      4.455162139411E-02      3.379727828570E-02      2.967194293403E-02      2.745032226183E-02      2.600631092834E-02      2.495500928323E-02      2.413082951259E-02      2.345088583458E-02      2.286907708580E-02      2.230293417557E-01
     -9.800000000000E-01      9.516750344052E-02      4.354398910058E-02      3.302414606460E-02      2.900152220859E-02      2.683891010664E-02      2.543534467948E-02      2.441491976218E-02      2.361595750599E-02      2.295753689299E-02      2.239465394264E-02      2.208888884841E-01
     -9.700000000000E-01      9.348145982518E-02      4.255041817175E-02      3.226221013001E-02      2.834043820237E-02      2.623559491272E-02      2.487154700582E-02      2.388124524213E-02      2.310685876286E-02      2.246939886015E-02      2.192494015328E-02      2.187466103162E-01
     -9.600000000000E-01      9.180822005328E-02      4.157081352295E-02      3.151137963680E-02      2.768862704805E-02      2.564033661539E-02      2.431489720022E-02      2.335398102032E-02      2.260354201842E-02      2.198649182392E-02      2.145996538985E-02      2.166024854362E-01
     -9.500000000000E-01      9.014781596566E-02      4.060508050991E-02      3.077156454107E-02      2.704602531707E-02      2.505309513857E-02      2.376537418820E-02      2.283312177587E-02      2.210601522873E-02      2.150883500684E-02      2.099975843550E-02      2.144564926734E-01
     -9.400000000000E-01      8.850028003938E-02      3.965312493363E-02      3.004267559409E-02      2.641257001153E-02      2.447383038990E-02      2.322295652479E-02      2.231866156508E-02      2.161428556164E-02      2.103644675051E-02      2.054434716091E-02      2.123086114710E-01
     -9.300000000000E-01      8.686564538689E-02      3.871485304516E-02      2.932462433641E-02      2.578819855663E-02      2.390250225685E-02      2.268762239261E-02      2.181059381833E-02      2.112835938961E-02      2.056934450229E-02      2.009375850318E-02      2.101588218560E-01
     -9.200000000000E-01      8.524394575696E-02      3.779017155077E-02      2.861732309248E-02      2.517284879401E-02      2.333907060387E-02      2.215934960123E-02      2.130891133851E-02      2.064824228446E-02      2.010754480417E-02      1.964801844736E-02      2.080071044115E-01
     -9.100000000000E-01      8.363521553704E-02      3.687898761699E-02      2.792068496523E-02      2.456645897554E-02      2.278349527039E-02      2.163811558754E-02      2.081360630077E-02      2.017393901380E-02      1.965106328370E-02      1.920715201036E-02      2.058534402488E-01
     -9.000000000000E-01      8.203948975746E-02      3.598120887570E-02      2.723462383105E-02      2.396896775774E-02      2.223573606953E-02      2.112389741719E-02      2.032467025355E-02      1.970545353897E-02      1.919991464680E-02      1.877118322699E-02      2.036978109822E-01
     -8.900000000000E-01      8.045680409689E-02      3.509674342927E-02      2.655905433482E-02      2.338031419679E-02      2.169575278764E-02      2.061667178691E-02      1.984209412082E-02      1.924278901452E-02      1.875411267244E-02      1.834013513829E-02      2.015401987044E-01
     -8.800000000000E-01      7.888719488937E-02      3.422549985570E-02      2.589389188521E-02      2.280043774394E-02      2.116350518450E-02      2.011641502774E-02      1.936586820541E-02      1.878594778915E-02      1.831367020903E-02      1.791402978181E-02      1.993805859627E-01
     -8.700000000000E-01      7.733069913280E-02      3.336738721352E-02      2.523905264991E-02      2.222927824136E-02      2.063895299401E-02      1.962310310890E-02      1.889598219325E-02      1.833493140779E-02      1.787859917234E-02      1.749288818382E-02      1.972189557367E-01
     -8.600000000000E-01      7.578735449870E-02      3.252231504685E-02      2.459445355119E-02      2.166677591845E-02      2.012205592561E-02      1.913671164250E-02      1.843242515867E-02      1.788974061499E-02      1.744891054507E-02      1.707673035344E-02      1.950552914171E-01
     -8.500000000000E-01      7.425719934351E-02      3.169019339011E-02      2.396001226134E-02      2.111287138839E-02      1.961277366598E-02      1.865721588876E-02      1.797518557041E-02      1.745037535937E-02      1.702461437771E-02      1.666557527832E-02      1.928895767853E-01
     -8.400000000000E-01      7.274027272103E-02      3.087093277287E-02      2.333564719836E-02      2.056750564520E-02      1.911106588140E-02      1.818459076197E-02      1.752425129851E-02      1.701683479915E-02      1.660571979078E-02      1.625944092221E-02      1.907217959936E-01
     -8.300000000000E-01      7.123661439637E-02      3.006444422428E-02      2.272127752152E-02      2.003062006088E-02      1.861689222035E-02      1.771881083674E-02      1.707960962179E-02      1.658911730854E-02      1.619223497831E-02      1.585834422382E-02      1.885519335466E-01
     -8.200000000000E-01      6.974626486104E-02      2.927063927762E-02      2.211682312708E-02      1.950215638300E-02      1.813021231655E-02      1.725985035492E-02      1.664124723609E-02      1.616722048512E-02      1.578416721248E-02      1.546230109732E-02      1.863799742836E-01
     -8.100000000000E-01      6.826926534955E-02      2.848942997448E-02      2.152220464405E-02      1.898205673247E-02      1.765098579231E-02      1.680768323284E-02      1.620915026303E-02      1.575114115796E-02      1.538152284934E-02      1.507132643413E-02      1.842059033612E-01
     -8.000000000000E-01      6.680565785710E-02      2.772072886896E-02      2.093734342989E-02      1.847026360147E-02      1.717917226214E-02      1.636228306892E-02      1.578330425926E-02      1.534087539649E-02      1.498430733550E-02      1.468543410601E-02      1.820297062373E-01
     -7.900000000000E-01      6.535548515879E-02      2.696444903151E-02      2.036216156627E-02      1.796671985164E-02      1.671473133663E-02      1.592362315161E-02      1.536369422625E-02      1.493641852005E-02      1.459252521579E-02      1.430463696936E-02      1.798513686550E-01
     -7.800000000000E-01      6.391879083000E-02      2.622050405272E-02      1.979658185486E-02      1.747136871249E-02      1.625762262660E-02      1.549167646769E-02      1.495030462047E-02      1.453776510811E-02      1.420618014178E-02      1.392894687069E-02      1.776708766282E-01
     -7.700000000000E-01      6.249561926815E-02      2.548880804689E-02      1.924052781303E-02      1.698415377985E-02      1.580780574731E-02      1.506641571067E-02      1.454311936395E-02      1.414490901095E-02      1.382527488108E-02      1.355837465309E-02      1.754882164266E-01
     -7.600000000000E-01      6.108601571589E-02      2.476927565542E-02      1.869392366968E-02      1.650501901455E-02      1.536524032301E-02      1.464781328957E-02      1.414212185517E-02      1.375784336097E-02      1.344981132744E-02      1.319293016375E-02      1.733033745624E-01
     -7.500000000000E-01      5.969002628557E-02      2.406182204993E-02      1.815669436090E-02      1.603390874120E-02      1.492988599146E-02      1.423584133777E-02      1.374729498024E-02      1.337656058438E-02      1.307979051135E-02      1.283262226236E-02      1.711163377772E-01
     -7.400000000000E-01      5.830769798518E-02      2.336636293532E-02      1.762876552577E-02      1.557076764708E-02      1.450170240871E-02      1.383047172207E-02      1.335862112435E-02      1.300105241334E-02      1.271521261153E-02      1.247745883040E-02      1.689270930289E-01
     -7.300000000000E-01      5.693907874574E-02      2.268281455257E-02      1.711006350205E-02      1.511554078116E-02      1.408064925391E-02      1.343167605183E-02      1.297608218342E-02      1.263130989843E-02      1.235607696675E-02      1.212744678122E-02      1.667356274798E-01
     -7.200000000000E-01      5.558421745014E-02      2.201109368128E-02      1.660051532184E-02      1.466817355310E-02      1.366668623419E-02      1.303942568827E-02      1.259965957595E-02      1.226732342154E-02      1.200238208826E-02      1.178259207083E-02      1.645419284849E-01
     -7.100000000000E-01      5.424316396359E-02      2.135111764216E-02      1.610004870729E-02      1.422861173248E-02      1.325977308962E-02      1.265369175380E-02      1.222933425500E-02      1.190908270891E-02      1.165412567274E-02      1.144289970942E-02      1.623459835812E-01
     -7.000000000000E-01      5.291596916560E-02      2.070280429920E-02      1.560859206627E-02      1.379680144794E-02      1.285986959824E-02      1.227444514140E-02      1.186508672031E-02      1.155657684455E-02      1.131130461554E-02      1.110837377343E-02      1.601477804760E-01
     -6.900000000000E-01      5.160268498364E-02      2.006607206172E-02      1.512607448794E-02      1.337268918655E-02      1.246693558108E-02      1.190165652409E-02      1.150689703054E-02      1.120979428378E-02      1.097391502444E-02      1.077901741833E-02      1.579473070375E-01
     -6.800000000000E-01      5.030336442852E-02      1.944083988624E-02      1.465242573842E-02      1.295622179300E-02      1.208093090719E-02      1.153529636433E-02      1.115474481554E-02      1.086872286703E-02      1.064195223363E-02      1.045483289174E-02      1.557445512846E-01
     -6.700000000000E-01      4.901806163157E-02      1.882702727808E-02      1.418757625632E-02      1.254734646906E-02      1.170181549874E-02      1.117533492351E-02      1.080860928869E-02      1.053334983372E-02      1.031541081807E-02      1.013582154721E-02      1.535395013770E-01
     -6.600000000000E-01      4.774683188371E-02      1.822455429288E-02      1.373145714834E-02      1.214601077288E-02      1.132954933602E-02      1.082174227134E-02      1.046846925928E-02      1.020366183634E-02      9.994284608024E-03      9.821983858273E-03      1.513321456067E-01
     -6.500000000000E-01      4.648973167648E-02      1.763334153789E-02      1.328400018477E-02      1.175216261849E-02      1.096409246248E-02      1.047448829526E-02      1.013430314485E-02      9.879644954515E-03      9.678566703940E-03      9.513319433014E-03      1.491224723888E-01
     -6.400000000000E-01      4.524681874513E-02      1.705331017311E-02      1.284513779505E-02      1.136575027516E-02      1.060540498978E-02      1.013354270981E-02      9.806088983583E-03      9.561284709278E-03      9.368249491406E-03      9.209827028920E-03      1.469104702529E-01
     -6.300000000000E-01      4.401815211389E-02      1.648438191217E-02      1.241480306322E-02      1.098672236686E-02      1.025344710265E-02      9.798875065838E-03      9.483804446620E-03      9.248566077261E-03      9.063324656317E-03      8.911504568038E-03      1.446961278356E-01
     -6.200000000000E-01      4.280379214363E-02      1.592647902320E-02      1.199292972343E-02      1.061502787173E-02      9.908179063898E-03      9.470454759817E-03      9.167426850337E-03      8.941473504997E-03      8.763783200179E-03      8.618349152437E-03      1.424794338719E-01
     -6.100000000000E-01      4.160380058180E-02      1.537952432937E-02      1.157945215536E-02      1.025061612152E-02      9.569561219235E-03      9.148251042912E-03      8.856933168581E-03      8.639990923183E-03      8.469615455510E-03      8.330357079883E-03      1.402603771880E-01
     -6.000000000000E-01      4.041824061510E-02      1.484344120940E-02      1.117430537967E-02      9.893436801053E-03      9.237554002074E-03      8.832233030053E-03      8.552300044808E-03      8.344101760933E-03      8.180811101298E-03      8.047523859723E-03      1.380389466941E-01
     -5.900000000000E-01      3.924717692479E-02      1.431815359784E-02      1.077742505345E-02      9.543439947697E-03      8.912117938288E-03      8.522369708885E-03      8.253503804154E-03      8.053788960005E-03      7.897359178558E-03      7.769844228952E-03      1.358151313774E-01
     -5.800000000000E-01      3.809067574496E-02      1.380358598519E-02      1.038874746556E-02      9.200575950795E-03      8.593213650878E-03      8.218629948606E-03      7.960520465398E-03      7.769034988978E-03      7.619248105872E-03      7.497312168410E-03      1.335889202951E-01
     -5.700000000000E-01      3.694880492390E-02      1.329966341796E-02      1.000820953207E-02      8.864795551115E-03      8.280801864562E-03      7.920982508706E-03      7.673325752815E-03      7.489821857344E-03      7.346465694968E-03      7.229920919099E-03      1.313603025680E-01
     -5.600000000000E-01      3.582163398873E-02      1.280631149845E-02      9.635748791628E-03      8.536049840266E-03      7.974843410284E-03      7.629396047555E-03      7.391895107900E-03      7.216131129529E-03      7.078999166262E-03      6.967662998574E-03      1.291292673745E-01
     -5.500000000000E-01      3.470923421365E-02      1.232345638455E-02      9.271303400809E-03      8.214290260153E-03      7.675299229680E-03      7.343839130930E-03      7.116203701009E-03      6.947943938846E-03      6.816835164421E-03      6.710530217439E-03      1.268958039439E-01
     -5.400000000000E-01      3.361167869192E-02      1.185102478926E-02      8.914812129480E-03      7.899468602325E-03      7.382130379388E-03      7.064280240329E-03      6.846226442797E-03      6.685241001283E-03      6.559959773802E-03      6.458513695817E-03      1.246599015515E-01
     -5.300000000000E-01      3.252904241186E-02      1.138894398016E-02      8.566214356170E-03      7.591537007418E-03      7.095298035346E-03      6.790687781240E-03      6.581937995586E-03      6.428002629241E-03      6.308358533908E-03      6.211603879913E-03      1.224215495120E-01
     -5.200000000000E-01      3.146140233731E-02      1.093714177876E-02      8.225450063385E-03      7.290447964476E-03      6.814763496938E-03      6.523030091198E-03      6.323312784523E-03      6.176208745091E-03      6.062016454708E-03      5.969790558502E-03      1.201807371746E-01
     -5.100000000000E-01      3.040883749267E-02      1.049554655968E-02      7.892459832965E-03      6.996154310323E-03      6.540488191085E-03      6.261275447745E-03      6.070325008623E-03      5.929838894621E-03      5.820918031886E-03      5.733062879449E-03      1.179374539176E-01
     -5.000000000000E-01      2.937142905314E-02      1.006408724972E-02      7.567184841403E-03      6.708609228871E-03      6.272433676210E-03      6.005392076224E-03      5.822948651629E-03      5.688872260320E-03      5.585047261978E-03      5.501409366141E-03      1.156916891433E-01
     -4.900000000000E-01      2.834926044016E-02      9.642693326906E-03      7.249566855196E-03      6.427766250442E-03      6.010561646151E-03      5.755348157455E-03      5.581157492730E-03      5.453287674532E-03      5.354387657408E-03      5.274817933913E-03      1.134434322733E-01
     -4.800000000000E-01      2.734241742305E-02      9.231294819291E-03      6.939548226195E-03      6.153579251053E-03      5.754833933949E-03      5.511111835246E-03      5.344925117110E-03      5.223063632442E-03      5.128922261386E-03      5.053275906366E-03      1.111926727433E-01
     -4.700000000000E-01      2.635098822682E-02      8.829822303712E-03      6.637071886884E-03      5.886002451636E-03      5.505212515504E-03      5.272651223721E-03      5.114224926271E-03      4.998178304848E-03      4.908633662626E-03      4.836770031575E-03      1.089393999989E-01
     -4.600000000000E-01      2.537506364690E-02      8.438206904530E-03      6.342081345800E-03      5.624990417337E-03      5.261659513235E-03      5.039934414593E-03      4.889030148297E-03      4.778609550861E-03      4.693504010015E-03      4.625286498270E-03      1.066836034909E-01
     -4.500000000000E-01      2.441473717157E-02      8.056380292115E-03      6.054520682824E-03      5.370498056676E-03      5.024137199526E-03      4.812929484179E-03      4.669313847810E-03      4.564334930322E-03      4.483515027014E-03      4.418810951816E-03      1.044252726711E-01
     -4.400000000000E-01      2.347010511243E-02      7.684274681341E-03      5.774334544540E-03      5.122480620745E-03      4.792608000133E-03      4.591604500317E-03      4.455048935836E-03      4.355331716091E-03      4.278648025958E-03      4.217328510108E-03      1.021643969884E-01
     -4.300000000000E-01      2.254126674382E-02      7.321822829997E-03      5.501468139622E-03      4.880893702396E-03      4.567034497506E-03      4.375927529150E-03      4.246208179469E-03      4.151576906159E-03      4.078883922183E-03      4.020823779345E-03      9.990096588413E-02
     -4.200000000000E-01      2.162832445210E-02      6.968958037064E-03      5.235867234183E-03      4.645693235356E-03      4.347379433975E-03      4.165866641709E-03      4.042764211342E-03      3.953047235535E-03      3.884203247953E-03      3.829280869616E-03      9.763496878865E-02
     -4.100000000000E-01      2.073138389557E-02      6.625614140933E-03      4.977478147159E-03      4.416835493351E-03      4.133605714851E-03      3.961389920382E-03      3.844689538918E-03      3.759719187964E-03      3.694586166211E-03      3.642683410348E-03      9.536639511739E-02
     -4.000000000000E-01      1.985055417615E-02      6.291725517551E-03      4.726247745704E-03      4.194277089193E-03      3.925676411440E-03      3.762465465207E-03      3.651956553610E-03      3.571569007440E-03      3.510012484143E-03      3.461014565595E-03      9.309523426714E-02
     -3.900000000000E-01      1.898594802400E-02      5.967227078493E-03      4.482123440597E-03      3.977974973854E-03      3.723554763950E-03      3.569061400042E-03      3.464537539710E-03      3.388572709535E-03      3.330461666555E-03      3.284257049140E-03      9.082147561252E-02
     -3.800000000000E-01      1.813768199643E-02      5.652054268948E-03      4.245053181664E-03      3.767886435505E-03      3.527204184305E-03      3.381145878556E-03      3.282404683132E-03      3.210706092513E-03      3.155912849042E-03      3.112393139423E-03      8.854510850252E-02
     -3.700000000000E-01      1.730587669248E-02      5.346143065668E-03      4.014985453220E-03      3.563969098545E-03      3.336588258871E-03      3.198687090100E-03      3.105530079988E-03      3.037944748257E-03      2.986344850963E-03      2.945404694287E-03      8.626612225705E-02
     -3.600000000000E-01      1.649065698511E-02      5.049429974818E-03      3.791869269515E-03      3.366180922588E-03      3.151670751075E-03      3.021653265407E-03      2.933885744956E-03      2.870264072993E-03      2.821736188211E-03      2.783273165525E-03      8.398450616376E-02
     -3.500000000000E-01      1.569215227269E-02      4.761852029783E-03      3.575654170208E-03      3.174480201443E-03      2.972415603931E-03      2.850012682152E-03      2.767443619484E-03      2.707639277799E-03      2.662065085768E-03      2.625979613219E-03      8.170024947480E-02
     -3.400000000000E-01      1.491049675221E-02      4.483346788930E-03      3.366290215870E-03      2.988825562075E-03      2.798786942499E-03      2.683733670386E-03      2.606175579821E-03      2.550045398938E-03      2.507309490070E-03      2.473504719908E-03      7.941334140374E-02
     -3.300000000000E-01      1.414582971662E-02      4.213852333282E-03      3.163727983480E-03      2.809175963521E-03      2.630749076216E-03      2.522784617790E-03      2.450053444838E-03      2.397457307961E-03      2.357447081144E-03      2.325828804515E-03      7.712377112257E-02
     -3.200000000000E-01      1.339829587931E-02      3.953307264186E-03      2.967918561978E-03      2.635490695824E-03      2.468266501177E-03      2.367133974836E-03      2.299048983712E-03      2.249849721640E-03      2.212455284546E-03      2.182931836092E-03      7.483152775873E-02
     -3.100000000000E-01      1.266804572917E-02      3.701650700879E-03      2.778813547799E-03      2.467729378894E-03      2.311303902287E-03      2.216750259750E-03      2.153133923386E-03      2.107197211663E-03      2.072311283072E-03      2.044793447328E-03      7.253660039230E-02
     -3.000000000000E-01      1.195523591993E-02      3.458822278084E-03      2.596365040491E-03      2.305851961424E-03      2.159826155381E-03      2.071602063411E-03      2.012279955916E-03      1.969474214180E-03      1.936992028292E-03      1.911392947884E-03      7.023897805319E-02
     -2.900000000000E-01      1.126002969875E-02      3.224762143445E-03      2.420525638264E-03      2.149818719682E-03      2.013798329180E-03      1.931658054017E-03      1.876458745560E-03      1.836655039078E-03      1.806474251801E-03      1.782709337436E-03      6.793864971840E-02
     -2.800000000000E-01      1.058259737898E-02      2.999410955058E-03      2.251248433666E-03      1.999590256397E-03      1.873185687255E-03      1.796886981721E-03      1.745641935781E-03      1.708713879136E-03      1.680734476341E-03      1.658721318587E-03      6.563560430944E-02
     -2.700000000000E-01      9.923116863850E-03      2.782709878883E-03      2.088487009232E-03      1.855127499559E-03      1.737953689849E-03      1.667257683068E-03      1.619801156036E-03      1.585624818940E-03      1.559749026657E-03      1.539407309510E-03      6.332983068968E-02
     -2.600000000000E-01      9.281774228220E-03      2.574600586116E-03      1.932195433143E-03      1.716391701202E-03      1.608067995628E-03      1.542739085314E-03      1.498908028392E-03      1.467361843596E-03      1.443494040142E-03      1.424745456364E-03      6.102131766183E-02
     -2.500000000000E-01      8.658764367554E-03      2.375025250562E-03      1.782328254951E-03      1.583344436199E-03      1.483494463363E-03      1.423300210624E-03      1.382934173987E-03      1.353898847274E-03      1.331945477290E-03      1.314713645507E-03      5.871005396554E-02
     -2.400000000000E-01      8.054291724624E-03      2.183926545980E-03      1.638840501324E-03      1.455947601031E-03      1.364199153542E-03      1.308910180160E-03      1.271851219351E-03      1.245209641560E-03      1.225079131935E-03      1.209289515499E-03      5.639602827489E-02
     -2.300000000000E-01      7.468571106949E-03      2.001247643356E-03      1.501687671794E-03      1.334163412528E-03      1.250148329886E-03      1.199538218005E-03      1.165630802515E-03      1.141267963590E-03      1.122870641264E-03      1.108450468847E-03      5.407922919610E-02
     -2.200000000000E-01      6.901828610520E-03      1.826932208210E-03      1.370825734573E-03      1.217954406613E-03      1.141308460809E-03      1.095153655015E-03      1.064244579019E-03      1.042047484036E-03      1.025295495640E-03      1.012173683564E-03      5.175964526517E-02
     -2.100000000000E-01      6.354302669054E-03      1.660924397834E-03      1.246211122372E-03      1.107283437024E-03      1.037646220803E-03      9.957259325142E-04      9.676642277179E-04      9.475218148820E-04      9.323290482182E-04      9.204361244906E-04      4.943726494567E-02
     -2.000000000000E-01      5.826245252390E-03      1.503168858510E-03      1.127800728242E-03      1.002113674012E-03      9.391284917331E-04      9.012246058813E-04      8.758614564472E-04      8.576645170058E-04      8.439465243271E-04      8.332145543837E-04      4.711207662646E-02
     -1.900000000000E-01      5.317923243531E-03      1.353610722736E-03      1.015551901485E-03      9.024086030474E-04      8.457223640939E-04      8.116193480374E-04      7.888080075542E-04      7.724491076138E-04      7.601230306902E-04      7.504855448173E-04      4.478406861956E-02
     -1.800000000000E-01      4.829620031467E-03      1.212195606412E-03      9.094224435580E-04      8.081320235016E-04      7.573951381801E-04      7.268799528055E-04      7.064756632578E-04      6.918490674739E-04      6.808335644175E-04      6.722254868388E-04      4.245322915798E-02
     -1.700000000000E-01      4.361637367071E-03      1.078869606030E-03      8.093706040389E-04      7.192480473255E-04      6.741143252018E-04      6.469763381727E-04      6.288362508799E-04      6.158378479841E-04      6.060530218113E-04      5.984106014285E-04      4.011954639364E-02
     -1.600000000000E-01      3.914297542985E-03      9.535792958171E-04      7.153550765984E-04      6.357210977042E-04      5.958476483219E-04      5.718785494304E-04      5.558616479182E-04      5.443888780525E-04      5.357562069639E-04      5.290169497232E-04      3.778300839529E-02
     -1.500000000000E-01      3.487945977080E-03      8.362717248955E-04      6.273349950190E-04      5.575159077140E-04      5.225630436438E-04      5.015567622197E-04      4.875237869855E-04      4.774755708219E-04      4.699178401673E-04      4.640204430428E-04      3.544360314649E-02
     -1.400000000000E-01      3.082954305093E-03      7.268944144152E-04      5.452699292490E-04      4.845975189611E-04      4.542286611326E-04      4.359812854671E-04      4.237946606063E-04      4.150713302171E-04      4.085125661302E-04      4.033968526969E-04      3.310131854363E-02
     -1.300000000000E-01      2.699724124748E-03      6.253953546986E-04      4.691198814908E-04      4.169312802333E-04      3.908128654899E-04      3.751225642361E-04      3.646463258944E-04      3.571495573413E-04      3.515149620119E-04      3.471218195936E-04      3.075614239392E-02
     -1.200000000000E-01      2.338691587291E-03      5.317230023207E-04      3.988452822923E-04      3.544828460904E-04      3.322842369307E-04      3.189511824373E-04      3.100509090523E-04      3.036836566697E-04      2.988995452360E-04      2.951708636099E-04      2.840806241348E-02
     -1.100000000000E-01      2.000333111372E-03      4.458262772937E-04      3.344069867510E-04      2.972181755383E-04      2.786115719826E-04      2.674378655181E-04      2.599806098162E-04      2.546470421594E-04      2.506407811893E-04      2.475193928171E-04      2.605706622543E-02
     -1.000000000000E-01      1.685172616028E-03      3.676545601161E-04      2.757662706521E-04      2.451035305979E-04      2.297638841404E-04      2.205534829733E-04      2.144077056894E-04      2.100131431120E-04      2.067130906540E-04      2.041427124326E-04      2.370314135799E-02
     -9.000000000000E-02      1.393790860896E-03      2.971576889093E-04      2.228848267176E-04      1.981054749338E-04      1.857104045331E-04      1.782690508216E-04      1.733045561068E-04      1.697554099467E-04      1.670908571221E-04      1.650160336211E-04      2.134627524260E-02
     -8.000000000000E-02      1.126837797348E-03      2.342859564965E-04      1.757247608380E-04      1.561908724383E-04      1.464205824946E-04      1.405557339575E-04      1.366436064414E-04      1.338473197809E-04      1.317484338941E-04      1.301144820673E-04      1.898645521214E-02
     -7.000000000000E-02      8.850493767021E-04      1.789901075462E-04      1.342485883997E-04      1.193268858537E-04      1.118640861395E-04      1.073848484578E-04      1.043973919339E-04      1.022623819074E-04      1.006601510469E-04      9.941310639183E-05      1.662366849901E-02
     -6.000000000000E-02      6.692712502017E-04      1.312213356544E-04      9.841923059328E-05      8.748097535616E-05      8.201080283765E-05      7.872786376106E-05      7.653854146072E-05      7.497414307966E-05      7.380032219073E-05      7.288688633267E-05      1.425790223341E-02
     -5.000000000000E-02      4.804937267719E-04      9.093128043691E-05      6.820001076502E-05      6.062089712788E-05      5.683083965735E-05      5.455640477114E-05      5.303978119553E-05      5.195619267084E-05      5.114325106570E-05      5.051074075357E-05      1.188914344152E-02
     -4.000000000000E-02      3.199064868142E-04      5.807202467256E-05      4.355465084638E-05      3.871470197447E-05      3.629452379084E-05      3.484225391226E-05      3.387393819176E-05      3.318216770820E-05      3.266323800100E-05      3.225953548203E-05      9.517379043704E-03
     -3.000000000000E-02      1.889915405062E-04      3.259609137984E-05      2.444726775908E-05      2.173073388168E-05      2.037240288910E-05      1.955735305570E-05      1.901394380255E-05      1.862575773881E-05      1.833458616884E-05      1.810809092895E-05      7.142595852799E-03
     -2.000000000000E-02      8.970173766931E-05      1.445644097009E-05      1.084236991344E-05      9.637628621384E-06      9.035245403854E-06      8.673805415693E-06      8.432837042882E-06      8.260709593255E-06      8.131607720063E-06      8.031189565383E-06      4.764780572331E-03
     -1.000000000000E-02      2.488334847328E-05      3.606468329309E-06      2.704853685920E-06      2.404312305249E-06      2.254040834426E-06      2.163877327543E-06      2.103767802186E-06      2.060831980621E-06      2.028629724204E-06      2.003583178034E-06      2.383919794820E-03
      0.000000000000E+00      2.220446049250E-15     -2.664535259100E-15     -2.220446049250E-15     -1.776356839400E-15     -1.776356839400E-15     -1.776356839400E-15     -1.332267629550E-15     -1.776356839400E-15     -1.332267629550E-15     -1.332267629550E-15      2.708944180085E-14
      1.000000000000E-02      2.478977480136E-05      3.591291271032E-06      2.693470871673E-06      2.394194274391E-06      2.244555205255E-06      2.154771146845E-06      2.094914593798E-06      2.052159472576E-06      2.020092746413E-06      1.995151616363E-06      2.380559950818E-03
      2.000000000000E-02      8.903729324850E-05      1.433502336390E-05      1.075130605299E-05      9.556683806089E-06      8.959360425109E-06      8.600956590943E-06      8.362012530405E-06      8.191331197338E-06      8.063314069329E-06      7.963739744543E-06      4.751387169896E-03
      3.000000000000E-02      1.869151200422E-04      3.218630055324E-05      2.413991966144E-05      2.145754193927E-05      2.011629141174E-05      1.931149176704E-05      1.877491756463E-05      1.839161504424E-05      1.810410732617E-05      1.788046280904E-05      7.112563449447E-03
      4.000000000000E-02      3.152638158261E-04      5.710064737263E-05      4.282609689366E-05      3.806712529064E-05      3.568744580473E-05      3.425948319391E-05      3.330737902463E-05      3.262719397013E-05      3.211695836436E-05      3.172002239404E-05      9.464169564416E-03
      5.000000000000E-02      4.718488261770E-04      8.903400576932E-05      6.677699073787E-05      5.935607231899E-05      5.564514317546E-05      5.341820985016E-05      5.193327445063E-05      5.087233787959E-05      5.007640058974E-05      4.945712949800E-05      1.180628529052E-02
      6.000000000000E-02      6.549295260845E-04      1.279427322958E-04      9.596011873558E-05      8.529530191392E-05      7.996192505733E-05      7.676112450650E-05      7.462661215785E-05      7.310140739536E-05      7.195701991236E-05      7.106651064825E-05      1.413898942198E-02
      7.000000000000E-02      8.630758771764E-04      1.737835953275E-04      1.303433597903E-04      1.158560119916E-04      1.086105549444E-04      1.042618549976E-04      1.013615337251E-04      9.928885751531E-05      9.773345956221E-05      9.652291386297E-05      1.646235978873E-02
      8.000000000000E-02      1.095072300818E-03      2.265137722666E-04      1.698949509947E-04      1.510096780777E-04      1.415640182505E-04      1.358942054264E-04      1.321123163773E-04      1.294092411483E-04      1.273804247619E-04      1.258011144523E-04      1.877647327339E-02
      9.000000000000E-02      1.349860719218E-03      2.860908467817E-04      2.145834845089E-04      1.907280519129E-04      1.787955222539E-04      1.716321573215E-04      1.668533753030E-04      1.634372125627E-04      1.608726872826E-04      1.588759206754E-04      2.108140582779E-02
      1.000000000000E-01      1.626503920778E-03      3.524728060600E-04      2.643779044726E-04      2.349831600541E-04      2.202784960077E-04      2.114498707395E-04      2.055592658863E-04      2.013475307190E-04      1.981850898733E-04      1.957221792575E-04      2.337723248919E-02
      1.100000000000E-01      1.924160558362E-03      4.256180380495E-04      3.192475039366E-04      2.837473024635E-04      2.659865902128E-04      2.553216852967E-04      2.482046858501E-04      2.431150624975E-04      2.392925505523E-04      2.363147807425E-04      2.566402739613E-02
      1.200000000000E-01      2.242067300347E-03      5.054853287674E-04      3.791619218672E-04      3.369930511434E-04      3.158936770951E-04      3.032221211821E-04      2.947644773483E-04      2.887147858486E-04      2.841700668075E-04      2.806286647408E-04      2.794186380395E-02
