# M=30, N=15, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 15:15:31
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      3.624539117850E-01      2.640811638165E-01      2.139575040956E-01      1.826335113142E-01      1.607904341612E-01      1.444862749108E-01      1.317408858122E-01      1.214391896665E-01      1.128998023404E-01      1.056800241068E-01      4.625103831423E-01
     -1.990000000000E+00      3.547750872004E-01      2.565511478383E-01      2.073237213658E-01      1.768440426199E-01      1.556996501928E-01      1.399621385923E-01      1.276784635573E-01      1.177572986696E-01      1.095355847935E-01      1.025843319076E-01      4.566821343352E-01
     -1.980000000000E+00      3.481362491837E-01      2.500757562937E-01      2.016492189911E-01      1.719124423167E-01      1.513774798654E-01      1.361311183658E-01      1.242456563555E-01      1.146513676788E-01      1.067016386263E-01      9.997967278984E-02      4.516162418073E-01
     -1.970000000000E+00      3.422280064919E-01      2.443413358404E-01      1.966469607830E-01      1.675805522607E-01      1.475914824444E-01      1.327827125349E-01      1.212505366678E-01      1.119452475822E-01      1.042353124355E-01      9.771503497318E-02      4.470880717459E-01
     -1.960000000000E+00      3.368574830282E-01      2.391526863141E-01      1.921390755193E-01      1.636889245999E-01      1.441984640737E-01      1.297875111060E-01      1.185753151064E-01      1.095309889842E-01      1.020370532282E-01      9.569809110854E-02      4.429562384329E-01
     -1.950000000000E+00      3.318976749573E-01      2.343815212969E-01      1.880090336201E-01      1.601333671923E-01      1.411050477895E-01      1.270612700938E-01      1.161434236149E-01      1.073385079487E-01      1.000422990009E-01      9.386902318947E-02      4.391271340052E-01
     -1.940000000000E+00      3.272611092962E-01      2.299396196137E-01      1.841768903494E-01      1.568425417432E-01      1.382474050900E-01      1.245464835954E-01      1.139026586286E-01      1.053200722911E-01      9.820711986825E-02      9.218716367800E-02      4.355360499302E-01
     -1.930000000000E+00      3.228852367050E-01      2.257639774675E-01      1.805856580290E-01      1.537656726717E-01      1.355801620337E-01      1.222023158661E-01      1.118159850496E-01      1.034418485796E-01      9.650040241450E-02      9.062373074800E-02      4.321365877133E-01
     -1.920000000000E+00      3.187238981913E-01      2.218081559585E-01      1.771933926916E-01      1.508654290626E-01      1.330699878192E-01      1.199987923755E-01      1.098562374458E-01      1.016790368846E-01      9.489935555146E-02      8.915765438251E-02      4.288944279753E-01
     -1.910000000000E+00      3.147421111200E-01      2.180370041157E-01      1.739683813595E-01      1.481136054866E-01      1.306917115569E-01      1.179132867637E-01      1.080029194652E-01      1.000129350768E-01      9.338680109831E-02      8.777306191426E-02      4.257835046808E-01
     -1.900000000000E+00      3.109127564733E-01      2.144233104511E-01      1.708860950422E-01      1.454883929341E-01      1.284258728310E-01      1.159283080331E-01      1.062401901794E-01      9.842909358544E-02      9.194947213165E-02      8.645769990047E-02      4.227835662174E-01
     -1.890000000000E+00      3.072144008951E-01      2.109456032619E-01      1.679271907619E-01      1.429725925618E-01      1.262571210581E-01      1.140300565057E-01      1.045555514664E-01      9.691611365358E-02      9.057690558073E-02      8.520190774696E-02      4.198785681886E-01
     -1.880000000000E+00      3.036298210613E-01      2.075866608190E-01      1.650761604629E-01      1.405524098150E-01      1.241731366083E-01      1.122074517972E-01      1.029389654115E-01      9.546483999146E-02      8.926069877986E-02      8.399792905490E-02      4.170555827642E-01
     -1.870000000000E+00      3.001449769180E-01      2.043324747596E-01      1.623203921759E-01      1.382166178457E-01      1.221638834851E-01      1.104514604055E-01      1.013822444145E-01      9.406780335583E-02      8.799399650755E-02      8.283943672103E-02      4.143040390273E-01
     -1.860000000000E+00      2.967482801220E-01      2.011715113187E-01      1.596495017137E-01      1.359559629259E-01      1.202210789971E-01      1.087546191729E-01      9.987861941786E-02      9.271882625282E-02      8.677112837092E-02      8.172119739680E-02      4.116151814216E-01
     -1.850000000000E+00      2.934300616618E-01      1.980941734443E-01      1.570548466022E-01      1.337627326535E-01      1.183378092167E-01      1.071106902057E-01      9.842242757562E-02      9.141273794722E-02      8.558734687671E-02      8.063882923286E-02      4.089816755619E-01
     -1.840000000000E+00      2.901821770037E-01      1.950924015984E-01      1.545291656909E-01      1.316304362837E-01      1.165082447256E-01      1.055144061231E-01      9.700888191932E-02      9.014516446051E-02      8.443863454042E-02      7.958862355892E-02      4.063973158887E-01
     -1.830000000000E+00      2.869977081893E-01      1.921593723463E-01      1.520663072963E-01      1.295535639426E-01      1.147274268204E-01      1.039612786995E-01      9.563389852092E-02      8.891237111506E-02      8.332155934682E-02      7.856741132333E-02      4.038568051656E-01
     -1.820000000000E+00      2.838707355846E-01      1.892892672275E-01      1.496610209224E-01      1.275274024148E-01      1.129911041852E-01      1.024474528592E-01      9.429396474976E-02      8.771114260928E-02      8.223316472827E-02      7.757246147436E-02      4.013555856068E-01
     -1.810000000000E+00      2.807961605374E-01      1.864770930236E-01      1.473087954410E-01      1.255478922183E-01      1.112956063425E-01      1.009695936818E-01      9.298603741476E-02      8.653869036780E-02      8.117088461622E-02      7.660140253530E-02      3.988897077417E-01
     -1.800000000000E+00      2.777695658295E-01      1.837185402173E-01      1.450057317691E-01      1.236115152946E-01      1.096377443367E-01      9.952479782012E-02      9.170746298536E-02      8.539258002880E-02      8.013247699565E-02      7.565216129002E-02      3.964557272941E-01
     -1.790000000000E+00      2.747871045981E-01      1.810098702433E-01      1.427484415360E-01      1.217152057326E-01      1.080147318756E-01      9.811052323343E-02      9.045591436128E-02      8.427067401434E-02      7.911597131214E-02      7.472291427491E-02      3.940506231551E-01
     -1.780000000000E+00      2.718454109821E-01      1.783478247349E-01      1.405339655938E-01      1.198562780538E-01      1.064241220442E-01      9.672453284459E-02      8.922934021065E-02      8.317108554819E-02      7.811962638815E-02      7.381204898308E-02      3.916717314459E-01
     -1.770000000000E+00      2.689415275543E-01      1.757295517839E-01      1.383597078657E-01      1.180323690504E-01      1.048637560201E-01      9.536484891230E-02      8.802592397020E-02      8.209214146805E-02      7.714189640925E-02      7.291813252511E-02      3.893166920039E-01
     -1.760000000000E+00      2.660728458638E-01      1.731525455069E-01      1.362233811814E-01      1.162413902030E-01      1.033317211394E-01      9.402971574152E-02      8.684405035697E-02      8.103235187011E-02      7.618140317724E-02      7.203988607829E-02      3.869834045667E-01
     -1.750000000000E+00      2.632370573292E-01      1.706145961262E-01      1.341229625816E-01      1.144814884402E-01      1.018263163257E-01      9.271756895028E-02      8.568227777999E-02      7.999038511638E-02      7.523691328016E-02      7.117616387670E-02      3.846699926037E-01
     -1.740000000000E+00      2.604321123775E-01      1.681137484424E-01      1.320566561705E-01      1.127510135399E-01      1.003460233718E-01      9.142700994094E-02      8.453931543095E-02      7.896504709230E-02      7.430731915756E-02      7.032593579763E-02      3.823747732373E-01
     -1.730000000000E+00      2.576561862140E-01      1.656482670596E-01      1.300228620420E-01      1.110484908653E-01      9.888948291528E-02      9.015678454009E-02      8.341400411885E-02      7.795526386266E-02      7.339162327888E-02      6.948827282139E-02      3.800962320559E-01
     -1.720000000000E+00      2.549076499660E-01      1.632166070927E-01      1.280201501289E-01      1.093725984215E-01      9.745547420872E-02      8.890576500483E-02      8.230530012507E-02      7.696006706752E-02      7.248892483073E-02      6.866233480645E-02      3.778330018862E-01
     -1.710000000000E+00      2.521850462157E-01      1.608173893548E-01      1.260472380768E-01      1.077221474364E-01      9.604289798342E-02      8.767293476868E-02      8.121226151442E-02      7.597858154428E-02      7.159840844173E-02      6.784736014433E-02      3.755838447984E-01
     -1.700000000000E+00      2.494870681434E-01      1.584493792362E-01      1.241029724277E-01      1.060960658381E-01      9.465076185006E-02      8.645737543353E-02      8.013403645764E-02      7.501001477187E-02      7.071933457401E-02      6.704265695165E-02      3.733476367668E-01
     -1.690000000000E+00      2.468125416604E-01      1.561114686408E-01      1.221863125452E-01      1.044933841276E-01      9.327816779611E-02      8.525825561484E-02      7.906985321238E-02      7.405364781612E-02      6.985103128751E-02      6.624759552779E-02      3.711233545264E-01
     -1.680000000000E+00      2.441604100313E-01      1.538026604728E-01      1.202963168225E-01      1.029132232446E-01      9.192430142611E-02      8.407482132657E-02      7.801901148080E-02      7.310882752036E-02      6.899288714185E-02      6.546160186112E-02      3.689100642589E-01
