# M=28, N=14, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 01:53:38
#                       V#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)               S₀₋₅(n=1)#
     -2.000000000000E+00      3.607540875870E-01      2.622749879015E-01      2.123628262308E-01      1.812421965742E-01      1.595686693012E-01      1.434023519241E-01      1.307692733372E-01      1.205600223589E-01      1.120976680931E-01      1.049428723200E-01      4.635950679274E-01
     -1.990000000000E+00      3.534866644362E-01      2.551686397932E-01      2.061098791158E-01      1.757909085617E-01      1.547795500969E-01      1.391494235774E-01      1.269526322775E-01      1.171025150142E-01      1.089396545198E-01      1.020377912076E-01      4.577419493695E-01
     -1.980000000000E+00      3.470921414982E-01      2.489489198259E-01      2.006645666104E-01      1.710624667842E-01      1.506383780465E-01      1.354809565327E-01      1.236669846381E-01      1.141307860491E-01      1.062288989740E-01      9.954687859307E-02      4.525980065320E-01
     -1.970000000000E+00      3.413367144455E-01      2.433774114244E-01      1.958081991813E-01      1.668599064945E-01      1.469676538029E-01      1.322361106906E-01      1.207656207727E-01      1.115101428202E-01      1.038409957801E-01      9.735460327898E-02      4.479727231155E-01
     -1.960000000000E+00      3.360658319419E-01      2.382973165995E-01      1.913975843036E-01      1.630546844074E-01      1.436518287605E-01      1.293103906239E-01      1.181533809611E-01      1.091533401699E-01      1.016954584340E-01      9.538629793592E-02      4.437399703760E-01
     -1.950000000000E+00      3.311731813873E-01      2.336011601581E-01      1.873349007139E-01      1.595592154682E-01      1.406123330650E-01      1.266328606141E-01      1.157657574941E-01      1.070013072060E-01      9.973785008812E-02      9.359150922442E-02      4.398129261502E-01
     -1.940000000000E+00      3.265830529278E-01      2.292126071750E-01      1.835508510804E-01      1.563115804588E-01      1.377937107737E-01      1.241535203131E-01      1.135573339383E-01      1.050124984542E-01      9.792992026702E-02      9.193481565189E-02      4.361297351185E-01
     -1.930000000000E+00      3.222398912766E-01      2.250757645072E-01      1.799947993890E-01      1.532666048234E-01      1.351555516429E-01      1.218359721178E-01      1.114950800491E-01      1.031567249076E-01      9.624389661285E-02      9.039051803226E-02      4.326449891742E-01
     -1.920000000000E+00      3.181018639503E-01      2.211486265524E-01      1.766287527783E-01      1.503904309159E-01      1.326675932066E-01      1.196529774549E-01      1.095542939072E-01      1.014114247820E-01      9.465903735535E-02      8.893943534191E-02      4.293244756227E-01
     -1.910000000000E+00      3.141367613950E-01      2.173989115036E-01      1.734235505517E-01      1.476570896476E-01      1.303066333643E-01      1.175836602171E-01      1.077160515004E-01      9.975932211133E-02      9.315946868165E-02      8.756689627446E-02      4.261418278201E-01
     -1.900000000000E+00      3.103193001483E-01      2.138013290177E-01      1.703563698936E-01      1.450462617541E-01      1.280545181295E-01      1.156116869087E-01      1.059655491229E-01      9.818690652726E-02      9.173278175148E-02      8.626143719127E-02      4.230763221517E-01
     -1.890000000000E+00      3.066292981643E-01      2.103357345088E-01      1.674090446665E-01      1.425417719981E-01      1.258967906413E-01      1.137240466806E-01      1.042909935324E-01      9.668341638669E-02      9.036909497824E-02      8.501393242983E-02      4.201113880984E-01
     -1.880000000000E+00      3.030504085868E-01      2.069858496361E-01      1.645669021288E-01      1.401305492949E-01      1.238217598553E-01      1.119102115955E-01      1.026828389284E-01      9.524014032592E-02      8.906041043191E-02      8.381699775933E-02      4.172335749812E-01
     -1.870000000000E+00      2.995692208189E-01      2.037383544530E-01      1.618179389003E-01      1.378018914681E-01      1.218198432055E-01      1.101615447966E-01      1.011332498201E-01      9.384992603926E-02      8.780016151802E-02      8.266457136812E-02      4.144318190203E-01
     -1.860000000000E+00      2.961746091178E-01      2.005822296718E-01      1.591522248184E-01      1.355469342881E-01      1.198830927125E-01      1.084708744604E-01      9.963571480422E-02      9.250682738704E-02      8.658288825761E-02      8.155161321983E-02      4.116969126975E-01
     -1.850000000000E+00      2.928572517156E-01      1.975082710804E-01      1.565614634041E-01      1.333582606688E-01      1.180048467656E-01      1.068321811818E-01      9.818476349630E-02      9.120584598338E-02      8.540399966579E-02      8.047388516566E-02      4.090211134127E-01
     -1.840000000000E+00      2.896092698150E-01      1.945087249100E-01      1.540386622078E-01      1.312296080469E-01      1.161794698104E-01      1.052403645994E-01      9.677575544757E-02      8.994273866721E-02      8.425959683095E-02      7.942778731113E-02      4.063978499900E-01
     -1.830000000000E+00      2.864239524061E-01      1.915770097785E-01      1.515778817131E-01      1.291556458455E-01      1.144021546864E-01      1.036910664245E-01      9.540472025165E-02      8.871387178749E-02      8.314633910139E-02      7.841023431540E-02      4.038214991829E-01
     -1.820000000000E+00      2.832955435732E-01      1.887075016755E-01      1.491740413799E-01      1.271318038374E-01      1.126687703977E-01      1.021805343166E-01      9.406823468287E-02      8.751610932966E-02      8.206134141663E-02      7.741856053002E-02      4.012872131025E-01
     -1.810000000000E+00      2.802190760027E-01      1.858953655722E-01      1.468227679065E-01      1.251541380572E-01      1.109757433445E-01      1.007055158037E-01      9.276332704556E-02      8.634672589029E-02      8.100209449517E-02      7.645044629415E-02      3.987907842631E-01
     -1.800000000000E+00      2.771902391417E-01      1.831364220179E-01      1.445202751421E-01      1.232192248207E-01      1.093199635620E-01      9.926317462417E-02      9.148740180942E-02      8.520333816253E-02      7.996640204053E-02      7.550385997689E-02      3.963285388112E-01
     -1.790000000000E+00      2.742052736843E-01      1.804270403347E-01      1.422632680410E-01      1.213240760604E-01      1.076987098946E-01      9.785102402316E-02      9.023817956784E-02      8.408385039344E-02      7.895233078635E-02      7.457701189577E-02      3.938972511490E-01
     -1.780000000000E+00      2.712608863033E-01      1.777640522859E-01      1.400488651067E-01      1.194660710292E-01      1.061095896846E-01      9.646687302763E-02      8.901364871356E-02      8.298641051751E-02      7.795817034733E-02      7.366831730255E-02      3.914940749926E-01
     -1.770000000000E+00      2.683541801285E-01      1.751446816779E-01      1.378745352139E-01      1.176429007140E-01      1.045504897137E-01      9.510878276799E-02      8.781202617540E-02      8.190937454024E-02      7.698240064396E-02      7.277636637062E-02      3.891164872004E-01
     -1.760000000000E+00      2.654825975924E-01      1.725664864933E-01      1.357380457302E-01      1.158525222194E-01      1.030195359586E-01      9.377503065878E-02      8.663172523537E-02      8.085127736355E-02      7.602366523831E-02      7.189989964497E-02      3.867622416212E-01
     -1.750000000000E+00      2.626438730923E-01      1.700273109752E-01      1.336374196021E-01      1.140931210530E-01      1.015150603177E-01      9.246408078751E-02      8.547132893311E-02      7.981080869102E-02      7.508074932892E-02      7.103778779669E-02      3.844293308869E-01
     -1.740000000000E+00      2.598359935045E-01      1.675252456837E-01      1.315708996190E-01      1.123630797247E-01      1.000355729029E-01      9.117455925145E-02      8.432956791895E-02      7.878679297457E-02      7.415256145042E-02      7.018901479915E-02      3.821159545545E-01
     -1.730000000000E+00      2.570571650375E-01      1.650585939915E-01      1.295369184681E-01      1.106609514345E-01      9.857973880868E-02      8.990523347159E-02      8.320530187931E-02      7.777817260432E-02      7.323811814475E-02      6.935266384804E-02      3.798204923690E-01
     -1.720000000000E+00      2.543057852398E-01      1.626258438219E-01      1.275340735015E-01      1.089854378951E-01      9.714635851386E-02      8.865499472881E-02      8.209750385340E-02      7.678399372117E-02      7.233653103425E-02      6.852790549820E-02      3.775414816864E-01
     -1.710000000000E+00      2.515804192291E-01      1.602256436831E-01      1.255611053614E-01      1.073353705347E-01      9.573435125004E-02      8.742284332960E-02      8.100524690752E-02      7.580339416649E-02      7.144699585067E-02      6.771398760538E-02      3.752775983006E-01
     -1.700000000000E+00      2.488797794039E-01      1.578567822499E-01      1.236168797874E-01      1.057096944852E-01      9.434274081218E-02      8.620787593356E-02      7.992769274551E-02      7.483559318559E-02      7.056878306830E-02      6.691022674734E-02      3.730276400766E-01
     -1.690000000000E+00      2.462027080431E-01      1.555181708882E-01      1.217003720624E-01      1.041074548772E-01      9.297064338959E-02      8.500927466818E-02      7.886408191910E-02      7.387988257905E-02      6.970122986075E-02      6.611600086526E-02      3.707905129079E-01
     -1.680000000000E+00      2.435481623167E-01      1.532088286391E-01      1.198106536612E-01      1.025277850589E-01      9.161725708063E-02      8.382629773222E-02      7.781372536932E-02      7.293561905790E-02      6.884373315714E-02      6.533074291820E-02      3.685652186158E-01
     -1.670000000000E+00      2.409152013207E-01      1.509278692667E-01      1.179468807452E-01      1.009698964265E-01      9.028185281732E-02      8.265827124482E-02      7.677599708146E-02      7.200221760489E-02      6.799574361670E-02      6.455393538321E-02      3.663508444733E-01
     -1.660000000000E+00      2.383029748179E-01      1.486744900475E-01      1.161082842140E-01      9.943306961209E-02      8.896376647737E-02      8.150458214348E-02      7.575032767669E-02      7.107914568147E-02      6.715676037453E-02      6.378510546509E-02      3.641465541029E-01
     -1.650000000000E+00      2.357107134262E-01      1.464479620353E-01      1.142941610754E-01      9.791664682107E-02      8.766239200120E-02      8.036467196961E-02      7.473619879617E-02      7.016591814960E-02      6.632632643850E-02      6.302382090482E-02      3.619515795341E-01
     -1.640000000000E+00      2.331377200379E-01      1.442476215830E-01      1.125038669347E-01      9.642002514589E-02      8.637717536333E-02      7.923803140887E-02      7.373313815865E-02      6.926209280047E-02      6.550402463856E-02      6.226968629544E-02      3.597652142515E-01
     -1.630000000000E+00      2.305833622937E-01      1.420728629384E-01      1.107368094438E-01      9.494265071477E-02      8.510760927460E-02      7.812419547718E-02      7.274071519405E-02      6.836726640194E-02      6.468947404750E-02      6.152233983049E-02      3.575868070881E-01
     -1.620000000000E+00      2.280470659590E-01      1.399231317600E-01      1.089924425668E-01      9.348401355398E-02      8.385322850949E-02      7.702273925951E-02      7.175853717001E-02      6.748107118938E-02      6.388232680422E-02      6.078145042131E-02      3.554157568428E-01
