# M=4, N=2, V0=0.0, Vp0=0.0, Vp=0.0, V=1.2, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-10 08:55:04
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      4.440892098501E-16
      1.000000000000E-01      2.329081444700E-02      7.001525655090E-03      5.260378857211E-03      4.675911536910E-03      4.383667113319E-03      4.208320428915E-03      4.091422639223E-03      4.007924218014E-03      3.945300402108E-03      3.896592989736E-03      1.116555546382E-01
      2.000000000000E-01      6.878535341777E-02      2.572663113979E-02      1.942123881149E-02      1.726429753961E-02      1.618528786408E-02      1.553787643876E-02      1.510626876085E-02      1.479797756166E-02      1.456675916226E-02      1.438692262939E-02      2.032526254100E-01
      3.000000000000E-01      1.170786020399E-01      5.007203373894E-02      3.804038019968E-02      3.382106180211E-02      3.170737876453E-02      3.043908624218E-02      2.959355612345E-02      2.898960599966E-02      2.853664340594E-02      2.818433916636E-02      2.719604562219E-01
      4.000000000000E-01      1.552983689568E-01      7.210534295748E-02      5.510316654107E-02      4.900325609375E-02      4.594114802100E-02      4.410351919767E-02      4.287842196028E-02      4.200335214063E-02      4.134704976396E-02      4.083659235948E-02      3.170032502430E-01
      5.000000000000E-01      1.754718292771E-01      8.467504095607E-02      6.493122704304E-02      5.775392070565E-02      5.414545826349E-02      5.197967922899E-02      5.053580065823E-02      4.950445783994E-02      4.873095068819E-02      4.812933401310E-02      3.385857185900E-01
      6.000000000000E-01      1.739800163628E-01      8.372348201558E-02      6.418477136741E-02      5.708911950895E-02      5.352215411836E-02      5.138130500947E-02      4.995404784896E-02      4.893457753285E-02      4.816997476071E-02      4.757528371436E-02      3.370330811835E-01
      7.000000000000E-01      1.510777138076E-01      6.955711362094E-02      5.311918163280E-02      4.723733191736E-02      4.428551201407E-02      4.251410573382E-02      4.133315876686E-02      4.048962492702E-02      3.985697453793E-02      3.936491312389E-02      3.123166498147E-01
      8.000000000000E-01      1.109349394664E-01      4.675202102844E-02      3.548704275013E-02      3.155003007319E-02      2.957825395492E-02      2.839512564817E-02      2.760637219384E-02      2.704297684367E-02      2.662043033050E-02      2.629178304247E-02      2.640895950979E-01
      9.000000000000E-01      6.215556799016E-02      2.271539570832E-02      1.713478313405E-02      1.523158657348E-02      1.427961780772E-02      1.370843314300E-02      1.332764333391E-02      1.305565061282E-02      1.285165607199E-02      1.269299365135E-02      1.922226218642E-01
      1.000000000000E+00      1.831282333035E-02      5.280883174201E-03      3.965909805554E-03      3.525261391156E-03      3.304932569528E-03      3.172735266778E-03      3.084603731589E-03      3.021652635026E-03      2.974439312604E-03      2.937717839609E-03      9.770270099661E-02
      1.100000000000E+00      6.932544820141E-04      1.303285503391E-04      9.774959781828E-05      8.688853151695E-05      8.145799829717E-05      7.819967836531E-05      7.602746507740E-05      7.447588415743E-05      7.331219846740E-05      7.240710959755E-05      1.601541824264E-02
      1.200000000000E+00      2.864577997249E-02      8.940414855802E-03      6.720388087392E-03      5.973718404135E-03      5.600361130468E-03      5.376346685685E-03      5.227003722196E-03      5.120330176845E-03      5.040325017832E-03      4.978098783044E-03      1.252404040503E-01
      1.300000000000E+00      7.545781927580E-02      2.884249450752E-02      2.179091012853E-02      1.937107556316E-02      1.816039750594E-02      1.743398176484E-02      1.694970449548E-02      1.660379215886E-02      1.634435790638E-02      1.614257571000E-02      2.138650635091E-01
      1.400000000000E+00      1.230325308886E-01      5.334895146665E-02      4.056506324161E-02      3.606680753267E-02      3.381280482491E-02      3.246029626658E-02      3.155862145098E-02      3.091456795384E-02      3.043152782960E-02      3.005582995516E-02      2.794013239258E-01
      1.500000000000E+00      1.591857482055E-01      7.447737685730E-02      5.695250813290E-02      5.064949892072E-02      4.748458578202E-02      4.558522256030E-02      4.431896701142E-02      4.341449831748E-02      4.273614678195E-02      4.220854003158E-02      3.212648749865E-01
      1.600000000000E+00      1.765656616144E-01      8.537498092989E-02      6.548055698624E-02      5.824317919088E-02      5.460417832815E-02      5.242005220838E-02      5.096394112910E-02      4.992386075341E-02      4.914380043127E-02      4.853708684578E-02      3.397200015038E-01
      1.700000000000E+00      1.720947645171E-01      8.252599691552E-02      6.324597111758E-02      5.625305708132E-02      5.273828154029E-02      5.062878466444E-02      4.922243073412E-02      4.821789137474E-02      4.746448682362E-02      4.687850550487E-02      3.350615143484E-01
      1.800000000000E+00      1.465382394930E-01      6.684803230439E-02      5.101304197761E-02      4.536286992188E-02      4.252812642170E-02      4.082701293602E-02      3.969292956752E-02      3.888286978984E-02      3.827532494966E-02      3.780279007374E-02      3.072040140456E-01
      1.900000000000E+00      1.046274947416E-01      4.340903470429E-02      3.292063038373E-02      2.926756003468E-02      2.743841200003E-02      2.634087678834E-02      2.560918578923E-02      2.508654934498E-02      2.469457201147E-02      2.438970075207E-02      2.557889899836E-01
      2.000000000000E+00      5.560687532814E-02      1.982707040840E-02      1.494499920069E-02      1.328488662527E-02      1.245458432789E-02      1.195640097873E-02      1.162427872952E-02      1.138704855137E-02      1.120912591775E-02      1.107074164716E-02      1.807791024925E-01
      2.100000000000E+00      1.376870851317E-02      3.788914951657E-03      2.844384757498E-03      2.528345041444E-03      2.370323480403E-03      2.275510541193E-03      2.212301915049E-03      2.167152896375E-03      2.133291132369E-03      2.106954204809E-03      8.339248156544E-02
      2.200000000000E+00      2.408389727484E-03      5.205252957586E-04      3.904447919389E-04      3.470620451189E-04      3.253706673004E-04      3.123558406084E-04      3.036792894804E-04      2.974817529604E-04      2.928336005704E-04      2.892183709338E-04      3.175165573206E-02
      2.300000000000E+00      3.432477796775E-02      1.108579710528E-02      8.337562229201E-03      7.411243069891E-03      6.948040678318E-03      6.670119052471E-03      6.484837967686E-03      6.352494335692E-03      6.253236611697E-03      6.176036159701E-03      1.384476610731E-01
      2.400000000000E+00      8.213629000693E-02      3.204406737203E-02      2.422978542045E-02      2.153948334570E-02      2.019328733327E-02      1.938555611116E-02      1.884706844499E-02      1.846243439514E-02      1.817395885772E-02      1.794958899527E-02      2.240565574082E-01
      2.500000000000E+00      1.287723946295E-01      5.656292688559E-02      4.304561418437E-02      3.827350441554E-02      3.588162989940E-02      3.444636960792E-02      3.348952612333E-02      3.280606640935E-02      3.229347162178E-02      3.189478678694E-02      2.864122592003E-01
      2.600000000000E+00      1.627268228483E-01      7.665894752499E-02      5.865552724257E-02      5.216563299796E-02      4.890604770701E-02      4.694982926300E-02      4.564566809680E-02      4.471412387530E-02      4.401546569061E-02      4.347206487965E-02      3.251026021835E-01
      2.700000000000E+00      1.772582075814E-01      8.581911641517E-02      6.582923898404E-02      5.855374006122E-02      5.489535522627E-02      5.269958315166E-02      5.123570737275E-02      5.019008074933E-02      4.940586073985E-02      4.879591184192E-02      3.404363599078E-01
      2.800000000000E+00      1.698218679255E-01      8.108975399317E-02      6.212083125331E-02      5.525110907014E-02      5.179888226304E-02      4.972695836481E-02      4.834565504075E-02      4.735900905767E-02      4.661902454253E-02      4.604348102971E-02      3.326703105861E-01
      2.900000000000E+00      1.416958622666E-01      6.399442782596E-02      4.879795838119E-02      4.339165113678E-02      4.068003721776E-02      3.905284497302E-02      3.796804397131E-02      3.719318593795E-02      3.661204240787E-02      3.616004188432E-02      3.016643349552E-01
      3.000000000000E+00      9.818385445913E-02      4.006334653307E-02      3.035672696843E-02      2.698749829369E-02      2.530083337788E-02      2.428880088588E-02      2.361411198634E-02      2.313219133380E-02      2.277075084421E-02      2.248963046342E-02      2.470592464260E-01
      3.100000000000E+00      4.917947282546E-02      1.707918904094E-02      1.286471543807E-02      1.143558480899E-02      1.072086246679E-02      1.029202797942E-02      1.000613831340E-02      9.801931409047E-03      9.648776230781E-03      9.529655536574E-03      1.689268388236E-01
      3.200000000000E+00      9.720695577091E-03      2.534660153166E-03      1.902201748062E-03      1.690846905527E-03      1.585168974741E-03      1.521762215752E-03      1.479491043092E-03      1.449297348335E-03      1.426652077267E-03      1.409039088659E-03      6.873663438432E-02
      3.300000000000E+00      4.932915753709E-03      1.168228164212E-03      8.764272145582E-04      7.790465016321E-04      7.303560953165E-04      7.011418515038E-04      6.816656889621E-04      6.677541442894E-04      6.573204857848E-04      6.492054180591E-04      4.719154488393E-02
      3.400000000000E+00      4.027799530055E-02      1.342466301524E-02      1.010259405264E-02      8.980220074956E-03      8.418956968521E-03      8.082198693144E-03      7.857693173908E-03      7.697332088727E-03      7.577061274840E-03      7.483517308484E-03      1.512687376668E-01
      3.500000000000E+00      8.878579631616E-02      3.531191139899E-02      2.672337421283E-02      2.375665775104E-02      2.227189881128E-02      2.138102330271E-02      2.078710599521E-02      2.036287934235E-02      2.004470935262E-02      1.979724380506E-02      2.338243485506E-01
      3.600000000000E+00      1.342754643291E-01      5.969450827032E-02      4.546675568437E-02      4.042756154080E-02      3.790111271779E-02      3.638507467511E-02      3.537437831751E-02      3.465245223356E-02      3.411100766752E-02      3.368988411607E-02      2.929935889714E-01
      3.700000000000E+00      1.659099606342E-01      7.863694612231E-02      6.020143646882E-02      5.354202161730E-02      5.019649724015E-02      4.818866412294E-02      4.685009100739E-02      4.589396673164E-02      4.517687350253E-02      4.461913432353E-02      3.285174976025E-01
      3.800000000000E+00      1.775473847399E-01      8.600479242548E-02      6.597503573288E-02      5.868359897275E-02      5.501710898829E-02      5.281646723923E-02      5.134934470091E-02      5.030139894927E-02      4.951543959295E-02      4.890413786967E-02      3.407350697119E-01
      3.900000000000E+00      1.671683938176E-01      7.942335691913E-02      6.081653656337E-02      5.408970481881E-02      5.070998606158E-02      4.868161480791E-02      4.732934867449E-02      4.636344363231E-02      4.563901482673E-02      4.507557019928E-02      3.298586454182E-01
      4.000000000000E+00      1.365679886276E-01      6.101351751403E-02      4.648777271934E-02      4.133601214818E-02      3.875281085013E-02      3.720270565010E-02      3.616929734422E-02      3.543114842370E-02      3.487753672971E-02      3.444694985651E-02      2.956966916136E-01
      4.100000000000E+00      9.163325257824E-02      3.673525380737E-02      2.781082512645E-02      2.472360618575E-02      2.317841856717E-02      2.225128236701E-02      2.163319119837E-02      2.119169750057E-02      2.086057722713E-02      2.060303923667E-02      2.379013728690E-01
      4.200000000000E+00      4.291541886246E-02      1.448842978013E-02      1.090606531585E-02      9.694452042752E-03      9.088549671057E-03      8.725007689151E-03      8.482646364481E-03      8.309531132553E-03      8.179694708607E-03      8.078710823316E-03      1.566713755913E-01
      4.300000000000E+00      6.238697718507E-03      1.525715801924E-03      1.144723759988E-03      1.017532428750E-03      9.539366520590E-04      9.157791859766E-04      8.903408752552E-04      8.721706533111E-04      8.585429868531E-04      8.479436907192E-04      5.374804530018E-02
      4.400000000000E+00      8.146726820173E-03      2.069515832863E-03      1.552941027125E-03      1.380392517678E-03      1.294117985683E-03      1.242353266256E-03      1.207843453304E-03      1.183193586910E-03      1.164706187115E-03      1.150327098385E-03      6.231921824781E-02
      4.500000000000E+00      4.645822338604E-02      1.594282572151E-02      1.200528900633E-02      1.067159724102E-02      1.000462370816E-02      9.604438767820E-03      9.337648802099E-03      9.147084540832E-03      9.004161344882E-03      8.892998859143E-03      1.636959951456E-01
      4.600000000000E+00      9.537305556857E-02      3.862618814041E-02      2.925678834046E-02      2.600938108592E-02      2.438384107980E-02      2.340848813676E-02      2.275825236636E-02      2.229379823661E-02      2.194545763917E-02      2.167452606338E-02      2.431662483831E-01
      4.700000000000E+00      1.395205927242E-01      6.272475813003E-02      4.781350969800E-02      4.251564761430E-02      3.985875512074E-02      3.826441325475E-02      3.720151310529E-02      3.644229855807E-02      3.587288764327E-02      3.543001248718E-02      2.991458629628E-01
      4.800000000000E+00      1.687248947996E-01      8.039949867781E-02      6.158041695093E-02      5.476988851370E-02      5.134770433241E-02      4.929382619031E-02      4.792455425980E-02      4.694650216791E-02      4.621296307283E-02      4.564243266457E-02      3.315105862904E-01
      4.900000000000E+00      1.774323259792E-01      8.593089921443E-02      6.591701136341E-02      5.863191742133E-02      5.496865313414E-02      5.276994942927E-02      5.130411904404E-02      5.025709626461E-02      4.947182913773E-02      4.886106581513E-02      3.406162469652E-01
      5.000000000000E+00      1.641427063294E-01      7.753679615149E-02      5.934139930166E-02      5.277627928852E-02      4.947856556913E-02      4.749944783504E-02      4.618001954188E-02      4.523757019102E-02      4.453073315775E-02      4.398097102003E-02      3.266255960650E-01
      5.100000000000E+00      1.311735446457E-01      5.792330432952E-02      4.409686359976E-02      3.920876060470E-02      3.675845503027E-02      3.528812236915E-02      3.430789688164E-02      3.360773572414E-02      3.308261485354E-02      3.267418750967E-02      2.893002875374E-01
      5.200000000000E+00      8.500658109951E-02      3.344495412699E-02      2.529823302622E-02      2.248947781460E-02      2.108391125806E-02      2.024055514468E-02      1.967831750642E-02      1.927671919003E-02      1.897552045268E-02      1.874125476808E-02      2.283168283958E-01
      5.300000000000E+00      3.685875088840E-02      1.207051352389E-02      9.080425056622E-03      8.071587986273E-03      7.567114159874E-03      7.264429595450E-03      7.062639884475E-03      6.918504376629E-03      6.810402745744E-03      6.726323699500E-03      1.440190821651E-01
      5.400000000000E+00      3.404789769280E-03      7.681917245610E-04      5.762544973398E-04      5.122262450641E-04      4.802121047544E-04      4.610036205642E-04      4.481979644374E-04      4.390510672040E-04      4.321908942789E-04      4.268552042261E-04      3.844079475457E-02
      5.500000000000E+00      1.196003281031E-02      3.218930858634E-03      2.416145106575E-03      2.147686398856E-03      2.013456001036E-03      1.932917760997E-03      1.879225600969E-03      1.840874058092E-03      1.812110400934E-03      1.789738667589E-03      7.712006673266E-02
      5.600000000000E+00      5.282052080156E-02      1.862500654608E-02      1.403461503628E-02      1.247557998112E-02      1.169585865441E-02      1.122802432571E-02      1.091613476124E-02      1.069335650081E-02      1.052627280548E-02      1.039631882023E-02      1.757226930114E-01
      5.700000000000E+00      1.018664583018E-01      4.196678143836E-02      3.181482710664E-02      2.828415590198E-02      2.651646105394E-02      2.545580367956E-02      2.474869804033E-02      2.424362257045E-02      2.386481596780E-02      2.357018861017E-02      2.520805887470E-01
      5.800000000000E+00      1.444881905174E-01      6.563536812365E-02      5.007129607165E-02      4.452477856140E-02      4.174238414580E-02      4.007269931022E-02      3.895956906329E-02      3.816447582535E-02      3.756815589082E-02      3.710435149711E-02      3.048698120475E-01
      5.900000000000E+00      1.711626943921E-01      8.193603429538E-02      6.278368882380E-02      5.584138208972E-02      5.235230574847E-02      5.025824664774E-02      4.886218538766E-02      4.786499797192E-02      4.711710738013E-02      4.653541469648E-02      3.340828268716E-01
      6.000000000000E+00      1.769133761370E-01      8.559787841187E-02      6.565553836023E-02      5.839902914513E-02      5.475030069608E-02      5.256033024115E-02      5.110032257417E-02      5.005745890475E-02      4.927531111155E-02      4.866697393742E-02      3.400798454344E-01
      6.100000000000E+00      1.607544931883E-01      7.544139217080E-02      5.770479895024E-02      5.131921790365E-02      4.811248446091E-02      4.618800668161E-02      4.490500718202E-02      4.398857848661E-02      4.330125694852E-02      4.276667352943E-02      3.229701631049E-01
      6.200000000000E+00      1.255330033089E-01      5.474246855635E-02      4.164004968480E-02      3.702308892317E-02      3.470933785398E-02      3.332096848745E-02      3.239538612401E-02      3.173425579719E-02      3.123840805041E-02      3.085274869176E-02      2.824744899455E-01
      6.300000000000E+00      7.833640038919E-02      3.021242071484E-02      2.283398414261E-02      2.029846076497E-02      1.902982406048E-02      1.826863129934E-02      1.776116932130E-02      1.739869647804E-02      1.712684184558E-02      1.691539935365E-02      2.183075713175E-01
      6.400000000000E+00      3.105566748872E-02      9.840108434991E-03      7.398356437321E-03      6.576370358705E-03      6.165347397325E-03      5.918733502139E-03      5.754324238193E-03      5.636889049659E-03      5.548812658258E-03      5.480308798279E-03      1.309772039815E-01
      6.500000000000E+00      1.323046778859E-03      2.666744105495E-04      2.000191443909E-04      1.777947960681E-04      1.666826213139E-04      1.600153164614E-04      1.555704465597E-04      1.523955394871E-04      1.500143591825E-04      1.481623300569E-04      2.283020279882E-02
      6.600000000000E+00      1.629842472246E-02      4.609511928902E-03      3.461130153280E-03      3.076565605781E-03      2.884280264302E-03      2.768909053746E-03      2.691994913364E-03      2.637056241663E-03      2.595852237887E-03      2.563804679394E-03      9.158069547504E-02
      6.700000000000E+00      5.932199415303E-02      2.145492761638E-02      1.617875757036E-02      1.438168007347E-02      1.348282935364E-02      1.294351621517E-02      1.258397409840E-02      1.232715830047E-02      1.213454645203E-02      1.198473723657E-02      1.873429375682E-01
      6.800000000000E+00      1.082360574870E-01      4.531342160846E-02      3.438206608958E-02      3.056728300870E-02      2.865691652521E-02      2.751064144280E-02      2.674645698792E-02      2.620061092752E-02      2.579122638179E-02      2.547281617955E-02      2.605661729585E-01
      6.900000000000E+00      1.491602000367E-01      6.840876950923E-02      5.222602997108E-02      4.644240436989E-02      4.354023341363E-02      4.179863710942E-02      4.063756423032E-02      3.980822619592E-02      3.918622266195E-02      3.870244213527E-02      3.101663082386E-01
      7.000000000000E+00      1.732157365500E-01      8.323734540942E-02      6.380357466830E-02      5.674963343796E-02      5.320385956911E-02      5.107574113858E-02      4.965697181657E-02      4.864356427463E-02      4.788350858457E-02      4.729235415767E-02      3.362350886422E-01
      7.100000000000E+00      1.759920933462E-01      8.500772058270E-02      6.519229480724E-02      5.798643757566E-02      5.436346182085E-02      5.218896345282E-02      5.073927146629E-02      4.970377618404E-02      4.892715468322E-02      4.832311573660E-02      3.391256575678E-01
      7.200000000000E+00      1.570147946261E-01      7.314973067048E-02      5.591711470159E-02      4.972779491919E-02      4.662043957218E-02      4.475564040501E-02      4.351242873798E-02      4.262442000628E-02      4.195841344428E-02      4.144040834005E-02      3.188912949886E-01
      7.300000000000E+00      1.196684094085E-01      5.149025472194E-02      3.913249150201E-02      3.479248692614E-02      3.261810593628E-02      3.131338473044E-02      3.044356855282E-02      2.982227123686E-02      2.935629824881E-02      2.899387481364E-02      2.752188707206E-01
      7.400000000000E+00      7.165695113760E-02      2.705727914147E-02      2.043275047436E-02      1.816357987605E-02      1.702836707225E-02      1.634723250453E-02      1.589314271402E-02      1.556879286273E-02      1.532553047425E-02      1.513632639432E-02      2.078761084984E-01
      7.500000000000E+00      2.555480836693E-02      7.810741221310E-03      5.869554741768E-03      5.217408700406E-03      4.891320730243E-03      4.695667901255E-03      4.565232681776E-03      4.472064667862E-03      4.402188657427E-03      4.347840649311E-03      1.175539138255E-01
      7.600000000000E+00      1.490994706884E-04      2.419993854685E-05      1.815006371875E-05      1.613338997297E-05      1.512505309975E-05      1.452005097569E-05      1.411671622642E-05      1.382861997690E-05      1.361254778975E-05      1.344449164420E-05      6.932871938770E-03
      7.700000000000E+00      2.109674083175E-02      6.232835097028E-03      4.681940763639E-03      4.161738670141E-03      3.901630033029E-03      3.745564831780E-03      3.641521364231E-03      3.567204601695E-03      3.511467029794E-03      3.468115584982E-03      1.056888777696E-01
      7.800000000000E+00      6.592165566860E-02      2.441541091889E-02      1.842517962478E-02      1.637876884643E-02      1.535510301434E-02      1.474089896228E-02      1.433142954735E-02      1.403895139333E-02      1.381959277781E-02      1.364898052129E-02      1.985516304736E-01
      7.900000000000E+00      1.144535582013E-01      4.864581053626E-02      3.694294913570E-02      3.284494233312E-02      3.079225192243E-02      2.956056411304E-02      2.873943737791E-02      2.815291824871E-02      2.771302890109E-02      2.737089274182E-02      2.686222276882E-01
      8.000000000000E+00      1.535200666972E-01      7.102823843880E-02      5.426421732935E-02      4.825649445080E-02      4.524102314261E-02      4.343139803633E-02      4.222497078504E-02      4.136323670198E-02      4.071693612898E-02      4.021425790518E-02      3.150363264724E-01
      8.100000000000E+00      1.748776813537E-01      8.429563989003E-02      6.463355533510E-02      5.748880753721E-02      5.389689329770E-02      5.174105595576E-02      5.030380577036E-02      4.927719753993E-02      4.850724133029E-02      4.790838649913E-02      3.379681315922E-01
