# M=14, N=7, V0=0.0, Vp0=0.0, Vp=0.0, V=-9.67, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-09 02:22:56
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00     -4.440892098501E-16      8.881784197001E-16      8.881784197001E-16      4.440892098501E-16      6.661338147751E-16      6.661338147751E-16      4.440892098501E-16      4.440892098501E-16      6.661338147751E-16      4.440892098501E-16      1.265654248073E-14
      1.000000000000E-01      4.118295601176E-01      2.872556521790E-01      2.346181018135E-01      2.088469524426E-01      1.939727119577E-01      1.841555907774E-01      1.769996366670E-01      1.713980829283E-01      1.667837151522E-01      1.628397962164E-01      5.286580183379E-01
      2.000000000000E-01      6.703257307126E-01      6.491396097150E-01      6.298437191559E-01      6.125060789139E-01      5.970566496998E-01      5.833430940261E-01      5.711767260749E-01      5.603633735138E-01      5.507207815188E-01      5.420865093445E-01      6.815560406100E-01
      3.000000000000E-01      6.906984871691E-01      6.882683497045E-01      6.858643510312E-01      6.834936019532E-01      6.811626244568E-01      6.788772602571E-01      6.766426068747E-01      6.744629815378E-01      6.723419114863E-01      6.702821478817E-01      6.919210030926E-01
      4.000000000000E-01      6.918589921199E-01      6.905788697533E-01      6.893045665279E-01      6.880338992725E-01      6.867647781565E-01      6.854952342096E-01      6.842234448189E-01      6.829477571888E-01      6.816667096868E-01      6.803790509261E-01      6.925019360089E-01
      5.000000000000E-01      6.302435878051E-01      5.786228892426E-01      5.379292019759E-01      5.062928775315E-01      4.815199027022E-01      4.617135752450E-01      4.454380778730E-01      4.316755182913E-01      4.197283272289E-01      4.091269206540E-01      6.603591675090E-01
      6.000000000000E-01      5.094856698592E-01      3.985466643353E-01      3.396789145952E-01      3.075420664566E-01      2.884410121507E-01      2.760206963549E-01      2.672965875859E-01      2.607803085162E-01      2.556752947890E-01      2.515253435829E-01      5.926995829798E-01
      7.000000000000E-01      5.034411827018E-01      3.921210912297E-01      3.333174336723E-01      3.006898504962E-01      2.807771933133E-01      2.674515342260E-01      2.578370674294E-01      2.504878876130E-01      2.446212111922E-01      2.397831398003E-01      5.884968960383E-01
      8.000000000000E-01      5.762685148825E-01      4.918438700148E-01      4.370387560297E-01      4.019967346008E-01      3.788231290886E-01      3.627101409120E-01      3.509275073279E-01      3.419209820975E-01      3.347788555144E-01      3.289447712604E-01      6.311972424511E-01
      9.000000000000E-01      6.256428965845E-01      5.698158023765E-01      5.271382651771E-01      4.956539346431E-01      4.724996574220E-01      4.552039391629E-01      4.419711343859E-01      4.315791924091E-01      4.232119254805E-01      4.163222185341E-01      6.582298504628E-01
      1.000000000000E+00      6.509955283848E-01      6.136581397380E-01      5.822954908661E-01      5.568009032218E-01      5.363716983184E-01      5.200150375691E-01      5.068188189185E-01      4.960425931504E-01      4.871190963720E-01      4.796246738254E-01      6.716007543885E-01
      1.100000000000E+00      6.611607722168E-01      6.319036776100E-01      6.063918809603E-01      5.848989036755E-01      5.671618326671E-01      5.526553315377E-01      5.407951389706E-01      5.310458244344E-01      5.229601403379E-01      5.161821351077E-01      6.769058785949E-01
      1.200000000000E+00      6.577501982596E-01      6.256697508667E-01      5.980774137432E-01      5.751939774935E-01      5.566008775859E-01      5.416070044176E-01      5.294954228108E-01      5.196385206975E-01      5.115299460220E-01      5.047776585169E-01      6.751465343544E-01
      1.300000000000E+00      6.380835472836E-01      5.909035205222E-01      5.532113594974E-01      5.242212564058E-01      5.021755528637E-01      4.853091374419E-01      4.722053565674E-01      4.618273245369E-01      4.534435533536E-01      4.465428340369E-01      6.648534131941E-01
      1.400000000000E+00      6.045601898202E-01      5.352202322931E-01      4.860200203290E-01      4.522705724668E-01      4.289077878747E-01      4.122403337956E-01      3.998986702579E-01      3.904157905054E-01      3.828813867670E-01      3.767195934331E-01      6.469033477279E-01
      1.500000000000E+00      5.951457402116E-01      5.213204670268E-01      4.700304691188E-01      4.348883476699E-01      4.102084098074E-01      3.921718741664E-01      3.784262207363E-01      3.675435795115E-01      3.586446561157E-01      3.511734028990E-01      6.414511294112E-01
      1.600000000000E+00      6.222502875342E-01      5.658486031418E-01      5.223219790310E-01      4.886650194100E-01      4.622010124815E-01      4.409707063001E-01      4.236191094147E-01      4.092094631303E-01      3.970802689944E-01      3.867519597846E-01      6.559228226390E-01
      1.700000000000E+00      6.516828959676E-01      6.156301696348E-01      5.848654685363E-01      5.587520781794E-01      5.365411207749E-01      5.175581589368E-01      5.012498177038E-01      4.871727470297E-01      4.749696385854E-01      4.643483514567E-01      6.717657738955E-01
      1.800000000000E+00      6.616238313155E-01      6.330457128606E-01      6.079244895495E-01      5.862759896709E-01      5.678050578221E-01      5.520834865442E-01      5.386672571654E-01      5.271547712981E-01      5.172066282962E-01      5.085457031520E-01      6.770720083610E-01
      1.900000000000E+00      6.395163230641E-01      5.934967268334E-01      5.564745234437E-01      5.276959649975E-01      5.055399258323E-01      4.883754298505E-01      4.748828647134E-01      4.640863555173E-01      4.552894831294E-01      4.479994733498E-01      6.655786210953E-01
      2.000000000000E+00      5.977102474337E-01      5.246166111360E-01      4.737961452395E-01      4.393805651287E-01      4.156767806069E-01      3.987608745320E-01      3.862004881738E-01      3.765213167740E-01      3.688186263301E-01      3.625220446204E-01      6.430941970998E-01
      2.100000000000E+00      5.844031604397E-01      5.049715188087E-01      4.515834309835E-01      4.159644917295E-01      3.913965334411E-01      3.736264316197E-01      3.601419561895E-01      3.494656002770E-01      3.407099700244E-01      3.333254447218E-01      6.354343077539E-01
      2.200000000000E+00      6.231953860267E-01      5.674674198974E-01      5.242839720820E-01      4.907370534626E-01      4.642419440855E-01      4.428910204016E-01      4.253544073651E-01      4.107099038802E-01      3.983080332747E-01      3.876809514613E-01      6.564124525171E-01
      2.300000000000E+00      6.567826858681E-01      6.250478480379E-01      5.972526697959E-01      5.726939348876E-01      5.508312295610E-01      5.312952379153E-01      5.138321213021E-01      4.982460939697E-01      4.843626069534E-01      4.720123676777E-01      6.743535889071E-01
      2.400000000000E+00      6.635613004623E-01      6.370430816880E-01      6.133123185317E-01      5.920207813235E-01      5.728519277930E-01      5.555510994293E-01      5.399188645907E-01      5.257931025076E-01      5.130330818314E-01      5.015096456590E-01      6.779604617299E-01
      2.500000000000E+00      6.490486981713E-01      6.110231939565E-01      5.788742342003E-01      5.518499461961E-01      5.290688398709E-01      5.097293840676E-01      4.931720709578E-01      4.788748567777E-01      4.664285584104E-01      4.555113709141E-01      6.703636710200E-01
      2.600000000000E+00      6.007238921032E-01      5.307307236264E-01      4.808238290745E-01      4.454191678225E-01      4.196553281124E-01      4.002091991660E-01      3.849757301254E-01      3.726371431972E-01      3.623557045389E-01      3.535846244365E-01      6.442979270769E-01
