# M=16, N=8, V0=0.0, Vp0=0.0, Vp=0.0, V=13.9, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-09 02:40:06
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00      4.440892098501E-16     -4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      1.154631945610E-13
      1.000000000000E-01      5.713888740729E-01      4.862786350906E-01      4.309419097482E-01      3.946433953047E-01      3.697038632387E-01      3.515868421325E-01      3.377205548919E-01      3.266298094096E-01      3.174419997324E-01      3.096213441594E-01      6.278436523909E-01
      2.000000000000E-01      6.907930247059E-01      6.884585196377E-01      6.861469090197E-01      6.838611963767E-01      6.816041452355E-01      6.793782827732E-01      6.771859058704E-01      6.750290885911E-01      6.729096902779E-01      6.708293636627E-01      6.919678583078E-01
      3.000000000000E-01      6.755591569732E-01      6.589328758680E-01      6.434874598202E-01      6.293335073711E-01      6.164893145886E-01      6.049066123510E-01      5.944965472608E-01      5.851507195201E-01      5.767558099337E-01      5.692024934952E-01      6.842509539132E-01
      4.000000000000E-01      4.116932081080E-01      2.913054365512E-01      2.382675835606E-01      2.100908452499E-01      1.925620349925E-01      1.804083858143E-01      1.713432550265E-01      1.642344338391E-01      1.584595684857E-01      1.536466442718E-01      5.263606970579E-01
      5.000000000000E-01      4.574522226424E-01      3.368617163635E-01      2.801730934668E-01      2.509701308955E-01      2.338266441029E-01      2.224933711318E-01      2.142583965314E-01      2.078322674667E-01      2.025453791471E-01      1.980222980051E-01      5.593506586523E-01
      6.000000000000E-01      6.576142178444E-01      6.255575327313E-01      5.979285316246E-01      5.748346098901E-01      5.558372624828E-01      5.402745979676E-01      5.274727941662E-01      5.168438125887E-01      5.079120192614E-01      5.003074487100E-01      6.750418543260E-01
      7.000000000000E-01      6.620276437518E-01      6.335115035978E-01      6.085504271279E-01      5.874129448174E-01      5.698683594064E-01      5.554350497597E-01      5.435685453748E-01      5.337639152034E-01      5.255951857536E-01      5.187203940050E-01      6.773486263764E-01
      8.000000000000E-01      5.919581373972E-01      5.176799549607E-01      4.658897891469E-01      4.294871336525E-01      4.030066376721E-01      3.829651746877E-01      3.672387429233E-01      3.545184794938E-01      3.439727041106E-01      3.350534031708E-01      6.392664244805E-01
      9.000000000000E-01      5.780303850635E-01      4.954648573812E-01      4.410274922684E-01      4.051840395960E-01      3.806470178618E-01      3.629939895599E-01      3.496822619285E-01      3.392351344701E-01      3.307655044240E-01      3.237181275067E-01      6.318493228433E-01
      1.000000000000E+00      6.104382308768E-01      5.456694327905E-01      4.982346318239E-01      4.640588408998E-01      4.390497221884E-01      4.201873702790E-01      4.054680052711E-01      3.936031548818E-01      3.837631794453E-01      3.754051437262E-01      6.497828466982E-01
      1.100000000000E+00      6.040342335591E-01      5.347614118054E-01      4.854875678276E-01      4.513564717865E-01      4.273891332284E-01      4.100023247637E-01      3.968989461456E-01      3.866522434311E-01      3.783725694782E-01      3.714942614147E-01      6.464993324725E-01
      1.200000000000E+00      6.055165073877E-01      5.379900251280E-01      4.892411918827E-01      4.544599261333E-01      4.291373337565E-01      4.100687129123E-01      3.951782730602E-01      3.831524819092E-01      3.731546530916E-01      3.646411809059E-01      6.470330603335E-01
      1.300000000000E+00      6.252745114258E-01      5.698605563730E-01      5.271927537776E-01      4.949826856199E-01      4.705176036904E-01      4.515799586310E-01      4.365786788806E-01      4.244224113683E-01      4.143673570709E-01      4.059006193429E-01      6.578447227196E-01
      1.400000000000E+00      6.106069265395E-01      5.461142980210E-01      4.987584740344E-01      4.644172250641E-01      4.390835498052E-01      4.198350872206E-01      4.047374329220E-01      3.925422197232E-01      3.824392004356E-01      3.738920861753E-01      6.498267102692E-01
      1.500000000000E+00      5.774660843545E-01      4.961383642798E-01      4.417713228510E-01      4.047364633906E-01      3.783408115141E-01      3.586070237810E-01      3.432258013672E-01      3.308235590513E-01      3.205503806939E-01      3.118576178971E-01      6.309975206997E-01
      1.600000000000E+00      5.970967560198E-01      5.248824776559E-01      4.741005808103E-01      4.386347841962E-01      4.131948446763E-01      3.942112474137E-01      3.794566117764E-01      3.675609197634E-01      3.576712989239E-01      3.492442101963E-01      6.423518737948E-01
      1.700000000000E+00      6.407279943865E-01      5.957564598569E-01      5.593285760860E-01      5.306900161265E-01      5.083379275443E-01      4.907607959375E-01      4.767235268431E-01      4.653021101680E-01      4.558302348599E-01      4.478326184087E-01      6.661728347872E-01
      1.800000000000E+00      6.295047942580E-01      5.769778283929E-01      5.359030738445E-01      5.043825468484E-01      4.800856769927E-01      4.610587940813E-01      4.458681351631E-01      4.335083367939E-01      4.232785643235E-01      4.146841874639E-01      6.601046980235E-01
      1.900000000000E+00      5.625151458161E-01      4.765242837056E-01      4.203519214573E-01      3.816301666131E-01      3.533626543188E-01      3.317853803519E-01      3.147658844711E-01      3.010076169722E-01      2.896718553968E-01      2.801885513081E-01      6.216636388886E-01
      2.000000000000E+00      5.454042072983E-01      4.524005658917E-01      3.946649941544E-01      3.567228541971E-01      3.300064010862E-01      3.100175590440E-01      2.943224222333E-01      2.815373997883E-01      2.708339709867E-01      2.616896529773E-01      6.115852392079E-01
      2.100000000000E+00      6.192357191784E-01      5.593498907353E-01      5.144906913196E-01      4.819159829408E-01      4.581872304088E-01      4.405180143774E-01      4.269626072782E-01      4.162338340742E-01      4.074909877212E-01      4.001812769262E-01      6.547407278071E-01
      2.200000000000E+00      6.601078360305E-01      6.301671666908E-01      6.040671167726E-01      5.818956494914E-01      5.633161410822E-01      5.478086654085E-01      5.348315560053E-01      5.239002301593E-01      5.146122436444E-01      5.066456303787E-01      6.763151535417E-01
      2.300000000000E+00      6.217583528434E-01      5.647721070551E-01      5.210197720643E-01      4.875253822580E-01      4.614915541566E-01      4.408382142265E-01      4.241273077427E-01      4.103729978660E-01      3.988873499415E-01      3.891777913094E-01      6.557387907162E-01
      2.400000000000E+00      5.239556183867E-01      4.296817855433E-01      3.710907840046E-01      3.303317132267E-01      2.999724229427E-01      2.764274641660E-01      2.576639228524E-01      2.423961495253E-01      2.297567777766E-01      2.191366698484E-01      5.959358716257E-01
      2.500000000000E+00      5.263199133962E-01      4.240042613192E-01      3.652878449342E-01      3.299935813239E-01      3.069751319611E-01      2.907003877550E-01      2.783849421258E-01      2.685590913964E-01      2.604033830355E-01      2.534352753559E-01      6.012909558112E-01
      2.600000000000E+00      6.325145135061E-01      5.821593473904E-01      5.423014640546E-01      5.112956314742E-01      4.870814184329E-01      4.678804033550E-01      4.523530420376E-01      4.395428749223E-01      4.287774088579E-01      4.195821498910E-01      6.616799081716E-01
