# M=18, N=9, V0=0.0, Vp0=0.0, Vp=0.0, V=1.2, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-10 12:28:36
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00     -4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00     -4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      6.217248937901E-15
      1.000000000000E-01      1.778605449225E-02      5.188314629339E-03      3.896300731417E-03      3.462568750972E-03      3.245387845596E-03      3.114832630108E-03      3.027590221965E-03      2.965097944224E-03      2.918074458661E-03      2.881363466524E-03      9.431554358928E-02
      2.000000000000E-01      5.426855185745E-02      1.965295526311E-02      1.481309804187E-02      1.315539055775E-02      1.232148054615E-02      1.181737952783E-02      1.147818417232E-02      1.123321890160E-02      1.104714596130E-02      1.090033332653E-02      1.752085401798E-01
      3.000000000000E-01      9.687173090548E-02      4.037709939312E-02      3.059697143210E-02      2.714561362101E-02      2.539488121667E-02      2.432698193385E-02      2.360055620238E-02      2.306925700399E-02      2.265991097589E-02      2.233186753725E-02      2.409987571545E-01
      4.000000000000E-01      1.372529282568E-01      6.320545351169E-02      4.818613979295E-02      4.269631543911E-02      3.987752790077E-02      3.813750555906E-02      3.693734454032E-02      3.604576940614E-02      3.534713948524E-02      3.477721905992E-02      2.912561495080E-01
      5.000000000000E-01      1.698610336154E-01      8.389796412098E-02      6.432161457183E-02      5.690601247809E-02      5.303994913530E-02      5.061960781816E-02      4.892408963764E-02      4.764337096742E-02      4.662241456734E-02      4.577511993971E-02      3.264264891540E-01
      6.000000000000E-01      1.916783661398E-01      9.914257417878E-02      7.633067738520E-02      6.740443864133E-02      6.267119331811E-02      5.966244455175E-02      5.752112573709E-02      5.587756416133E-02      5.454682560274E-02      5.342622716583E-02      3.475125248632E-01
      7.000000000000E-01      2.018796297941E-01      1.072294736683E-01      8.274445423444E-02      7.290037942429E-02      6.758964240400E-02      6.416135075830E-02      6.168439791239E-02      5.975585998741E-02      5.817402732222E-02      5.682688689875E-02      3.558717879691E-01
      8.000000000000E-01      2.014365477648E-01      1.082330925406E-01      8.354256006907E-02      7.339975495988E-02      6.783696003236E-02      6.419236452586E-02      6.152275016162E-02      5.941869784207E-02      5.767502203060E-02      5.617768548690E-02      3.531807519876E-01
      9.000000000000E-01      1.927492037008E-01      1.037250892558E-01      7.996136773714E-02      7.003150114880E-02      6.450285909344E-02      6.083103073626E-02      5.810884527342E-02      5.594150226995E-02      5.413085522699E-02      5.256660234653E-02      3.415906064350E-01
      1.000000000000E+00      1.792728714002E-01      9.616287972673E-02      7.397508751205E-02      6.457611779411E-02      5.927447422666E-02      5.571185598439E-02      5.304397959884E-02      5.090264683189E-02      4.910275952452E-02      4.754105905195E-02      3.240634662323E-01
      1.100000000000E+00      1.650169490245E-01      8.815360711379E-02      6.766345596707E-02      5.889354118561E-02      5.389681316967E-02      5.050888734990E-02      4.795289331659E-02      4.588951640256E-02      4.414791466179E-02      4.263257347892E-02      3.047880082797E-01
      1.200000000000E+00      1.537745918074E-01      8.179984710713E-02      6.267699737684E-02      5.444492883517E-02      4.972676071344E-02      4.651104702980E-02      4.407494537392E-02      4.210245304173E-02      4.043428013592E-02      3.898121586812E-02      2.891810932989E-01
      1.300000000000E+00      1.480481303111E-01      7.828742781911E-02      5.992814435311E-02      5.202306516714E-02      4.748659752434E-02      4.439171384499E-02      4.204598141999E-02      4.014659457920E-02      3.854081924158E-02      3.714303186209E-02      2.821386411274E-01
      1.400000000000E+00      1.481374214937E-01      7.778475295027E-02      5.953519185475E-02      5.171111554792E-02      4.723275694751E-02      4.418531211644E-02      4.188139369828E-02      4.002041822528E-02      3.845074492528E-02      3.708733842324E-02      2.844390083550E-01
      1.500000000000E+00      1.523668431278E-01      7.962403118037E-02      6.097353993967E-02      5.302447445077E-02      4.849461621756E-02      4.542546257833E-02      4.311464062766E-02      4.125504709976E-02      3.969175646654E-02      3.833789937369E-02      2.923424938868E-01
      1.600000000000E+00      1.583068928898E-01      8.266437581720E-02      6.335442431530E-02      5.516231359001E-02      5.051310451189E-02      4.737629817117E-02      4.502399435105E-02      4.313790444805E-02      4.155746252293E-02      4.019265015266E-02      3.015091586717E-01
      1.700000000000E+00      1.637890196957E-01      8.570732918141E-02      6.574146871888E-02      5.728940554260E-02      5.250492136818E-02      4.928598195668E-02      4.687879324357E-02      4.495364475975E-02      4.334419273202E-02      4.195718298576E-02      3.090719815228E-01
      1.800000000000E+00      1.673883093040E-01      8.784339614571E-02      6.741958114598E-02      5.877377145845E-02      5.388356034818E-02      5.059719921538E-02      4.814249721089E-02      4.618156473604E-02      4.454390319311E-02      4.313392171311E-02      3.135978830336E-01
      1.900000000000E+00      1.685610099151E-01      8.864632329754E-02      6.805089775671E-02      5.932313793376E-02      5.438448522199E-02      5.106475107483E-02      4.858465411170E-02      4.660311632921E-02      4.494801149316E-02      4.352282915995E-02      3.147458976854E-01
      2.000000000000E+00      1.675597261668E-01      8.818855250765E-02      6.769093128035E-02      5.899655601003E-02      5.407285111177E-02      5.076005128648E-02      4.828265045855E-02      4.630126487610E-02      4.464464158396E-02      4.321677060299E-02      3.129962960168E-01
      2.100000000000E+00      1.652009418966E-01      8.690803022461E-02      6.668449768010E-02      5.810887164248E-02      5.325106107482E-02      4.997982298621E-02      4.753070289226E-02      4.556937447449E-02      4.392721311121E-02      4.250972682869E-02      3.094213597905E-01
      2.200000000000E+00      1.625479544891E-01      8.539438329537E-02      6.549578755606E-02      5.707726554885E-02      5.231314866014E-02      4.910485685051E-02      4.670131943639E-02      4.477446947806E-02      4.315897981789E-02      4.176229171354E-02      3.054473774045E-01
      2.300000000000E+00      1.605698431591E-01      8.417174940358E-02      6.453636685803E-02      5.626759314076E-02      5.160071204132E-02      4.846182244474E-02      4.611110247549E-02      4.422595283473E-02      4.264399492794E-02      4.127444266882E-02      3.025401511795E-01
      2.400000000000E+00      1.598414416803E-01      8.353925953277E-02      6.404030368915E-02      5.588465888489E-02      5.130179310515E-02      4.822781774498E-02      4.592940691710E-02      4.408743241946E-02      4.254148479373E-02      4.120202257705E-02      3.017243128317E-01
      2.500000000000E+00      1.603726828860E-01      8.349972200070E-02      6.400930024065E-02      5.592613628273E-02      5.141046645376E-02      4.839407610150E-02      4.614527657683E-02      4.434630874895E-02      4.283767405764E-02      4.153048548990E-02      3.030847566896E-01
      2.600000000000E+00      1.616520694986E-01      8.377576602756E-02      6.422577536139E-02      5.619680541618E-02      5.174264755850E-02      4.878332558170E-02      4.658626624540E-02      4.483395371948E-02      4.336721125714E-02      4.209746133024E-02      3.057981788568E-01
      2.700000000000E+00      1.628517998052E-01      8.389059933075E-02      6.431583822373E-02      5.636539460835E-02      5.198998388233E-02      4.910201179779E-02      4.696962534180E-02      4.527620079536E-02      4.386317033933E-02      4.264239685871E-02      3.086683556745E-01
