# M=18, N=9, V0=0.0, Vp0=0.0, Vp=0.0, V=3.25, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-09 03:34:20
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00     -4.440892098501E-16      4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      4.440892098501E-16      4.440892098501E-15
      1.000000000000E-01      9.151075937151E-02      3.746338145129E-02      2.836743980090E-02      2.517722778654E-02      2.356347898355E-02      2.258225835813E-02      2.191732991626E-02      2.143312985536E-02      2.106187628899E-02      2.076591332882E-02      2.341000851555E-01
      2.000000000000E-01      2.439432910279E-01      1.352001766927E-01      1.051682393946E-01      9.313793088946E-02      8.678205262638E-02      8.278300915465E-02      7.996989161223E-02      7.783563528530E-02      7.612638082956E-02      7.470117945459E-02      3.994630618082E-01
      3.000000000000E-01      3.809815150740E-01      2.559671936831E-01      2.068108547611E-01      1.835344398062E-01      1.702620864047E-01      1.615318329303E-01      1.551733636184E-01      1.501994722465E-01      1.461073653669E-01      1.426166512709E-01      5.069537898888E-01
      4.000000000000E-01      4.751860651221E-01      3.595881881592E-01      3.017030168863E-01      2.698985488948E-01      2.502073417339E-01      2.366799948166E-01      2.266080489642E-01      2.186509324519E-01      2.120900472413E-01      2.065115774637E-01      5.698075403204E-01
      5.000000000000E-01      5.260363815238E-01      4.237045237170E-01      3.649824391782E-01      3.295274956419E-01      3.062852739385E-01      2.898296731544E-01      2.774311435815E-01      2.676341671639E-01      2.596118579295E-01      2.528653486877E-01      6.011461271470E-01
      6.000000000000E-01      5.432845326935E-01      4.469005346819E-01      3.889047113024E-01      3.526647653111E-01      3.283914186827E-01      3.110140483173E-01      2.978797095780E-01      2.875268229030E-01      2.791003838497E-01      2.720708282632E-01      6.114386050720E-01
      7.000000000000E-01      5.372242790168E-01      4.388411504653E-01      3.805259016573E-01      3.443541722592E-01      3.201862447960E-01      3.028977164292E-01      2.898419479659E-01      2.795669066847E-01      2.712218389583E-01      2.642774298537E-01      6.077860707003E-01
      8.000000000000E-01      5.171669200864E-01      4.132254382584E-01      3.543642674486E-01      3.185917561446E-01      2.948184385673E-01      2.777860496182E-01      2.648675833631E-01      2.546450660740E-01      2.462939017695E-01      2.393026207518E-01      5.953246922850E-01
      9.000000000000E-01      4.925512344167E-01      3.844062817230E-01      3.257319354610E-01      2.903620583500E-01      2.667021280949E-01      2.495502154321E-01      2.363643357444E-01      2.257853993871E-01      2.170268742539E-01      2.096020289749E-01      5.789339678610E-01
      1.000000000000E+00      4.730143650008E-01      3.638789966891E-01      3.058177675842E-01      2.705277487665E-01      2.465793720788E-01      2.289625071529E-01      2.152350443698E-01      2.040904705365E-01      1.947720093767E-01      1.868101941268E-01      5.646390124846E-01
      1.100000000000E+00      4.658097197253E-01      3.568770441411E-01      2.991114319325E-01      2.637022996480E-01      2.394667801720E-01      2.215294817336E-01      2.075010202117E-01      1.960943978765E-01      1.865590847688E-01      1.784258697435E-01      5.590773898078E-01
      1.200000000000E+00      4.703704961869E-01      3.612304282167E-01      3.032759600561E-01      2.677746645460E-01      2.435139549604E-01      2.256263501971E-01      2.117195306307E-01      2.004949065545E-01      1.911883917026E-01      1.833182539371E-01      5.628470773468E-01
