# M=14, N=7, V0=0.0, Vp0=0.0, Vp=0.0, V=-13.9, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-09 02:22:49
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00      0.000000000000E+00      2.220446049250E-16      2.220446049250E-16      2.220446049250E-16      2.220446049250E-16      2.220446049250E-16      2.220446049250E-16      2.220446049250E-16      2.220446049250E-16      0.000000000000E+00      1.798561299893E-14
      1.000000000000E-01      5.734237953925E-01      4.892974501166E-01      4.342440763938E-01      3.979446022009E-01      3.729130929618E-01      3.546768063267E-01      3.406802108521E-01      3.294507995470E-01      3.201160512474E-01      3.121405142088E-01      6.289840930023E-01
      2.000000000000E-01      6.875850793007E-01      6.821185749789E-01      6.767834308388E-01      6.716103414412E-01      6.666241217861E-01      6.618433876222E-01      6.572806786913E-01      6.529429304481E-01      6.488321794517E-01      6.449463899763E-01      6.903565813473E-01
      3.000000000000E-01      6.870053826513E-01      6.810265334059E-01      6.751822208370E-01      6.694468495322E-01      6.637991561609E-01      6.582231663096E-01      6.527086477886E-01      6.472511195088E-01      6.418514778922E-01      6.365153096359E-01      6.900540808774E-01
      4.000000000000E-01      4.446166635438E-01      3.213594938784E-01      2.657320965637E-01      2.380682023101E-01      2.222618469097E-01      2.120268516196E-01      2.047097940219E-01      1.990704672780E-01      1.944700186332E-01      1.905508854062E-01      5.514493643252E-01
      5.000000000000E-01      4.334427055456E-01      3.103231089416E-01      2.555669882724E-01      2.278177090697E-01      2.114863404290E-01      2.006503770939E-01      1.928030504698E-01      1.867547546545E-01      1.818814413868E-01      1.778269832654E-01      5.436084941711E-01
      6.000000000000E-01      6.478868832585E-01      6.080119424406E-01      5.749818957524E-01      5.486441274926E-01      5.279884520550E-01      5.118037187804E-01      4.990092653988E-01      4.887516587240E-01      4.803936828518E-01      4.734707322466E-01      6.700094990597E-01
      7.000000000000E-01      6.811024719551E-01      6.694662529139E-01      6.584351584108E-01      6.481502869565E-01      6.386929037827E-01      6.300899899395E-01      6.223256618207E-01      6.153543786686E-01      6.091130481077E-01      6.035306086272E-01      6.870878651711E-01
      8.000000000000E-01      6.498592792750E-01      6.115584041204E-01      5.795679960808E-01      5.538046032204E-01      5.333921781402E-01      5.172336108013E-01      5.043214992340E-01      4.938428446173E-01      4.851808227602E-01      4.778808337908E-01      6.710258574010E-01
      9.000000000000E-01      5.963607197405E-01      5.224657940460E-01      4.713371397228E-01      4.368846294569E-01      4.132583422569E-01      3.964576801284E-01      3.840183636213E-01      3.744543008765E-01      3.668572569370E-01      3.606565656531E-01      6.423655133856E-01
      1.000000000000E+00      5.852475737823E-01      5.052399688332E-01      4.518832993711E-01      4.170880330965E-01      3.938132187975E-01      3.775500770518E-01      3.656512879140E-01      3.565757122658E-01      3.494056890618E-01      3.435756395974E-01      6.362539657929E-01
      1.100000000000E+00      6.115364292596E-01      5.465964874677E-01      4.993266235797E-01      4.660095456787E-01      4.423768588350E-01      4.251798865832E-01      4.122589199260E-01      4.022370190183E-01      3.942376336214E-01      3.876932933106E-01      6.506432365832E-01
      1.200000000000E+00      6.504951737934E-01      6.128453230077E-01      5.812385798802E-01      5.554896948145E-01      5.347667457960E-01      5.180782905340E-01      5.045254993321E-01      4.933825039346E-01      4.840938344129E-01      4.762440567754E-01      6.713193357120E-01
      1.300000000000E+00      6.611007550763E-01      6.318028519066E-01      6.062567145656E-01      5.847265026160E-01      5.669451659423E-01      5.523872433128E-01      5.404703885920E-01      5.306616601538E-01      5.225161033437E-01      5.156795757320E-01      6.768726812258E-01
      1.400000000000E+00      6.287091546208E-01      5.748917727543E-01      5.333407845845E-01      5.024515867837E-01      4.796312820302E-01      4.625583534335E-01      4.495079526750E-01      4.392881608835E-01      4.310942348858E-01      4.243824327112E-01      6.598874801875E-01
      1.500000000000E+00      5.805770620110E-01      4.984219610338E-01      4.442978807078E-01      4.092406843001E-01      3.858229659548E-01      3.693974652094E-01      3.572730166827E-01      3.478989761139E-01      3.403609036388E-01      3.341010598633E-01      6.335565904351E-01
      1.600000000000E+00      6.151207218184E-01      5.546619677865E-01      5.088856098292E-01      4.738545539577E-01      4.464319080908E-01      4.244648617368E-01      4.065174157542E-01      3.916140734927E-01      3.790706358638E-01      3.683918709305E-01      6.519065376549E-01
      1.700000000000E+00      6.619049768428E-01      6.337939906351E-01      6.089302779221E-01      5.871240878886E-01      5.680506271736E-01      5.513595344418E-01      5.367260251317E-01      5.238665090313E-01      5.125381965736E-01      5.025337017569E-01      6.771591385284E-01
      1.800000000000E+00      6.547050266341E-01      6.203501022532E-01      5.910498823133E-01      5.667875095708E-01      5.469729673969E-01      5.308261354596E-01      5.175990255024E-01      5.066627445647E-01      4.975204912769E-01      4.897908282948E-01      6.735205455302E-01
      1.900000000000E+00      5.889710698632E-01      5.108452786896E-01      4.581674779978E-01      4.235741212840E-01      4.003654972821E-01      3.841386755648E-01      3.722657807510E-01      3.632024550214E-01      3.560253694836E-01      3.501655190402E-01      6.383425464392E-01
      2.000000000000E+00      5.823487547798E-01      5.041175295041E-01      4.506301539696E-01      4.131723126811E-01      3.857789882313E-01      3.648432030926E-01      3.482190358063E-01      3.346038910228E-01      3.231810204582E-01      3.134188132185E-01      6.335046473151E-01
      2.100000000000E+00      6.457801954503E-01      6.061501965590E-01      5.725846576320E-01      5.436344430982E-01      5.183351956603E-01      4.961029003133E-01      4.765612250444E-01      4.594182432349E-01      4.444071168472E-01      4.312694082653E-01      6.684049095720E-01
      2.200000000000E+00      6.707881001034E-01      6.500321921083E-01      6.310774175604E-01      6.139588901529E-01      5.986018718816E-01      5.848716187009E-01      5.726096217953E-01      5.616555645134E-01      5.518585720653E-01      5.430818262972E-01      6.817871491056E-01
      2.300000000000E+00      6.167250005255E-01      5.554588838387E-01      5.098358627617E-01      4.766765000138E-01      4.523804209596E-01      4.341601706019E-01      4.201156684455E-01      4.090003768750E-01      3.999956853921E-01      3.925538614603E-01      6.533274907903E-01
      2.400000000000E+00      5.564126040687E-01      4.646184820482E-01      4.075871369589E-01      3.715148207351E-01      3.473500573279E-01      3.300826504154E-01      3.170039187814E-01      3.066126872357E-01      2.980428320250E-01      2.907719723548E-01      6.192817098558E-01
      2.500000000000E+00      6.342102986039E-01      5.855657297453E-01      5.465345860073E-01      5.153400408391E-01      4.901765250613E-01      4.695881373420E-01      4.524934945529E-01      4.381068601111E-01      4.258547347969E-01      4.153121526366E-01      6.624370125784E-01
      2.600000000000E+00      6.680775580740E-01      6.451609702827E-01      6.243680473299E-01      6.055595613092E-01      5.885571747276E-01      5.731830644051E-01      5.592753548478E-01      5.466902273054E-01      5.352990075249E-01      5.249847073259E-01      6.803481919754E-01
      2.700000000000E+00      6.401608157532E-01      5.954631913722E-01      5.589576203304E-01      5.294450508877E-01      5.054901533884E-01      4.858321362760E-01      4.694849489766E-01      4.557101933595E-01      4.439601812746E-01      4.338261090218E-01      6.656851970003E-01
      2.800000000000E+00      5.802308884557E-01      5.002985865317E-01      4.463794240274E-01      4.093179995428E-01      3.827097268743E-01      3.627300006658E-01      3.471411363872E-01      3.345937118694E-01      3.242361260252E-01      3.155061040467E-01      6.325528871929E-01
      2.900000000000E+00      6.253189355947E-01      5.696286228282E-01      5.269104094416E-01      4.950058530847E-01      4.711214394873E-01      4.529229671599E-01      4.387298185568E-01      4.273948162195E-01      4.181432496473E-01      4.104468866289E-01      6.579574880650E-01
      3.000000000000E+00      6.611201473807E-01      6.320791173909E-01      6.066271292216E-01      5.848118872997E-01      5.663270385935E-01      5.507133724586E-01      5.374925474366E-01      5.262332107690E-01      5.165730093901E-01      5.082182402523E-01      6.768230251512E-01
      3.100000000000E+00      6.297522038799E-01      5.781572531629E-01      5.373552093175E-01      5.051312962901E-01      4.793708413381E-01      4.584441665930E-01      4.411786637312E-01      4.267383181158E-01      4.145180828232E-01      4.040703387547E-01      6.600171453069E-01
      3.200000000000E+00      5.913584896179E-01      5.172103671576E-01      4.653570803684E-01      4.285005176259E-01      4.013287742863E-01      3.805470172732E-01      3.641547438884E-01      3.508995250502E-01      3.399611167870E-01      3.307788676288E-01      6.387942698284E-01
      3.300000000000E+00      6.325666997804E-01      5.820856480014E-01      5.422101137593E-01      5.113580314335E-01      4.874393234210E-01      4.686365419847E-01      4.535834172497E-01      4.413061862604E-01      4.311185543186E-01      4.225325404705E-01      6.617567531255E-01
      3.400000000000E+00      6.578385984674E-01      6.260277668593E-01      5.985525857192E-01      5.754720312732E-01      5.563520059868E-01      5.405607982018E-01      5.274599945884E-01      5.164922167617E-01      5.072048452833E-01      4.992436804638E-01      6.751422274245E-01
      3.500000000000E+00      6.269166344232E-01      5.727736894219E-01      5.307470889955E-01      4.986624295076E-01      4.739955924004E-01      4.546683912190E-01      4.391714339647E-01      4.264581644977E-01      4.158104280277E-01      4.067318397765E-01      6.586728744170E-01
      3.600000000000E+00      5.971366488011E-01      5.256246039123E-01      4.749509198800E-01      4.387996386704E-01      4.121973407861E-01      3.919268741275E-01      3.759958735354E-01      3.631510380661E-01      3.525748283183E-01      3.437126403623E-01      6.421773032558E-01
      3.700000000000E+00      6.281763841312E-01      5.746173415389E-01      5.330042809102E-01      5.013684539953E-01      4.772316269775E-01      4.585160764399E-01      4.437069123359E-01      4.317514063569E-01      4.219228087911E-01      4.137130370083E-01      6.594305934733E-01
      3.800000000000E+00      6.431763910877E-01      6.000733158958E-01      5.648083459369E-01      5.367511889154E-01      5.145886863086E-01      4.969654105207E-01      4.827491917494E-01      4.710771795303E-01      4.613176929498E-01      4.530147659936E-01      6.674473493238E-01
      3.900000000000E+00      6.224497109138E-01      5.654675740372E-01      5.218608313311E-01      4.890068045376E-01      4.640059819802E-01      4.445195149825E-01      4.288773238356E-01      4.159443583786E-01      4.049615823140E-01      3.954212377058E-01      6.562221781517E-01
      4.000000000000E+00      6.295979863273E-01      5.772407751653E-01      5.362266032195E-01      5.046226531310E-01      4.801322450320E-01      4.608451739547E-01      4.453604467366E-01      4.326929982479E-01      4.221530597419E-01      4.132512376671E-01      6.601232836118E-01
      4.100000000000E+00      6.419195568117E-01      5.979958255781E-01      5.621666583113E-01      5.336543101348E-01      5.110690582813E-01      4.930299306148E-01      4.784035596570E-01      4.663340508505E-01      4.561977295610E-01      4.475453151416E-01      6.667550976740E-01
      4.200000000000E+00      6.308300619587E-01      5.794440171094E-01      5.389423673505E-01      5.074694361154E-01      4.828586468057E-01      4.632932017292E-01      4.474250493291E-01      4.342987130920E-01      4.232440280651E-01      4.137877496626E-01      6.607421797711E-01
      4.300000000000E+00      5.833612755577E-01      5.034503834591E-01      4.498861404755E-01      4.141997746759E-01      3.895926787470E-01      3.717862445566E-01      3.582621073597E-01      3.475428136799E-01      3.387428994588E-01      3.313150790443E-01      6.348330089265E-01
      4.400000000000E+00      6.161045543450E-01      5.557754192473E-01      5.102135949034E-01      4.757735818980E-01      4.492294463451E-01      4.282526840788E-01      4.112674614853E-01      3.972158288322E-01      3.853762723177E-01      3.752446395215E-01      6.525833633762E-01
