# M=22, N=11, V0=0.0, Vp0=0.0, Vp=0.0, V=-0.8, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-11 19:05:53
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00     -4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00     -4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      1.731947918415E-14
      1.000000000000E-01      8.821584895521E-03      2.300319407122E-03      1.726233229769E-03      1.534271228689E-03      1.438229884109E-03      1.380557258869E-03      1.342068989039E-03      1.314543203864E-03      1.293868967977E-03      1.277762428405E-03      6.385973579786E-02
      2.000000000000E-01      2.770413126883E-02      8.752178205560E-03      6.578580581317E-03      5.845265028964E-03      5.477666543352E-03      5.256380393455E-03      5.108250291903E-03      5.001923437335E-03      4.921723431022E-03      4.858941164818E-03      1.206174015566E-01
      3.000000000000E-01      5.073210831295E-02      1.812835378327E-02      1.365863892648E-02      1.213031098221E-02      1.136163058952E-02      1.089704159090E-02      1.058449892963E-02      1.035883840637E-02      1.018747795308E-02      1.005231646997E-02      1.685618978668E-01
      4.000000000000E-01      7.369220163818E-02      2.874593173243E-02      2.171741454220E-02      1.927513421379E-02      1.804093404168E-02      1.729092839440E-02      1.678303223750E-02      1.641348132584E-02      1.613039371323E-02      1.590494648047E-02      2.068336450767E-01
      5.000000000000E-01      9.357529329751E-02      3.889011464146E-02      2.945872335657E-02      2.612554530226E-02      2.443096506251E-02      2.339434104175E-02      2.268675801789E-02      2.216720368832E-02      2.176517246145E-02      2.144149620607E-02      2.353062346329E-01
      6.000000000000E-01      1.086111120098E-01      4.720990729033E-02      3.583892047105E-02      3.175463076349E-02      2.966362192157E-02      2.837477731531E-02      2.748720694624E-02      2.682898453470E-02      2.631414825479E-02      2.589494616024E-02      2.544561975052E-01
      7.000000000000E-01      1.182140668534E-01      5.297364994433E-02      4.027568716897E-02      3.564808802182E-02      3.326091227170E-02      3.177746064848E-02      3.074629879627E-02      2.997374626764E-02      2.936296536151E-02      2.886016686930E-02      2.652569920976E-01
      8.000000000000E-01      1.228061385484E-01      5.612754651845E-02      4.270933299493E-02      3.775781648492E-02      3.518366234009E-02      3.357057872649E-02      3.243879848593E-02      3.158240163672E-02      3.089843211418E-02      3.032970740826E-02      2.691103609630E-01
      9.000000000000E-01      1.235437300323E-01      5.716838601763E-02      4.351339428944E-02      3.842106340555E-02      3.575366164371E-02      3.406849033109E-02      3.287561785994E-02      3.196468367349E-02      3.123051223693E-02      3.061469294573E-02      2.678020561338E-01
