# M=18, N=9, V0=0.0, Vp0=0.0, Vp=0.0, V=2.26, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-09 03:31:25
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00     -4.440892098501E-16      4.440892098501E-16      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00      4.440892098501E-16      7.105427357601E-15
      1.000000000000E-01      5.119883162084E-02      1.828731640265E-02      1.377896637603E-02      1.223828080700E-02      1.146380833847E-02      1.099604975022E-02      1.068164846813E-02      1.045487826777E-02      1.028287606010E-02      1.014738461404E-02      1.698003747444E-01
      2.000000000000E-01      1.457469411396E-01      6.795494564338E-02      5.187321475079E-02      4.598904605266E-02      4.297544461108E-02      4.112170092220E-02      3.984832720429E-02      3.890660415124E-02      3.817216587179E-02      3.757592839778E-02      3.019871874732E-01
      3.000000000000E-01      2.435368030945E-01      1.351640215789E-01      1.051390074684E-01      9.306316569167E-02      8.665999122344E-02      8.261616521058E-02      7.976044565759E-02      7.758536168296E-02      7.583683054598E-02      7.437378826023E-02      3.987295789478E-01
      4.000000000000E-01      3.239257934595E-01      2.023790001983E-01      1.606690952492E-01      1.421523559811E-01      1.318736706264E-01      1.251890382839E-01      1.203489269702E-01      1.165771344086E-01      1.134823065759E-01      1.108469197723E-01      4.644026731416E-01
      5.000000000000E-01      3.784896547448E-01      2.547487642601E-01      2.057414792699E-01      1.821105642840E-01      1.683864902465E-01      1.592196105313E-01      1.524637044629E-01      1.471345193534E-01      1.427277092682E-01      1.389604846964E-01      5.043151262207E-01
      6.000000000000E-01      4.067486758708E-01      2.845059306776E-01      2.321469086944E-01      2.054789351137E-01      1.894497415937E-01      1.785274685799E-01      1.703930197675E-01      1.639498036165E-01      1.586237336345E-01      1.540874208590E-01      5.236573960231E-01
      7.000000000000E-01      4.123682095290E-01      2.914603185083E-01      2.384073920122E-01      2.106543119116E-01      1.936222273432E-01      1.818682882419E-01      1.730642763062E-01      1.660865797268E-01      1.603355610719E-01      1.554629649400E-01      5.269560360734E-01
      8.000000000000E-01      4.010834156049E-01      2.809884371573E-01      2.289935795750E-01      2.015865540669E-01      1.845771717193E-01      1.727447393902E-01      1.638488813113E-01      1.567966017637E-01      1.509965417107E-01      1.461002180649E-01      5.183012165353E-01
      9.000000000000E-01      3.800731149485E-01      2.614200426527E-01      2.116087606321E-01      1.853505756020E-01      1.689356621370E-01      1.574448880317E-01      1.487734558312E-01      1.418886190257E-01      1.362265071051E-01      1.314514175863E-01      5.020851460700E-01
      1.000000000000E+00      3.573170489110E-01      2.413223902518E-01      1.940220106605E-01      1.690711196371E-01      1.533727230859E-01      1.423171794722E-01      1.339362009689E-01      1.272606649805E-01      1.217584564946E-01      1.171107117095E-01      4.834966559193E-01
      1.100000000000E+00      3.400632385428E-01      2.270547349582E-01      1.816946128342E-01      1.577024591313E-01      1.425267186732E-01      1.317840023461E-01      1.236032221417E-01      1.170616908397E-01      1.116515309387E-01      1.070674549717E-01      4.682345176056E-01
      1.200000000000E+00      3.327935869074E-01      2.213561944456E-01      1.768064283359E-01      1.532046699224E-01      1.382417686386E-01      1.276232444819E-01      1.195165856974E-01      1.130184429764E-01      1.076316155597E-01      1.030571402280E-01      4.613111488290E-01
      1.300000000000E+00      3.354570567443E-01      2.233564211710E-01      1.785199457205E-01      1.548050905832E-01      1.397931198553E-01      1.291518127140E-01      1.210343615067E-01      1.145314469449E-01      1.091431871950E-01      1.045693530809E-01      4.639690327770E-01
      1.400000000000E+00      3.437674694678E-01      2.297821061172E-01      1.840412256596E-01      1.599297611482E-01      1.447236501066E-01      1.339837489299E-01      1.258191236476E-01      1.192993650846E-01      1.139134442140E-01      1.093547847901E-01      4.719378264915E-01
      1.500000000000E+00      3.524727050666E-01      2.367631813136E-01      1.900688580020E-01      1.655143838428E-01      1.500818265527E-01      1.392232595865E-01      1.310008811208E-01      1.244607664490E-01      1.190788578071E-01      1.145408374564E-01      4.798976208798E-01
      1.600000000000E+00      3.581452519846E-01      2.414728358735E-01      1.941526834892E-01      1.692795791989E-01      1.536710407094E-01      1.427134783492E-01      1.344386577739E-01      1.278761825458E-01      1.224922455846E-01      1.179664161456E-01      4.848939172131E-01
      1.700000000000E+00      3.598700475220E-01      2.429612369567E-01      1.954462486305E-01      1.704485173724E-01      1.547579524210E-01      1.437482092509E-01      1.354426765563E-01      1.288648870062E-01      1.234766708693E-01      1.189544878409E-01      4.863761595542E-01
      1.800000000000E+00      3.586985757495E-01      2.420303220101E-01      1.946370266515E-01      1.696740508105E-01      1.539878777230E-01      1.429735973334E-01      1.346618371546E-01      1.280782950919E-01      1.226851970924E-01      1.181588207713E-01      4.853235085681E-01
      1.900000000000E+00      3.566757760648E-01      2.404784815455E-01      1.932892837656E-01      1.684113411658E-01      1.527618859751E-01      1.417584209885E-01      1.334413924050E-01      1.268417631013E-01      1.214248735872E-01      1.168689606264E-01      4.833541203594E-01
      2.000000000000E+00      3.559209109757E-01      2.401600880908E-01      1.930129557090E-01      1.681508226144E-01      1.525071138374E-01      1.414899628277E-01      1.331390675893E-01      1.264884182640E-01      1.210069761187E-01      1.163761663825E-01      4.821645253269E-01
      2.100000000000E+00      3.579137218308E-01      2.421933392144E-01      1.947786934141E-01      1.698013775437E-01      1.541054641614E-01      1.430397335606E-01      1.346248809540E-01      1.278921897938E-01      1.223130853067E-01      1.175726047472E-01      4.832691336689E-01
      2.200000000000E+00      3.628589545400E-01      2.465515532082E-01      1.985724524548E-01      1.733771789826E-01      1.576002854958E-01      1.464831740747E-01      1.380095358760E-01      1.312015633066E-01      1.255312321103E-01      1.206870032479E-01      4.872049726821E-01
      2.300000000000E+00      3.695201245401E-01      2.521236450838E-01      2.034408337683E-01      1.780371475615E-01      1.622331999186E-01      1.511308556539E-01      1.426658867163E-01      1.358474075357E-01      1.301465638745E-01      1.252549617714E-01      4.928896770292E-01
      2.400000000000E+00      3.758865810909E-01      2.570960270899E-01      2.078024743259E-01      1.823667057382E-01      1.667098555769E-01      1.557829019637E-01      1.474740338919E-01      1.407803489438E-01      1.351728485713E-01      1.303467845563E-01      4.985844043511E-01
      2.500000000000E+00      3.798270524635E-01      2.594173782384E-01      2.098443257608E-01      1.847205322568E-01      1.694996025393E-01      1.589943127542E-01      1.510593073985E-01      1.446875003512E-01      1.393536000718E-01      1.347584151078E-01      5.026779498570E-01
      2.600000000000E+00      3.793758321206E-01      2.572416049425E-01      2.079304183703E-01      1.835686078655E-01      1.691200345015E-01      1.593042712216E-01      1.519720830004E-01      1.461273444593E-01      1.412557224253E-01      1.370669890271E-01      5.036838635686E-01
      2.700000000000E+00      3.730132452565E-01      2.493546472474E-01      2.010190038385E-01      1.778812054473E-01      1.644924619464E-01      1.555657717570E-01      1.489930163024E-01      1.438102800692E-01      1.395241469498E-01      1.358580017218E-01      5.003351698487E-01
      2.800000000000E+00      3.599896226185E-01      2.355100843307E-01      1.889846467754E-01      1.674684693136E-01      1.553162297258E-01      1.473598443673E-01      1.415866170937E-01      1.370884716730E-01      1.334037742040E-01      1.302747317115E-01      4.918240017861E-01
      2.900000000000E+00      3.405008223677E-01      2.165073956486E-01      1.726627477219E-01      1.530642189540E-01      1.422163989835E-01      1.352128107398E-01      1.301884007479E-01      1.263116865699E-01      1.231621282192E-01      1.205053608704E-01      4.779343861602E-01
      3.000000000000E+00      3.156596532376E-01      1.939873447658E-01      1.536006754710E-01      1.360958358590E-01      1.265430835335E-01      1.204252048384E-01      1.160633317290E-01      1.127161307220E-01      1.100099487817E-01      1.077367454812E-01      4.590506605930E-01
      3.100000000000E+00      2.874544225969E-01      1.701666252184E-01      1.337525819765E-01      1.183675565018E-01      1.100362613836E-01      1.047127699178E-01      1.009213027466E-01      9.801465517194E-02      9.566728543891E-02      9.369798636730E-02      4.362294856739E-01
      3.200000000000E+00      2.589307542673E-01      1.477166488465E-01      1.153275458222E-01      1.018933197560E-01      9.463264548645E-02      8.998248145473E-02      8.666076818942E-02      8.410764353317E-02      8.204177537600E-02      8.030653277801E-02      4.115950854151E-01
