# M=26, N=13, V0=0.0, Vp0=0.0, Vp=0.0, V=-0.5, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-25 17:13:57
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00      8.881784197001E-16     -8.881784197001E-16     -4.440892098501E-16     -8.881784197001E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16      7.016609515631E-14
      1.000000000000E-01      3.863118938547E-03      8.972069298325E-04      6.730562215109E-04      5.982481512383E-04      5.608350410715E-04      5.383799420233E-04      5.234038482587E-04      5.127014715516E-04      5.046701677891E-04      4.984195791318E-04      4.038746667361E-02
      2.000000000000E-01      1.243201650157E-02      3.420448104547E-03      2.567534742111E-03      2.281888403206E-03      2.138925203236E-03      2.053036784976E-03      1.995685745324E-03      1.954641766167E-03      1.923789688496E-03      1.899732201807E-03      7.721828621812E-02
      3.000000000000E-01      2.320636990963E-02      7.106889702636E-03      5.339682594323E-03      4.744691726005E-03      4.446531254317E-03      4.267117050509E-03      4.147075918422E-03      4.060962153873E-03      3.996052905845E-03      3.945279924925E-03      1.091147628285E-01
      4.000000000000E-01      3.424919638870E-02      1.131359632630E-02      8.509379202401E-03      7.559135541712E-03      7.082102223488E-03      6.794412626308E-03      6.601394938874E-03      6.462475194453E-03      6.357366417649E-03      6.274798075894E-03      1.351672971040E-01
      5.000000000000E-01      4.405175700043E-02      1.537038954678E-02      1.157254757950E-02      1.027666968763E-02      9.624626359356E-03      9.230276223169E-03      8.964773958526E-03      8.772898901912E-03      8.627040755449E-03      8.511860506636E-03      1.549268761029E-01
      6.000000000000E-01      5.161668114652E-02      1.872772735940E-02      1.411238873579E-02      1.252682037386E-02      1.172680142714E-02      1.124131665323E-02      1.091310450380E-02      1.067476410184E-02      1.049259510858E-02      1.034787523953E-02      1.683743111820E-01
      7.000000000000E-01      5.649667442554E-02      2.106023262465E-02      1.587952176415E-02      1.408847945163E-02      1.318193059637E-02      1.262967911351E-02      1.225459140605E-02      1.198074739137E-02      1.177018725093E-02      1.160182247674E-02      1.758842644682E-01
      8.000000000000E-01      5.876035953944E-02      2.230261557131E-02      1.682163372407E-02      1.491612937577E-02      1.394834899537E-02      1.335633898537E-02      1.295224542359E-02      1.265555096692E-02      1.242599734005E-02      1.224121932512E-02      1.781951526806E-01
      9.000000000000E-01      5.889126986140E-02      2.261664771882E-02      1.705986337991E-02      1.511857005704E-02      1.412916701180E-02      1.352135048928E-02      1.310438069281E-02      1.279650100864E-02      1.255683371113E-02      1.236266966117E-02      1.763896043675E-01
