# M=8, N=4, V0=0.0, Vp0=0.0, Vp=0.0, V=-0.9, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-10 08:56:28
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00     -2.220446049250E-16      1.110223024625E-15      8.881784197001E-16      8.881784197001E-16      6.661338147751E-16      6.661338147751E-16      4.440892098501E-16      6.661338147751E-16      6.661338147751E-16      6.661338147751E-16      8.881784197001E-16
      1.000000000000E-01      1.130985241789E-02      3.069054259962E-03      2.303560396211E-03      2.047276839813E-03      1.919007940016E-03      1.841946085879E-03      1.790487757184E-03      1.753660014928E-03      1.725976389670E-03      1.704388842887E-03      7.322717522165E-02
      2.000000000000E-01      3.511687666624E-02      1.163783807663E-02      8.753972038980E-03      7.776403738427E-03      7.285642797312E-03      6.989670150220E-03      6.791092210117E-03      6.648168498248E-03      6.540028786693E-03      6.455078517104E-03      1.374539228333E-01
      3.000000000000E-01      6.360593329319E-02      2.397080526126E-02      1.808759193204E-02      1.605602908392E-02      1.503081846093E-02      1.440873315286E-02      1.398822124222E-02      1.368289650196E-02      1.344956600643E-02      1.326423395035E-02      1.908370783075E-01
      4.000000000000E-01      9.136034472102E-02      3.771532858025E-02      2.856008985626E-02      2.532845179271E-02      2.368569954526E-02      2.268086003754E-02      2.199504909776E-02      2.149155852942E-02      2.110203532177E-02      2.078850754071E-02      2.325850780909E-01
      5.000000000000E-01      1.146660179660E-01      5.052551333798E-02      3.838949447321E-02      3.400742612528E-02      3.175972734450E-02      3.037174025918E-02      2.941387246085E-02      2.870186469326E-02      2.814359107651E-02      2.768787853152E-02      2.627587245120E-01
      6.000000000000E-01      1.314920988236E-01      6.063073715594E-02      4.619139452984E-02      4.086565465120E-02      3.810618142179E-02      3.638424975677E-02      3.518172990133E-02      3.427623547924E-02      3.355658333883E-02      3.296102673187E-02      2.820748538782E-01
      7.000000000000E-01      1.413561897317E-01      6.718332605329E-02      5.127354014699E-02      4.529504211816E-02      4.216448259400E-02      4.018949077949E-02      3.879345811347E-02      3.772871988515E-02      3.687146655808E-02      3.615295942800E-02      2.917611455939E-01
      8.000000000000E-01      1.450577630013E-01      7.031156418637E-02      5.370628375438E-02      4.736684615188E-02      4.401231699572E-02      4.187264121840E-02      4.034216011260E-02      3.916057526046E-02      3.819778153503E-02      3.738157230363E-02      2.934819861679E-01
      9.000000000000E-01      1.443238604464E-01      7.090717404874E-02      5.416995261414E-02      4.769343498691E-02      4.423195201490E-02      4.200057131427E-02      4.038657108252E-02      3.912650918654E-02      3.808873710307E-02      3.720022325435E-02      2.893298215961E-01
      1.000000000000E+00      1.413927042581E-01      7.024840432130E-02      5.365712424011E-02      4.716191002746E-02      4.365879961944E-02      4.137880514143E-02      3.971319628422E-02      3.840017995956E-02      3.730896363138E-02      3.636702299494E-02      2.818676122810E-01
      1.100000000000E+00      1.385524604705E-01      6.958628515412E-02      5.314187790363E-02      4.664023465626E-02      4.310701734962E-02      4.078922962879E-02      3.908243553830E-02      3.772663917532E-02      3.659197626000E-02      3.560646694807E-02      2.741988472370E-01
      1.200000000000E+00      1.376530142985E-01      6.980762888032E-02      5.331410152601E-02      4.674295641153E-02      4.315265076891E-02      4.078464205314E-02      3.903148646979E-02      3.763183946609E-02      3.645518616915E-02      3.542920967484E-02      2.698263529865E-01
      1.300000000000E+00      1.396024412878E-01      7.124582500968E-02      5.443365337809E-02      4.770384405087E-02      4.401694335743E-02      4.157935222203E-02      3.977050875135E-02      3.832335363299E-02      3.710452865891E-02      3.604015525807E-02      2.714102114619E-01
      1.400000000000E+00      1.440233852801E-01      7.365567384719E-02      5.631159463904E-02      4.936019480016E-02      4.555281242190E-02      4.303734775933E-02      4.117221637827E-02      3.968123240823E-02      3.842647517635E-02      3.733153954039E-02      2.785686484818E-01
      1.500000000000E+00      1.494645402567E-01      7.632142098335E-02      5.839190443633E-02      5.122427555758E-02      4.731072312936E-02      4.473450175991E-02      4.283137599888E-02      4.131534975164E-02      4.004358282492E-02      3.893693118405E-02      2.881774116752E-01
      1.600000000000E+00      1.540149100857E-01      7.824417644296E-02      5.989432938154E-02      5.260726263191E-02      4.865165581133E-02      4.606395484143E-02      4.416434649900E-02      4.266013085104E-02      4.140508787351E-02      4.031817334198E-02      2.968407914298E-01
      1.700000000000E+00      1.557904415927E-01      7.835951548008E-02      5.998450606146E-02      5.276708609234E-02      4.888160656317E-02      4.636127619649E-02      4.452698564294E-02      4.308644001846E-02      4.189358651544E-02      4.086743593037E-02      3.019965738521E-01
      1.800000000000E+00      1.531994172892E-01      7.575616763115E-02      5.795052911191E-02      5.106358406524E-02      4.739408324770E-02      4.503831370354E-02      4.334192564784E-02      4.202348106621E-02      4.094232107683E-02      4.002040664735E-02      3.018156228899E-01
      1.900000000000E+00      1.451134479849E-01      6.988231353324E-02      5.337221711240E-02      4.710992282157E-02      4.381210609585E-02      4.171943267282E-02      4.023085778466E-02      3.908811911575E-02      3.816211833448E-02      3.738119455221E-02      2.949404371956E-01
      2.000000000000E+00      1.310320721658E-01      6.072303614991E-02      4.626285386370E-02      4.090202143223E-02      3.811320001628E-02      3.636500106567E-02      3.513785332041E-02      3.420872590659E-02      3.346611840299E-02      3.284811366686E-02      2.803464867710E-01
      2.100000000000E+00      1.112727579962E-01      4.891322582561E-02      3.714865202594E-02      3.289363640797E-02      3.070579675696E-02      2.935063468492E-02      2.841208052891E-02      2.771167706192E-02      2.716020111853E-02      2.670809355936E-02      2.573491083004E-01
      2.200000000000E+00      8.717205207483E-02      3.573345225986E-02      2.704535139356E-02      2.397933109521E-02      2.241885811858E-02      2.146274702652E-02      2.080888388483E-02      2.032775316722E-02      1.995459851253E-02      1.965344626579E-02      2.257797174364E-01
