# M=22, N=11, V0=0.0, Vp0=0.0, Vp=0.0, V=1.09, t=1.0, n=1, tstart=0.0, tstop=100.0, tstep=0.1, PBC
# start time 2022-02-09 17:37:40
#                       t#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
      0.000000000000E+00      4.440892098501E-16     -8.881784197001E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16     -8.881784197001E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16     -4.440892098501E-16      1.332267629550E-14
      1.000000000000E-01      1.504415929425E-02      4.266221035029E-03      3.203088131183E-03      2.846646503186E-03      2.668215834690E-03      2.560992464804E-03      2.489372721577E-03      2.438097882542E-03      2.399538586581E-03      2.369456299853E-03      8.594171984707E-02
      2.000000000000E-01      4.625853129741E-02      1.618169054823E-02      1.218589984764E-02      1.082391918463E-02      1.013958292376E-02      9.726465953737E-03      9.448958872255E-03      9.248942115717E-03      9.097355920279E-03      8.978055999997E-03      1.603870005427E-01
      3.000000000000E-01      8.313801222067E-02      3.332049142775E-02      2.520327425808E-02      2.236741399347E-02      2.093300687862E-02      2.006063204453E-02      1.946929737938E-02      1.903855443689E-02      1.870817915727E-02      1.844471431847E-02      2.215570689466E-01
      4.000000000000E-01      1.185409044909E-01      5.232557244504E-02      3.977612582958E-02      3.526166449439E-02      3.295592061438E-02      3.153954724086E-02      3.056807646624E-02      2.985087230998E-02      2.929261650421E-02      2.884035881408E-02      2.687934160959E-01
      5.000000000000E-01      1.475598328061E-01      6.973824167617E-02      5.326011029331E-02      4.715127934891E-02      4.399244258892E-02      4.202854387225E-02      4.066304373717E-02      3.963976694615E-02      3.883061972687E-02      3.816445522420E-02      3.022596705591E-01
      6.000000000000E-01      1.673889444965E-01      8.280511377485E-02      6.346473513843E-02      5.609226682629E-02      5.222592996509E-02      4.978976439467E-02      4.807123308463E-02      4.676379736399E-02      4.571415996062E-02      4.483719171025E-02      3.226800369863E-01
      7.000000000000E-01      1.771151159050E-01      9.003491964500E-02      6.914339365534E-02      6.098746424750E-02      5.664658430741E-02      5.387288760929E-02      5.188794350179E-02      5.035618068065E-02      4.910973585237E-02      4.805539843092E-02      3.311688286716E-01
      8.000000000000E-01      1.774299241908E-01      9.137670794467E-02      7.019989049117E-02      6.176981425570E-02      5.721707836841E-02      5.426738821115E-02      5.212761082409E-02      5.045516910983E-02      4.907861294897E-02      4.790271609479E-02      3.291926794277E-01
      9.000000000000E-01      1.703217854346E-01      8.802111179945E-02      6.755928842412E-02      5.928411016251E-02      5.475327341009E-02      5.177911595399E-02      4.959487025968E-02      4.786879343235E-02      4.643474129896E-02      4.520036883681E-02      3.186885761261E-01
      1.000000000000E+00      1.587383753988E-01      8.192790969410E-02      6.277732363673E-02      5.493246658311E-02      5.058479803910E-02      4.769776912528E-02      4.555515880192E-02      4.384667851832E-02      4.241679383344E-02      4.117896039764E-02      3.023400315954E-01
      1.100000000000E+00      1.461455686002E-01      7.523726674012E-02      5.754547118024E-02      5.022731038750E-02      4.613261629782E-02      4.338898983902E-02      4.133656899721E-02      3.968919643871E-02      3.830330310519E-02      3.709889989971E-02      2.839611058801E-01
      1.200000000000E+00      1.358858100111E-01      6.973153913270E-02      5.325489505325E-02      4.640149330605E-02      4.254444466409E-02      3.994604273216E-02      3.799332158816E-02      3.642028767248E-02      3.509338279777E-02      3.393810881717E-02      2.686179786184E-01
      1.300000000000E+00      1.302816748045E-01      6.647952343769E-02      5.072679392534E-02      4.417177339857E-02      4.047724947997E-02      3.798526153609E-02      3.611101254080E-02      3.460064752270E-02      3.332663182800E-02      3.221776809121E-02      2.611736564919E-01
      1.400000000000E+00      1.298066223494E-01      6.572522968489E-02      5.014106022128E-02      4.368140156664E-02      4.004888010704E-02      3.760455615260E-02      3.577073181479E-02      3.429659950149E-02      3.305611371353E-02      3.197887534106E-02      2.627485456619E-01
      1.500000000000E+00      1.331722101632E-01      6.700595538089E-02      5.113573037193E-02      4.459405026634E-02      4.093066180476E-02      3.847624212879E-02      3.664277317956E-02      3.517493512584E-02      3.394438781370E-02      3.287943300349E-02      2.700343851144E-01
      1.600000000000E+00      1.383124599155E-01      6.942676885035E-02      5.301777424338E-02      4.628429604085E-02      4.252838832211E-02      4.002284184337E-02      3.815931934632E-02      3.667360621592E-02      3.543286233752E-02      3.436286068885E-02      2.789019750318E-01
      1.700000000000E+00      1.432756965090E-01      7.199179957712E-02      5.501470461935E-02      4.806192207865E-02      4.419295848207E-02      4.161954137826E-02      3.971144514943E-02      3.819481728525E-02      3.693193038607E-02      3.584580504132E-02      2.864701209556E-01
      1.800000000000E+00      1.466906571334E-01      7.389552052792E-02      5.649864024153E-02      4.937027047034E-02      4.540533026184E-02      4.277079012993E-02      4.081990429443E-02      3.927146419072E-02      3.798398751409E-02      3.687836508974E-02      2.911930534038E-01
      1.900000000000E+00      1.479287266308E-01      7.470369818039E-02      5.712908649482E-02      4.991170270682E-02      4.589239728780E-02      4.321991005734E-02      4.124018040493E-02      3.966863315912E-02      3.836203148625E-02      3.724024833653E-02      2.925662736404E-01
      2.000000000000E+00      1.470700043656E-01      7.439535002765E-02      5.688851543562E-02      4.967738308760E-02      4.565279930596E-02      4.297192206109E-02      4.098290145105E-02      3.940197517627E-02      3.808626325539E-02      3.695580386464E-02      2.908774961621E-01
      2.100000000000E+00      1.447401046967E-01      7.328111403027E-02      5.601954254886E-02      4.888937309366E-02      4.490056984022E-02      4.223758535695E-02      4.025777265467E-02      3.868129911790E-02      3.736723265559E-02      3.623667865209E-02      2.870195395642E-01
      2.200000000000E+00      1.418672325897E-01      7.184586167419E-02      5.490101228012E-02      4.788868401943E-02      4.395869504533E-02      4.132991489188E-02      3.937183005866E-02      3.780990069154E-02      3.650585803859E-02      3.538229302120E-02      2.823171598829E-01
      2.300000000000E+00      1.394017303970E-01      7.057539890561E-02      5.391165416369E-02      4.701312657639E-02      4.314407239411E-02      4.055331094221E-02      3.862126888821E-02      3.707825533207E-02      3.578846873253E-02      3.467589418996E-02      2.782837325546E-01
      2.400000000000E+00      1.380435378227E-01      6.981888366649E-02      5.332285924172E-02      4.650215717929E-02      4.267877770146E-02      4.011880562732E-02      3.820939903173E-02      3.668393267762E-02      3.540819358562E-02      3.430708346530E-02      2.761886006769E-01
      2.500000000000E+00      1.380501412250E-01      6.971739465922E-02      5.324388932127E-02      4.644925362078E-02      4.264660105320E-02      4.010337668056E-02      3.820797875852E-02      3.669447767196E-02      3.542906549412E-02      3.433690645028E-02      2.765024883174E-01
      2.600000000000E+00      1.392188623008E-01      7.020434469880E-02      5.362283213065E-02      4.680428228779E-02      4.299671998849E-02      4.045476213798E-02      3.856303469336E-02      3.705412167367E-02      3.579352451857E-02      3.470606025259E-02      2.787326968848E-01
      2.700000000000E+00      1.410482988302E-01      7.106271319490E-02      5.429106167154E-02      4.741444308143E-02      4.358337247806E-02      4.103071346573E-02      3.913409423133E-02      3.762320074916E-02      3.636213339035E-02      3.527496564131E-02      2.818696876061E-01
      2.800000000000E+00      1.429603151726E-01      7.201163032612E-02      5.503015439967E-02      4.808467537880E-02      4.422327112766E-02      4.165485045868E-02      3.974919847769E-02      3.823273305772E-02      3.696796895108E-02      3.587813441164E-02      2.849201645854E-01
      2.900000000000E+00      1.444771050279E-01      7.279203337862E-02      5.563828825972E-02      4.863691149968E-02      4.475126310167E-02      4.217023006583E-02      4.025715567559E-02      3.873581277489E-02      3.746744986548E-02      3.637463222526E-02      2.871844390008E-01
      3.000000000000E+00      1.453185939629E-01      7.322701324452E-02      5.597736409662E-02      4.895153034286E-02      4.505866275753E-02      4.247569418041E-02      4.056251239927E-02      3.904157616695E-02      3.777354735472E-02      3.668071412817E-02      2.883332751210E-01
      3.100000000000E+00      1.454216505791E-01      7.324414967907E-02      5.599072399159E-02      4.898220721624E-02      4.510621626049E-02      4.253746078888E-02      4.063607045236E-02      3.912484231660E-02      3.786469416156E-02      3.677811442520E-02      2.883832282412E-01
      3.200000000000E+00      1.448944978406E-01      7.286033332918E-02      5.569152403291E-02      4.874448734362E-02      4.491230363988E-02      4.237680404250E-02      4.050200069653E-02      3.901265611727E-02      3.777077023294E-02      3.669949750119E-02      2.876113666447E-01
      3.300000000000E+00      1.439264667442E-01      7.214018079756E-02      5.513030991050E-02      4.828596754853E-02      4.452405639807E-02      4.204145251636E-02      4.020920206089E-02      3.875543284990E-02      3.754393070200E-02      3.649890791555E-02      2.864215144486E-01
      3.400000000000E+00      1.426805106785E-01      7.114468349574E-02      5.435489128086E-02      4.764998894398E-02      4.398277852044E-02      4.157185490588E-02      3.979795469483E-02      3.839373157506E-02      3.722533029535E-02      3.621833285692E-02      2.851775502955E-01
      3.500000000000E+00      1.412010921055E-01      6.988681946672E-02      5.337572346510E-02      4.684476858084E-02      4.329499094450E-02      4.097332595797E-02      3.927273386772E-02      3.793147499434E-02      3.681857674345E-02      3.586126896852E-02      2.840396736421E-01
      3.600000000000E+00      1.393674828372E-01      6.830676736085E-02      5.214672294015E-02      4.582679097232E-02      4.241732955173E-02      4.020195746533E-02      3.858886152750E-02      3.732317067618E-02      3.627740426184E-02      3.538076229064E-02      2.828684278836E-01
      3.700000000000E+00      1.369069564448E-01      6.627317806433E-02      5.056653572950E-02      4.450263665502E-02      4.125892143358E-02      3.916750881183E-02      3.765587967095E-02      3.647773805233E-02      3.550992660536E-02      3.468406124210E-02      2.812574088249E-01
      3.800000000000E+00      1.334558029141E-01      6.361074890028E-02      4.850039722884E-02      4.274891298128E-02      3.970048962343E-02      3.775213385914E-02      3.635611665987E-02      3.527702971831E-02      3.439717685061E-02      3.365120886593E-02      2.786647557170E-01
